Geneid	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	length
gene-SYNPCC7002_RS05020	258	187	162	169	973	1034	1420	1014	798	687	958	992	604	889	640	745	849
gene-SYNPCC7002_RS05025	694	551	595	565	1052	1143	1734	1300	937	840	1068	1077	886	1269	891	1029	1068
gene-SYNPCC7002_RS05030	64764	63847	62777	70749	76439	89958	115605	70635	69217	59078	90297	91964	38480	51460	36987	40222	510
gene-SYNPCC7002_RS16415	8664	7726	7018	7435	10349	9659	12430	10006	8962	6334	9493	12014	4921	6215	3977	5401	114
gene-SYNPCC7002_RS05035	1377	1452	1387	1445	2065	2432	3472	2240	1797	1598	2238	2425	2013	2865	2073	2109	648
gene-SYNPCC7002_RS05040	2142	1873	1958	2032	3677	4218	5608	4119	2989	2843	3782	4259	3425	4328	3208	3572	1125
gene-SYNPCC7002_RS05045	704	651	796	811	1032	1182	1632	1044	846	740	1204	1009	985	1411	919	1008	405
gene-SYNPCC7002_RS05050	4018	3667	3277	3257	5642	5796	8304	8004	5022	4467	5812	6340	5703	7610	5372	6209	3141
gene-SYNPCC7002_RS05055	944	800	846	859	1180	1526	2105	1596	1057	1063	1458	1303	1265	1784	1202	1285	639
gene-SYNPCC7002_RS05060	3125	2657	3155	2865	1893	2183	2997	2639	1685	1459	1911	2027	2285	3104	2139	2386	1299
gene-SYNPCC7002_RS05070	463	396	600	399	970	738	1281	1139	808	551	910	981	629	986	635	730	1848
gene-SYNPCC7002_RS05075	27948	24504	23312	22605	35920	41560	55942	42583	31081	29055	39175	41851	23071	30054	21676	25302	3993
gene-SYNPCC7002_RS05080	1064	1070	842	671	1469	1855	2471	1864	1307	1170	1743	1654	1334	1814	1207	1679	585
gene-SYNPCC7002_RS05085	1527	1404	1465	1457	1806	2155	2862	1884	1483	1465	2084	2001	1611	2134	1458	1627	1476
gene-SYNPCC7002_RS05090	581	550	493	491	667	839	1030	821	610	530	675	639	614	865	673	525	1092
gene-SYNPCC7002_RS05095	23094	20657	15514	17362	46423	58221	77128	50396	40235	38481	53712	55404	43920	54539	41147	44098	2007
gene-SYNPCC7002_RS05100	6091	4851	4061	4367	14694	17402	24091	16652	12968	11835	16398	16794	10225	13202	9762	10861	1257
gene-SYNPCC7002_RS05105	5114	4416	3459	3676	11284	11378	15124	10614	9958	7456	11739	12562	5886	8108	5350	6745	246
gene-SYNPCC7002_RS05110	1731	1662	1352	1346	5282	5768	7992	5653	4340	3776	5422	5850	3305	4463	3070	3735	1458
gene-SYNPCC7002_RS05115	7127	5432	3701	4022	55281	53943	75924	44326	48714	37147	59364	61503	23083	32298	21865	25510	387
gene-SYNPCC7002_RS05120	9321	7204	4913	5589	70399	71008	101696	56092	64531	52404	80004	79926	31456	45682	30473	34416	528
gene-SYNPCC7002_RS05125	4410	3387	2826	2746	23574	23380	30549	21938	19921	15639	22637	27447	11243	14641	10609	13312	717
gene-SYNPCC7002_RS05130	3398	2693	2155	2071	14731	13668	20266	13143	13179	9696	15090	16551	6952	9962	6558	7919	426
gene-SYNPCC7002_RS05135	9002	7914	6013	6343	30632	28615	41415	27837	27423	20838	31294	33670	15864	23049	15743	18157	603
gene-SYNPCC7002_RS05140	5429	4953	3444	3891	16602	15910	21712	15428	14797	10479	16286	19144	8809	11542	8517	9996	234
gene-SYNPCC7002_RS05145	16	6	6	4	38	42	40	8	26	22	38	28	22	14	18	6	73
gene-SYNPCC7002_RS05150	3703	3168	2498	2452	12154	11298	15114	10708	10141	7853	11597	13528	5794	8125	5610	6845	363
gene-SYNPCC7002_RS05155	72621	58120	44323	47203	37774	44936	58807	29989	39478	31686	48474	48835	21517	28701	20912	22900	1827
gene-SYNPCC7002_RS05160	1401	951	1177	1010	518	585	675	651	364	267	395	494	569	622	462	567	324
gene-SYNPCC7002_RS05165	1029	756	502	590	3146	2995	5080	3597	2688	2014	3200	3434	1813	2674	1635	2187	1092
gene-SYNPCC7002_RS05170	2813	2592	2456	2516	8392	9754	14504	7808	7900	6921	10638	9759	5481	8777	5397	5881	231
gene-SYNPCC7002_RS05175	4590	3802	3149	3051	14596	15971	21231	15555	12946	10451	14447	17187	8717	11867	7999	10585	414
gene-SYNPCC7002_RS05180	6273	5590	4432	4784	19628	20166	27488	19173	17116	13922	20549	21689	11720	15787	11274	12793	456
gene-SYNPCC7002_RS05185	8639	7991	7506	8034	25706	33272	49358	25327	23736	23063	35062	31174	17877	26796	18808	18120	825
gene-SYNPCC7002_RS05190	4101	3712	3315	3324	13135	14739	20992	13495	11884	10689	14851	15687	8224	10977	8320	8939	351
gene-SYNPCC7002_RS05195	9187	7639	6511	6570	29959	30977	45744	28833	27210	22048	32097	34589	17047	23877	16145	19109	942
gene-SYNPCC7002_RS05200	5922	5401	4351	4731	16646	18992	27284	16758	15133	13589	19349	19728	9897	14193	9960	10574	390
gene-SYNPCC7002_RS05205	5385	4445	3769	3836	15090	16306	22031	15114	13635	10960	15132	17442	8264	11520	8220	9968	378
gene-SYNPCC7002_RS16420	2988	2514	2084	2183	7828	8046	11565	7139	6831	5342	7905	8657	3788	5333	3626	4494	114
gene-SYNPCC7002_RS05210	1005	878	590	724	3254	3478	5297	3438	2923	2201	3432	3885	1785	2285	1561	1862	225
gene-SYNPCC7002_RS05215	4664	4078	2857	3152	12389	12635	19276	12824	10865	8831	12770	14843	6912	9114	6240	8190	564
gene-SYNPCC7002_RS05220	17173	13813	10143	11737	37806	38545	55775	41434	32963	25830	37513	44675	21552	28226	20631	26260	1320
gene-SYNPCC7002_RS05225	4869	3747	2564	2691	22686	24070	34703	21453	19710	16449	23955	25724	10929	15226	10751	12437	441
gene-SYNPCC7002_RS05230	7307	5650	3717	3968	33093	37846	52328	32408	29187	25923	36508	38792	16210	21963	15768	18417	522
gene-SYNPCC7002_RS05235	3561	2758	1707	1913	21495	22986	33949	19829	18905	15977	23662	24234	9508	13160	9391	11123	363
gene-SYNPCC7002_RS05240	4344	3561	2251	2317	27994	29463	42549	25450	25152	20983	29799	31241	12400	16218	11843	13754	543
gene-SYNPCC7002_RS05245	2195	1597	952	865	15915	14866	21092	15039	13210	10101	14701	18445	6276	8648	5661	7908	402
gene-SYNPCC7002_RS05250	4035	3325	2180	2335	25959	29125	45100	23792	23869	20505	31352	31063	11590	17359	11768	13203	546
gene-SYNPCC7002_RS05255	3196	2708	1588	1662	17669	18944	29239	16170	16552	13642	20350	20760	8202	11758	7643	8845	351
gene-SYNPCC7002_RS05260	3880	3081	2025	2291	21210	23480	36702	19134	19183	16725	24884	24366	9590	13924	9635	10238	369
gene-SYNPCC7002_RS05265	3151	2626	1826	2045	16029	18244	28496	14454	14415	13586	20203	18844	7721	11191	7523	8045	240
gene-SYNPCC7002_RS05270	2391	1877	1080	1153	12431	12865	18622	11632	11186	9129	12772	14983	5190	6847	5028	5948	207
gene-SYNPCC7002_RS05275	5150	3901	2355	2495	24522	27626	38809	22795	22572	19161	27381	29512	10673	14338	10359	11979	420
gene-SYNPCC7002_RS05280	8117	6592	3710	4172	37518	44562	64816	35896	34115	31137	46430	45427	17740	26521	18207	19921	723
gene-SYNPCC7002_RS05285	5835	4465	2597	2975	25142	30694	45315	23843	22782	22027	31171	29748	12075	17854	12831	13594	360
gene-SYNPCC7002_RS05290	2288	1902	910	974	10717	9137	14248	9670	8670	6811	10313	11962	4444	6784	4260	5899	279
gene-SYNPCC7002_RS05295	12354	8857	4918	4961	50286	49452	68753	47628	41600	34023	48032	57177	24163	31344	20759	28530	828
gene-SYNPCC7002_RS05300	4629	3595	2032	2556	17547	18677	28014	16134	15713	13081	19611	20492	8975	12389	8883	9855	312
gene-SYNPCC7002_RS05305	10171	8353	4867	5619	41925	44634	69084	38031	38604	32954	49586	48541	20015	29546	21355	22066	633
gene-SYNPCC7002_RS05310	12163	9672	5607	6460	48946	51614	77442	43385	44751	37291	55858	56019	23380	33564	23866	25668	642
gene-SYNPCC7002_RS05315	12076	10254	9627	9507	22450	24296	34491	25106	19163	17121	24679	25880	17034	23016	16409	18810	2145
gene-SYNPCC7002_RS17050	40	41	29	36	76	51	107	146	66	58	64	66	31	50	31	32	207
gene-SYNPCC7002_RS05325	5628	4788	4606	4554	6729	5890	8250	7493	5433	3793	6239	6588	4514	6228	4275	5158	1773
gene-SYNPCC7002_RS05330	174	145	90	73	427	288	477	674	252	195	274	260	171	230	128	202	1065
gene-SYNPCC7002_RS05335	247	169	142	149	443	384	688	727	242	266	330	326	261	299	243	293	1731
gene-SYNPCC7002_RS05340	895	662	540	462	2350	2487	3671	3676	1578	1733	2257	2330	1835	2277	1659	1949	3024
gene-SYNPCC7002_RS05345	521	517	536	424	498	485	627	673	431	342	457	594	430	575	371	453	858
gene-SYNPCC7002_RS16955	35	14	39	32	41	31	46	49	30	26	19	38	22	40	17	46	216
gene-SYNPCC7002_RS05350	289	303	371	317	334	290	387	391	294	203	272	375	265	377	273	304	1977
gene-SYNPCC7002_RS05355	18	6	11	15	29	17	30	20	18	14	13	17	20	19	19	23	192
gene-SYNPCC7002_RS05360	1245	1021	1032	974	785	1032	1159	972	583	541	826	869	877	1503	911	1112	591
gene-SYNPCC7002_RS05365	1019	952	979	1008	795	1180	1349	1048	579	627	848	848	1001	1556	1211	1175	1290
gene-SYNPCC7002_RS05370	258	180	224	163	315	299	359	395	195	223	224	345	325	395	264	356	375
gene-SYNPCC7002_RS05375	314	255	204	212	702	766	998	698	510	433	602	626	657	853	615	761	1683
gene-SYNPCC7002_RS05380	1410	1312	1454	1484	1381	1309	1940	1684	1189	1060	1543	1473	1773	2543	1670	1914	543
gene-SYNPCC7002_RS05385	194	174	191	206	287	371	440	446	352	233	320	395	289	373	243	265	672
gene-SYNPCC7002_RS05390	852	639	666	699	987	1147	1400	1315	823	848	1165	1194	843	1166	766	968	417
gene-SYNPCC7002_RS17215	512	436	461	480	549	731	915	661	545	516	816	687	515	731	424	519	135
gene-SYNPCC7002_RS05395	667	480	525	508	1338	1461	2003	1582	1160	1172	1582	1388	1071	1485	1073	1107	1059
gene-SYNPCC7002_RS16960	471	363	269	364	1003	1257	1981	1373	904	782	1196	1174	838	1083	911	922	804
gene-SYNPCC7002_RS05405	685	505	410	419	1183	1325	2094	1426	998	869	1332	1301	1147	1379	1059	1246	456
gene-SYNPCC7002_RS05410	1940	1446	1115	1152	3092	3478	5066	3874	2517	2288	2943	3561	2902	3695	2718	3332	909
gene-SYNPCC7002_RS05415	2224	1718	1664	1656	2142	2561	3404	3935	1378	1632	2077	1835	1178	1840	1146	1417	1734
gene-SYNPCC7002_RS05420	928	749	931	965	1120	1272	1671	1247	890	858	1143	1217	984	1400	930	1016	1221
gene-SYNPCC7002_RS05425	1043	1049	844	782	2050	1953	2675	2410	1537	1350	1863	2073	2002	2651	1593	1959	1389
gene-SYNPCC7002_RS05430	939	772	761	760	1939	2124	2835	1988	1555	1442	1922	2065	1804	2397	1903	1946	741
gene-SYNPCC7002_RS05435	3137	2526	2457	2298	4008	5072	6757	4744	3408	3381	4665	4390	4438	6500	4666	4642	954
gene-SYNPCC7002_RS05440	1256	1188	1121	1194	1381	1685	2228	1727	1190	1148	1682	1669	1604	2321	1677	1669	501
gene-SYNPCC7002_RS05445	2700	2377	2097	1961	5793	5933	7574	6165	4964	4262	5592	6726	4271	5395	3660	4737	771
gene-SYNPCC7002_RS05450	2098	2226	1998	2143	3757	3543	4816	3969	3285	2436	3741	3661	2921	3533	2612	2795	567
gene-SYNPCC7002_RS05455	1513	1220	1612	1643	838	1048	1287	912	595	596	838	856	864	1165	723	912	1002
gene-SYNPCC7002_RS05460	11223	9235	10319	8940	16123	16829	19675	15703	13456	11089	15574	16066	9257	12560	7592	10176	369
gene-SYNPCC7002_RS05465	213	167	251	219	377	398	612	512	372	252	410	436	260	402	275	355	849
gene-SYNPCC7002_RS05470	1349	1219	780	1031	1536	1844	2515	2121	1768	1626	2182	2283	1270	1600	1263	1240	468
gene-SYNPCC7002_RS05475	304	295	260	229	385	524	684	551	348	400	528	458	367	540	388	365	1359
gene-SYNPCC7002_RS05480	245	222	198	193	440	499	588	486	336	320	431	420	272	487	276	410	474
gene-SYNPCC7002_RS05485	1142	940	822	840	1680	1740	2011	1784	1387	1192	1697	1899	1238	2042	1330	1558	720
gene-SYNPCC7002_RS05490	692	572	614	543	790	978	1213	945	694	639	899	891	893	1273	994	974	720
gene-SYNPCC7002_RS05495	98	92	76	120	110	69	122	125	77	67	111	122	114	161	84	129	87
gene-SYNPCC7002_RS05500	2405	1938	2502	2243	1636	1961	2491	1981	1438	1289	1819	1956	1585	2345	1866	1869	1191
gene-SYNPCC7002_RS05505	2122	1970	1968	1879	2032	2287	2771	2644	1702	1479	2007	2321	2299	3549	2433	2663	933
gene-SYNPCC7002_RS05510	3789	2631	1878	1894	11815	13349	18526	17944	8499	8221	10522	11513	7709	9892	6904	8294	1332
gene-SYNPCC7002_RS05515	22	20	39	32	81	86	105	91	51	55	67	98	50	37	49	61	86
gene-SYNPCC7002_RS05520	215	244	206	193	724	864	1210	852	588	603	864	831	697	929	729	765	789
gene-SYNPCC7002_RS05525	417	373	363	363	611	728	947	676	516	432	562	601	566	735	500	577	465
gene-SYNPCC7002_RS05530	446	415	442	341	1097	1074	1532	1308	834	676	908	1078	725	1105	724	1000	894
gene-SYNPCC7002_RS05535	212	215	295	214	183	252	332	290	109	207	224	173	259	534	361	299	519
gene-SYNPCC7002_RS16095	1598	1472	1660	1600	1112	1368	1946	1605	1027	984	1379	1367	1951	2741	2014	2103	2598
gene-SYNPCC7002_RS05545	220	192	225	233	125	139	159	141	106	96	113	152	226	380	210	248	360
gene-SYNPCC7002_RS05550	1881	1685	1325	1525	2935	3305	4711	3704	2380	2189	2981	3188	3627	4956	3570	4073	1920
gene-SYNPCC7002_RS05555	665	500	433	408	1251	1159	1950	1694	1037	909	1181	1308	1826	2529	1726	2229	1506
gene-SYNPCC7002_RS05560	1231	1341	1242	1257	2292	1779	2758	2665	1842	1291	2086	2093	1815	2578	1723	1964	852
gene-SYNPCC7002_RS05565	279	289	259	240	463	382	593	632	352	263	460	486	395	585	379	476	399
gene-SYNPCC7002_RS05570	768	747	812	765	558	514	691	616	395	293	471	547	701	1035	753	703	561
gene-SYNPCC7002_RS05575	1521	1579	1753	1621	1898	2268	2758	2162	1755	1497	2087	2236	1892	2574	1808	1900	726
gene-SYNPCC7002_RS05580	852	686	809	872	1102	1142	1593	1413	917	882	1134	1021	1020	1385	972	921	3630
gene-SYNPCC7002_RS05585	814	579	473	535	1627	1679	2070	1790	1460	1238	1640	1921	1125	1354	965	1209	564
gene-SYNPCC7002_RS05590	444	356	311	321	842	990	1332	893	758	763	958	971	712	963	715	744	645
gene-SYNPCC7002_RS05595	644	624	401	460	1130	1231	1637	952	1065	804	1227	1269	635	860	589	681	438
gene-SYNPCC7002_RS05600	937	895	745	777	1732	2459	2770	2333	1467	1671	2203	2141	1251	1889	1333	1322	858
gene-SYNPCC7002_RS05605	1073	845	728	714	959	962	1304	1541	743	601	777	1071	1397	1771	1195	1581	897
gene-SYNPCC7002_RS05610	3676	3448	3937	4157	2636	3737	4750	3661	2066	2204	3164	2681	2721	4069	2945	3017	1317
gene-SYNPCC7002_RS05615	1224	1198	1210	1483	1423	1876	2779	1648	1304	1213	1995	1543	1605	2356	1462	1551	198
gene-SYNPCC7002_RS05620	9014	8099	7073	7515	13728	16753	22831	15901	11868	11266	15752	15682	13641	18957	13538	14439	1437
gene-SYNPCC7002_RS05625	597	501	555	531	1010	1107	1564	1088	730	645	1023	987	843	1153	823	813	465
gene-SYNPCC7002_RS05630	1130	871	1112	979	549	713	848	751	498	424	645	605	556	746	571	696	609
gene-SYNPCC7002_RS05635	1289	1099	1194	1231	1175	1403	1587	1496	843	796	1149	1245	1341	1922	1423	1722	1167
gene-SYNPCC7002_RS05640	1594	1305	1076	1203	2114	2429	3429	3191	1738	1598	2161	2418	2031	2611	2006	2427	1245
gene-SYNPCC7002_RS05645	1585	1328	1297	1305	1366	1302	2243	1751	1027	854	1266	1448	1347	1656	1231	1497	1785
gene-SYNPCC7002_RS05650	570	394	394	371	849	890	1172	1015	656	577	763	873	641	854	508	685	1029
gene-SYNPCC7002_RS05655	364	267	330	270	258	238	414	366	242	191	240	364	365	439	311	365	765
gene-SYNPCC7002_RS05660	693	731	722	732	753	785	930	816	579	525	730	740	533	840	589	726	393
gene-SYNPCC7002_RS16655	1268	1137	1315	1172	1392	1282	1949	1606	1285	869	1446	1569	819	1124	713	870	498
gene-SYNPCC7002_RS05665	1522	1304	1372	1396	1693	1496	2313	1777	1528	989	1647	1791	943	1324	900	1041	330
gene-SYNPCC7002_RS05670	1583	1630	1933	1619	1418	1213	1841	1578	1155	821	1168	1463	1039	1296	868	1230	1146
gene-SYNPCC7002_RS05675	1318	1289	1348	1191	1149	915	1343	1369	1039	634	1016	1434	938	1140	757	1028	996
gene-SYNPCC7002_RS05680	2303	2255	2594	2231	1994	1787	2471	2327	1858	1223	1814	2157	1659	2272	1475	1869	1131
gene-SYNPCC7002_RS05685	2397	2248	2552	2190	1984	1664	2187	2223	1640	1071	1511	1862	1756	2220	1557	1840	1314
gene-SYNPCC7002_RS05690	2586	2708	2701	2699	1982	1913	2520	2226	1800	1183	1806	2110	1468	1927	1271	1467	744
gene-SYNPCC7002_RS05695	3197	2284	2444	2255	2714	3697	5370	3453	2383	2198	3263	3382	2346	3168	2269	2649	1542
gene-SYNPCC7002_RS05700	23985	23491	23085	23694	6636	7485	9329	7727	5751	5208	6997	7770	6075	8052	5925	6760	474
gene-SYNPCC7002_RS05705	67	42	25	39	91	95	131	121	88	56	85	100	82	104	79	97	1185
gene-SYNPCC7002_RS05710	2304	1890	2452	2383	1065	1202	1694	1327	832	769	1072	1019	857	1117	828	854	570
gene-SYNPCC7002_RS05715	1832	1494	1431	1458	1641	1748	2435	2057	1269	1329	1574	1790	1365	1874	1465	1640	1098
gene-SYNPCC7002_RS05720	591	531	416	344	1431	1310	1976	1749	1206	930	1326	1456	1189	1527	1070	1318	960
gene-SYNPCC7002_RS05725	206	161	176	181	222	179	298	255	153	122	190	214	222	245	207	222	1023
gene-SYNPCC7002_RS05730	60	39	34	80	23	16	28	18	19	21	44	31	45	60	78	75	291
gene-SYNPCC7002_RS05735	1988	1893	1827	1758	3548	4306	5787	4574	3129	2978	3948	4145	3953	5544	3859	4468	1872
gene-SYNPCC7002_RS05740	734	620	861	710	593	701	1016	750	574	523	664	651	932	1496	1046	962	558
gene-SYNPCC7002_RS05745	344	297	235	201	340	353	478	425	280	215	321	384	347	440	347	392	348
gene-SYNPCC7002_RS05750	156	163	172	130	263	313	370	269	158	165	252	225	329	356	306	276	666
gene-SYNPCC7002_RS05755	651	568	554	633	1161	1537	1914	1193	1017	981	1250	1316	1262	1677	1263	1484	720
gene-SYNPCC7002_RS05760	226	187	209	218	114	169	165	173	96	99	135	131	255	344	257	232	405
gene-SYNPCC7002_RS05765	6	4	4	6	14	20	18	2	6	10	32	6	16	24	24	2	73
gene-SYNPCC7002_RS05770	322	348	341	388	238	318	394	272	261	208	381	223	510	675	461	457	225
gene-SYNPCC7002_RS05775	396	358	370	329	358	389	425	350	300	259	339	310	440	661	516	509	831
gene-SYNPCC7002_RS05780	769	524	704	523	988	1075	1641	1212	690	677	949	976	884	1181	860	875	1446
gene-SYNPCC7002_RS05785	3760	3045	4033	3450	3320	3653	4553	4566	2410	2305	3133	3318	3709	4904	3551	4256	954
gene-SYNPCC7002_RS05790	4943	4305	5662	5135	3607	4363	6132	5259	2837	2860	3958	3707	4237	6276	4627	4776	915
gene-SYNPCC7002_RS05795	5637	4521	5141	4821	4089	4410	6104	6034	3471	3172	4260	4225	4706	6792	4705	5196	996
gene-SYNPCC7002_RS05800	7763	6719	7082	6750	6176	6927	9802	9173	4780	4690	6332	6497	7666	10659	7287	8307	1647
gene-SYNPCC7002_RS05805	2317	1842	2171	1872	2133	2130	2956	3164	1711	1537	2024	2337	2213	2957	2102	2445	600
gene-SYNPCC7002_RS05810	485	416	383	485	448	480	612	575	349	319	444	509	539	694	498	597	216
gene-SYNPCC7002_RS16435	136	100	59	89	230	216	243	233	182	142	188	279	175	284	182	228	186
gene-SYNPCC7002_RS05815	269	233	157	207	833	716	950	837	606	548	714	829	660	824	614	766	480
gene-SYNPCC7002_RS05820	1213	1095	1188	1129	1236	1514	2000	1530	1035	901	1293	1439	1016	1294	1000	1203	1587
gene-SYNPCC7002_RS05825	3247	2949	3042	2983	2620	3376	4071	3827	2409	2188	2940	2978	2859	4103	2873	2990	534
gene-SYNPCC7002_RS05830	2224	1997	2253	2132	2401	3182	3986	3421	1984	2312	2900	2785	2905	4014	3102	3039	465
gene-SYNPCC7002_RS05835	1567	1211	1204	1134	1771	2017	2816	2562	1440	1542	1829	1879	2179	2956	2250	2353	1383
gene-SYNPCC7002_RS05840	997	770	799	796	1672	2155	2666	2032	1348	1306	1773	1666	1500	2100	1518	1786	1455
gene-SYNPCC7002_RS05845	13052	12393	11333	12259	14020	18118	24071	17591	12617	12510	16587	16884	16739	22784	17146	17989	1917
gene-SYNPCC7002_RS05850	5739	5251	5003	5056	9021	11005	14395	10896	8160	7274	10521	10825	10470	14631	10175	11207	8163
gene-SYNPCC7002_RS05855	749	608	676	695	1460	1612	2087	1973	1281	1190	1477	1721	2368	2979	2247	2428	900
gene-SYNPCC7002_RS05860	198	230	234	241	426	524	732	555	362	378	530	470	673	904	754	719	243
gene-SYNPCC7002_RS05870	1037	973	1074	1088	916	859	1178	979	759	622	1007	999	826	1242	768	923	1638
gene-SYNPCC7002_RS05875	2424	2038	2310	2361	3906	4866	6100	4470	3620	3547	4807	4922	2850	4165	3013	2978	1302
gene-SYNPCC7002_RS05880	11436	9730	9372	9331	10127	10488	13103	11724	8879	6979	9587	11326	6618	8397	5422	7048	639
gene-SYNPCC7002_RS05885	123146	142558	146095	174801	17371	21135	22723	28777	18591	17198	22198	22801	38082	48795	33047	36130	354
gene-SYNPCC7002_RS05890	26239	26850	31782	33276	8397	10307	12593	12833	7529	7410	9974	10033	16651	22458	15849	16730	1500
gene-SYNPCC7002_RS05895	44227	48389	56047	59098	11640	13308	16077	16900	10967	10632	13524	13770	22788	30736	21426	23366	339
gene-SYNPCC7002_RS05900	1661	1386	1347	1295	2574	2833	4183	3088	2361	1948	2746	3216	2520	3254	2307	2732	1299
gene-SYNPCC7002_RS05905	381	294	320	279	576	628	949	594	504	501	742	701	449	576	415	473	1191
gene-SYNPCC7002_RS16440	1236	1326	1319	1371	684	733	1041	844	631	595	755	752	744	1134	678	870	255
gene-SYNPCC7002_RS05910	1240	1126	1076	1172	716	706	867	816	595	491	664	765	673	1090	689	783	408
gene-SYNPCC7002_RS16665	198	185	161	172	104	139	164	125	107	88	98	114	113	176	124	142	144
gene-SYNPCC7002_RS05915	1475	1176	1176	1099	1547	1458	1909	2197	905	900	1192	1304	825	970	751	997	1443
gene-SYNPCC7002_RS05920	16	25	22	25	33	23	30	18	27	20	23	21	49	37	44	56	282
gene-SYNPCC7002_RS05925	83	89	95	101	86	117	91	55	40	48	64	92	92	156	111	100	297
gene-SYNPCC7002_RS05930	898	837	900	852	1124	1070	1558	1161	983	725	1195	1169	1041	1456	926	1071	747
gene-SYNPCC7002_RS05935	921	909	894	978	802	693	897	820	603	465	733	777	829	1040	654	851	420
gene-SYNPCC7002_RS05940	1205	1248	1160	1061	1117	989	1394	1219	894	706	1030	1174	1167	1553	1113	1339	1020
gene-SYNPCC7002_RS05945	1968	1794	2228	1876	1746	1920	2494	2150	1614	1280	1955	2048	2007	2680	1728	2088	2502
gene-SYNPCC7002_RS05950	719	676	820	776	880	1110	1348	1151	838	793	955	941	979	1350	1131	1031	1068
gene-SYNPCC7002_RS05955	722	568	589	531	874	916	1270	1023	714	626	929	943	652	854	666	666	1491
gene-SYNPCC7002_RS05960	9179	9469	9741	10349	14777	17465	23647	16453	13105	12852	18311	17065	15647	21458	15111	15744	687
gene-SYNPCC7002_RS05965	6305	5672	6140	5737	11278	12840	15323	13879	9443	8236	10875	12959	10661	13471	10020	11833	600
gene-SYNPCC7002_RS05970	110	98	125	109	212	229	301	267	203	160	226	293	180	326	217	261	897
gene-SYNPCC7002_RS05975	1187	1113	940	1062	960	1095	1489	934	910	697	1121	1361	982	1279	939	1034	336
gene-SYNPCC7002_RS05980	1225	1118	1086	994	1068	1202	1362	1093	882	726	1149	1220	1038	1357	955	1150	717
gene-SYNPCC7002_RS05985	5026	4663	4403	4411	2697	3466	4233	2757	2446	2313	3201	3457	3162	3940	2885	3240	981
gene-SYNPCC7002_RS05990	864	747	946	855	539	642	870	841	457	433	591	624	815	1088	745	862	537
gene-SYNPCC7002_RS05995	768	603	559	423	1514	1592	1878	1670	1133	817	1315	1524	980	1195	828	1167	1077
gene-SYNPCC7002_RS06000	478	459	363	343	797	1031	1177	1031	656	587	897	876	601	859	562	670	1284
gene-SYNPCC7002_RS06005	7671	7932	9336	8268	13818	16550	19703	18154	15355	14454	17824	18620	23627	37111	25800	26654	987
gene-SYNPCC7002_RS06010	4385	4024	3766	3878	9195	10014	13384	9396	7768	6848	9588	10148	6688	9002	6140	7286	1233
