database	geneset	geneset.name	cluster	genes	locus	Geneid	type	name	locus_tag	product
GO Molecular Function	GO:0003735	Structural constituent of ribosome	cluster_1	rpmI	SYNPCC7002_A2181	gene-SYNPCC7002_RS10855	protein_coding	rpmI	SYNPCC7002_RS10855	50S ribosomal protein L35
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	efp	SYNPCC7002_A0053	gene-SYNPCC7002_RS00270	protein_coding	efp	SYNPCC7002_RS00270	elongation factor P
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	ACA98089.1	SYNPCC7002_A0072	gene-SYNPCC7002_RS00365	protein_coding	ylqF	SYNPCC7002_RS00365	ribosome biogenesis GTPase YlqF
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	prfB	SYNPCC7002_A0188	gene-SYNPCC7002_RS00935	protein_coding	prfB	SYNPCC7002_RS00935	peptide chain release factor 2
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	ACA98300.1	SYNPCC7002_A0290	gene-SYNPCC7002_RS01435	protein_coding	SYNPCC7002_RS01435	SYNPCC7002_RS01435	glycosyltransferase family 39 protein
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	fusA	SYNPCC7002_A0341	gene-SYNPCC7002_RS01680	protein_coding	fusA	SYNPCC7002_RS01680	elongation factor G
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsF	SYNPCC7002_A0443	gene-SYNPCC7002_RS02195	protein_coding	rpsF	SYNPCC7002_RS02195	30S ribosomal protein S6
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplU	SYNPCC7002_A0490	gene-SYNPCC7002_RS02425	protein_coding	rplU	SYNPCC7002_RS02425	50S ribosomal protein L21
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	thrS	SYNPCC7002_A0628	gene-SYNPCC7002_RS03130	protein_coding	thrS	SYNPCC7002_RS03130	threonine--tRNA ligase
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	infB	SYNPCC7002_A0755	gene-SYNPCC7002_RS03770	protein_coding	infB	SYNPCC7002_RS03770	translation initiation factor IF-2
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	frr	SYNPCC7002_A0952	gene-SYNPCC7002_RS04760	protein_coding	frr	SYNPCC7002_RS04760	ribosome recycling factor
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsA	SYNPCC7002_A0955	gene-SYNPCC7002_RS04775	protein_coding	SYNPCC7002_RS04775	SYNPCC7002_RS04775	30S ribosomal protein S1
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rmpH	SYNPCC7002_A0988	gene-SYNPCC7002_RS16410	protein_coding	rpmH	SYNPCC7002_RS16410	50S ribosomal protein L34
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplL	SYNPCC7002_A1026	gene-SYNPCC7002_RS05115	protein_coding	rplL	SYNPCC7002_RS05115	50S ribosomal protein L7/L12
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpl10	SYNPCC7002_A1027	gene-SYNPCC7002_RS05120	protein_coding	rplJ	SYNPCC7002_RS05120	50S ribosomal protein L10
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplA	SYNPCC7002_A1028	gene-SYNPCC7002_RS05125	protein_coding	rplA	SYNPCC7002_RS05125	50S ribosomal protein L1
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplK	SYNPCC7002_A1029	gene-SYNPCC7002_RS05130	protein_coding	rplK	SYNPCC7002_RS05130	50S ribosomal protein L11
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplS	SYNPCC7002_A1033	gene-SYNPCC7002_RS05150	protein_coding	rplS	SYNPCC7002_RS05150	50S ribosomal protein L19
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	prfA	SYNPCC7002_A1036	gene-SYNPCC7002_RS05165	protein_coding	prfA	SYNPCC7002_RS05165	peptide chain release factor 1
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpmE	SYNPCC7002_A1037	gene-SYNPCC7002_RS05170	protein_coding	rpmE	SYNPCC7002_RS05170	50S ribosomal protein L31
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsI	SYNPCC7002_A1038	gene-SYNPCC7002_RS05175	protein_coding	rpsI	SYNPCC7002_RS05175	30S ribosomal protein S9
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplM	SYNPCC7002_A1039	gene-SYNPCC7002_RS05180	protein_coding	rplM	SYNPCC7002_RS05180	50S ribosomal protein L13
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplQ	SYNPCC7002_A1041	gene-SYNPCC7002_RS05190	protein_coding	rplQ	SYNPCC7002_RS05190	50S ribosomal protein L17
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsK	SYNPCC7002_A1043	gene-SYNPCC7002_RS05200	protein_coding	rpsK	SYNPCC7002_RS05200	30S ribosomal protein S11
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsM	SYNPCC7002_A1044	gene-SYNPCC7002_RS05205	protein_coding	rpsM	SYNPCC7002_RS05205	30S ribosomal protein S13
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	infA	SYNPCC7002_A1045	gene-SYNPCC7002_RS05210	protein_coding	infA	SYNPCC7002_RS05210	translation initiation factor IF-1
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplO	SYNPCC7002_A1048	gene-SYNPCC7002_RS05225	protein_coding	rplO	SYNPCC7002_RS05225	50S ribosomal protein L15
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsE	SYNPCC7002_A1049	gene-SYNPCC7002_RS05230	protein_coding	rpsE	SYNPCC7002_RS05230	30S ribosomal protein S5
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplR	SYNPCC7002_A1050	gene-SYNPCC7002_RS05235	protein_coding	rplR	SYNPCC7002_RS05235	50S ribosomal protein L18
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpl6	SYNPCC7002_A1051	gene-SYNPCC7002_RS05240	protein_coding	rplF	SYNPCC7002_RS05240	50S ribosomal protein L6
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsH	SYNPCC7002_A1052	gene-SYNPCC7002_RS05245	protein_coding	rpsH	SYNPCC7002_RS05245	30S ribosomal protein S8
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpl5	SYNPCC7002_A1053	gene-SYNPCC7002_RS05250	protein_coding	rplE	SYNPCC7002_RS05250	50S ribosomal protein L5
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplX	SYNPCC7002_A1054	gene-SYNPCC7002_RS05255	protein_coding	rplX	SYNPCC7002_RS05255	50S ribosomal protein L24
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplN	SYNPCC7002_A1055	gene-SYNPCC7002_RS05260	protein_coding	rplN	SYNPCC7002_RS05260	50S ribosomal protein L14
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsQ	SYNPCC7002_A1056	gene-SYNPCC7002_RS05265	protein_coding	rpsQ	SYNPCC7002_RS05265	30S ribosomal protein S17
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpmC	SYNPCC7002_A1057	gene-SYNPCC7002_RS05270	protein_coding	rpmC	SYNPCC7002_RS05270	50S ribosomal protein L29
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplP	SYNPCC7002_A1058	gene-SYNPCC7002_RS05275	protein_coding	rplP	SYNPCC7002_RS05275	50S ribosomal protein L16
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsC	SYNPCC7002_A1059	gene-SYNPCC7002_RS05280	protein_coding	rpsC	SYNPCC7002_RS05280	30S ribosomal protein S3
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplV	SYNPCC7002_A1060	gene-SYNPCC7002_RS05285	protein_coding	rplV	SYNPCC7002_RS05285	50S ribosomal protein L22
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsS	SYNPCC7002_A1061	gene-SYNPCC7002_RS05290	protein_coding	rpsS	SYNPCC7002_RS05290	30S ribosomal protein S19
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplB	SYNPCC7002_A1062	gene-SYNPCC7002_RS05295	protein_coding	rplB	SYNPCC7002_RS05295	50S ribosomal protein L2
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplW	SYNPCC7002_A1063	gene-SYNPCC7002_RS05300	protein_coding	SYNPCC7002_RS05300	SYNPCC7002_RS05300	50S ribosomal protein L23
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplD	SYNPCC7002_A1064	gene-SYNPCC7002_RS05305	protein_coding	rplD	SYNPCC7002_RS05305	50S ribosomal protein L4
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplC	SYNPCC7002_A1065	gene-SYNPCC7002_RS05310	protein_coding	rplC	SYNPCC7002_RS05310	50S ribosomal protein L3
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplI	SYNPCC7002_A1498	gene-SYNPCC7002_RS07510	protein_coding	rplI	SYNPCC7002_RS07510	50S ribosomal protein L9
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsU	SYNPCC7002_A1741	gene-SYNPCC7002_RS08720	protein_coding	rpsU	SYNPCC7002_RS08720	30S ribosomal protein S21
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	ACA99891.1	SYNPCC7002_A1904	gene-SYNPCC7002_RS09530	protein_coding	SYNPCC7002_RS09530	SYNPCC7002_RS09530	glycosyltransferase family 9 protein
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	ACA99930.1	SYNPCC7002_A1943	gene-SYNPCC7002_RS09710	protein_coding	SYNPCC7002_RS09710	SYNPCC7002_RS09710	translation initiation factor
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	tsf	SYNPCC7002_A1958	gene-SYNPCC7002_RS09790	protein_coding	tsf	SYNPCC7002_RS09790	translation elongation factor Ts
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsB	SYNPCC7002_A1959	gene-SYNPCC7002_RS09795	protein_coding	rpsB	SYNPCC7002_RS09795	30S ribosomal protein S2
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsJ	SYNPCC7002_A2060	gene-SYNPCC7002_RS10275	protein_coding	rpsJ	SYNPCC7002_RS10275	30S ribosomal protein S10
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	tuf	SYNPCC7002_A2061	gene-SYNPCC7002_RS10280	protein_coding	tuf	SYNPCC7002_RS10280	elongation factor Tu
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	fusA-2	SYNPCC7002_A2062	gene-SYNPCC7002_RS10285	protein_coding	fusA	SYNPCC7002_RS10285	elongation factor G
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsG	SYNPCC7002_A2063	gene-SYNPCC7002_RS10290	protein_coding	rpsG	SYNPCC7002_RS10290	30S ribosomal protein S7
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsL	SYNPCC7002_A2064	gene-SYNPCC7002_RS10300	protein_coding	rpsL	SYNPCC7002_RS10300	30S ribosomal protein S12
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	fus	SYNPCC7002_A2079	gene-SYNPCC7002_RS10375	protein_coding	SYNPCC7002_RS10375	SYNPCC7002_RS10375	elongation factor G
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpsD	SYNPCC7002_A2083	gene-SYNPCC7002_RS10395	protein_coding	rpsD	SYNPCC7002_RS10395	30S ribosomal protein S4
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rplT	SYNPCC7002_A2180	gene-SYNPCC7002_RS10850	protein_coding	rplT	SYNPCC7002_RS10850	50S ribosomal protein L20
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	rpmI	SYNPCC7002_A2181	gene-SYNPCC7002_RS10855	protein_coding	rpmI	SYNPCC7002_RS10855	50S ribosomal protein L35
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	def	SYNPCC7002_A2348	gene-SYNPCC7002_RS11630	protein_coding	def	SYNPCC7002_RS11630	peptide deformylase
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	lepA	SYNPCC7002_A2421	gene-SYNPCC7002_RS12005	protein_coding	lepA	SYNPCC7002_RS12005	translation elongation factor 4
GO Biological Process	GO:0034645	Cellular macromolecule biosynthetic process	cluster_1	infC	SYNPCC7002_A2702	gene-SYNPCC7002_RS13370	protein_coding	infC	SYNPCC7002_RS13370	translation initiation factor IF-3
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	ftsH-2	SYNPCC7002_A0040	gene-SYNPCC7002_RS00205	protein_coding	ftsH3	SYNPCC7002_RS00205	ATP-dependent zinc metalloprotease FtsH3
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsF	SYNPCC7002_A0443	gene-SYNPCC7002_RS02195	protein_coding	rpsF	SYNPCC7002_RS02195	30S ribosomal protein S6
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplU	SYNPCC7002_A0490	gene-SYNPCC7002_RS02425	protein_coding	rplU	SYNPCC7002_RS02425	50S ribosomal protein L21
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpG	SYNPCC7002_A0733	gene-SYNPCC7002_RS03655	protein_coding	SYNPCC7002_RS03655	SYNPCC7002_RS03655	F0F1 ATP synthase subunit gamma
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpA	SYNPCC7002_A0734	gene-SYNPCC7002_RS03660	protein_coding	atpA	SYNPCC7002_RS03660	F0F1 ATP synthase subunit alpha
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpH	SYNPCC7002_A0735	gene-SYNPCC7002_RS03665	protein_coding	atpH	SYNPCC7002_RS03665	ATP synthase F1 subunit delta
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpF	SYNPCC7002_A0736	gene-SYNPCC7002_RS03670	protein_coding	SYNPCC7002_RS03670	SYNPCC7002_RS03670	F0F1 ATP synthase subunit B
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpG-2	SYNPCC7002_A0737	gene-SYNPCC7002_RS03675	protein_coding	SYNPCC7002_RS03675	SYNPCC7002_RS03675	F0F1 ATP synthase subunit B'
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpE	SYNPCC7002_A0738	gene-SYNPCC7002_RS03680	protein_coding	atpE	SYNPCC7002_RS03680	ATP synthase F0 subunit C
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpB	SYNPCC7002_A0739	gene-SYNPCC7002_RS03685	protein_coding	atpB	SYNPCC7002_RS03685	F0F1 ATP synthase subunit A
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpD	SYNPCC7002_A0749	gene-SYNPCC7002_RS03740	protein_coding	atpD	SYNPCC7002_RS03740	F0F1 ATP synthase subunit beta
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	atpC	SYNPCC7002_A0750	gene-SYNPCC7002_RS03745	protein_coding	atpC	SYNPCC7002_RS03745	ATP synthase F1 subunit epsilon
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	petB	SYNPCC7002_A0842	gene-SYNPCC7002_RS04205	protein_coding	SYNPCC7002_RS04205	SYNPCC7002_RS04205	cytochrome b6
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	ftsH-4	SYNPCC7002_A0902	gene-SYNPCC7002_RS04505	protein_coding	ftsH4	SYNPCC7002_RS04505	ATP-dependent zinc metalloprotease FtsH4
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	ndhE	SYNPCC7002_A0923	gene-SYNPCC7002_RS04610	protein_coding	nuoK	SYNPCC7002_RS04610	NADH-quinone oxidoreductase subunit NuoK
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	ndhI	SYNPCC7002_A0925	gene-SYNPCC7002_RS04620	protein_coding	ndhI	SYNPCC7002_RS04620	NAD(P)H-quinone oxidoreductase subunit I
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	ndhA	SYNPCC7002_A0926	gene-SYNPCC7002_RS04625	protein_coding	nuoH	SYNPCC7002_RS04625	NADH-quinone oxidoreductase subunit NuoH
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsA	SYNPCC7002_A0955	gene-SYNPCC7002_RS04775	protein_coding	SYNPCC7002_RS04775	SYNPCC7002_RS04775	30S ribosomal protein S1
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rmpH	SYNPCC7002_A0988	gene-SYNPCC7002_RS16410	protein_coding	rpmH	SYNPCC7002_RS16410	50S ribosomal protein L34
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplL	SYNPCC7002_A1026	gene-SYNPCC7002_RS05115	protein_coding	rplL	SYNPCC7002_RS05115	50S ribosomal protein L7/L12
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpl10	SYNPCC7002_A1027	gene-SYNPCC7002_RS05120	protein_coding	rplJ	SYNPCC7002_RS05120	50S ribosomal protein L10
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplA	SYNPCC7002_A1028	gene-SYNPCC7002_RS05125	protein_coding	rplA	SYNPCC7002_RS05125	50S ribosomal protein L1
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplK	SYNPCC7002_A1029	gene-SYNPCC7002_RS05130	protein_coding	rplK	SYNPCC7002_RS05130	50S ribosomal protein L11
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplS	SYNPCC7002_A1033	gene-SYNPCC7002_RS05150	protein_coding	rplS	SYNPCC7002_RS05150	50S ribosomal protein L19
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpmE	SYNPCC7002_A1037	gene-SYNPCC7002_RS05170	protein_coding	rpmE	SYNPCC7002_RS05170	50S ribosomal protein L31
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsI	SYNPCC7002_A1038	gene-SYNPCC7002_RS05175	protein_coding	rpsI	SYNPCC7002_RS05175	30S ribosomal protein S9
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplM	SYNPCC7002_A1039	gene-SYNPCC7002_RS05180	protein_coding	rplM	SYNPCC7002_RS05180	50S ribosomal protein L13
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplQ	SYNPCC7002_A1041	gene-SYNPCC7002_RS05190	protein_coding	rplQ	SYNPCC7002_RS05190	50S ribosomal protein L17
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsK	SYNPCC7002_A1043	gene-SYNPCC7002_RS05200	protein_coding	rpsK	SYNPCC7002_RS05200	30S ribosomal protein S11
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsM	SYNPCC7002_A1044	gene-SYNPCC7002_RS05205	protein_coding	rpsM	SYNPCC7002_RS05205	30S ribosomal protein S13
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	secY	SYNPCC7002_A1047	gene-SYNPCC7002_RS05220	protein_coding	secY	SYNPCC7002_RS05220	preprotein translocase subunit SecY
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplO	SYNPCC7002_A1048	gene-SYNPCC7002_RS05225	protein_coding	rplO	SYNPCC7002_RS05225	50S ribosomal protein L15
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsE	SYNPCC7002_A1049	gene-SYNPCC7002_RS05230	protein_coding	rpsE	SYNPCC7002_RS05230	30S ribosomal protein S5
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplR	SYNPCC7002_A1050	gene-SYNPCC7002_RS05235	protein_coding	rplR	SYNPCC7002_RS05235	50S ribosomal protein L18
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpl6	SYNPCC7002_A1051	gene-SYNPCC7002_RS05240	protein_coding	rplF	SYNPCC7002_RS05240	50S ribosomal protein L6
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpsH	SYNPCC7002_A1052	gene-SYNPCC7002_RS05245	protein_coding	rpsH	SYNPCC7002_RS05245	30S ribosomal protein S8
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rpl5	SYNPCC7002_A1053	gene-SYNPCC7002_RS05250	protein_coding	rplE	SYNPCC7002_RS05250	50S ribosomal protein L5
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplX	SYNPCC7002_A1054	gene-SYNPCC7002_RS05255	protein_coding	rplX	SYNPCC7002_RS05255	50S ribosomal protein L24
GO Cellular Component	GO:0043232	Intracellular non-membrane-bounded organelle	cluster_1	rplN	SYNPCC7002_A1055	gene-SYNPCC7002_RS05260	protein_coding	rplN	SYNPCC7002_RS05260	50S ribosomal protein L14
