Geneid	signal	type	name	locus_tag	old_locus_tag	product	is.de
gene-SYNPCC7002_RS03340	No SP	protein_coding	SYNPCC7002_RS03340	SYNPCC7002_RS03340	NA	MSMEG_0570 family nitrogen starvation response protein	FALSE
gene-SYNPCC7002_RS03345	Sec/SPII	protein_coding	SYNPCC7002_RS03345	SYNPCC7002_RS03345	SYNPCC7002_A0668	TolB family protein	FALSE
gene-SYNPCC7002_RS03350	No SP	protein_coding	SYNPCC7002_RS03350	SYNPCC7002_RS03350	SYNPCC7002_A0669	hypothetical protein	TRUE
gene-SYNPCC7002_RS03355	No SP	protein_coding	SYNPCC7002_RS03355	SYNPCC7002_RS03355	SYNPCC7002_A0670	tocopherol cyclase family protein	TRUE
gene-SYNPCC7002_RS03360	No SP	protein_coding	pdxA	SYNPCC7002_RS03360	SYNPCC7002_A0671	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	TRUE
gene-SYNPCC7002_RS03365	No SP	protein_coding	msrB	SYNPCC7002_RS03365	SYNPCC7002_A0672	peptide-methionine (R)-S-oxide reductase MsrB	TRUE
gene-SYNPCC7002_RS03370	No SP	protein_coding	SYNPCC7002_RS03370	SYNPCC7002_RS03370	SYNPCC7002_A0673	hypothetical protein	TRUE
gene-SYNPCC7002_RS03375	No SP	protein_coding	argF	SYNPCC7002_RS03375	SYNPCC7002_A0674	ornithine carbamoyltransferase	TRUE
gene-SYNPCC7002_RS03380	No SP	protein_coding	SYNPCC7002_RS03380	SYNPCC7002_RS03380	SYNPCC7002_A0675	long-chain fatty acid--CoA ligase	TRUE
gene-SYNPCC7002_RS03385	No SP	protein_coding	SYNPCC7002_RS03385	SYNPCC7002_RS03385	SYNPCC7002_A0676	YlqD family protein	TRUE
gene-SYNPCC7002_RS03390	No SP	protein_coding	SYNPCC7002_RS03390	SYNPCC7002_RS03390	SYNPCC7002_A0677	prephenate/arogenate dehydrogenase	TRUE
gene-SYNPCC7002_RS03395	No SP	protein_coding	SYNPCC7002_RS03395	SYNPCC7002_RS03395	SYNPCC7002_A0678	protein-L-isoaspartate(D-aspartate) O-methyltransferase	TRUE
gene-SYNPCC7002_RS03400	No SP	protein_coding	SYNPCC7002_RS03400	SYNPCC7002_RS03400	SYNPCC7002_A0679	DUF1823 family protein	TRUE
gene-SYNPCC7002_RS03405	No SP	protein_coding	SYNPCC7002_RS03405	SYNPCC7002_RS03405	SYNPCC7002_A0680	MOSC domain-containing protein	TRUE
gene-SYNPCC7002_RS03410	No SP	protein_coding	trpE	SYNPCC7002_RS03410	SYNPCC7002_A0681	anthranilate synthase component I	TRUE
gene-SYNPCC7002_RS03415	No SP	protein_coding	SYNPCC7002_RS03415	SYNPCC7002_RS03415	SYNPCC7002_A0682	photosystem I reaction center subunit II	TRUE
gene-SYNPCC7002_RS03420	No SP	protein_coding	SYNPCC7002_RS03420	SYNPCC7002_RS03420	SYNPCC7002_A0683	alpha/beta hydrolase-fold protein	TRUE
gene-SYNPCC7002_RS03425	No SP	protein_coding	rimK	SYNPCC7002_RS03425	SYNPCC7002_A0684	30S ribosomal protein S6--L-glutamate ligase	TRUE
gene-SYNPCC7002_RS03430	No SP	protein_coding	SYNPCC7002_RS03430	SYNPCC7002_RS03430	SYNPCC7002_A0685	RimK/LysX family protein	TRUE
gene-SYNPCC7002_RS03435	No SP	protein_coding	SYNPCC7002_RS03435	SYNPCC7002_RS03435	SYNPCC7002_A0686	ABC transporter permease	TRUE
gene-SYNPCC7002_RS03440	No SP	protein_coding	SYNPCC7002_RS03440	SYNPCC7002_RS03440	SYNPCC7002_A0687	DUF4330 domain-containing protein	TRUE
gene-SYNPCC7002_RS03445	No SP	protein_coding	SYNPCC7002_RS03445	SYNPCC7002_RS03445	SYNPCC7002_A0688	hypothetical protein	TRUE
gene-SYNPCC7002_RS03450	No SP	protein_coding	SYNPCC7002_RS03450	SYNPCC7002_RS03450	SYNPCC7002_A0689	ATP-binding protein	TRUE
gene-SYNPCC7002_RS03455	No SP	protein_coding	SYNPCC7002_RS03455	SYNPCC7002_RS03455	SYNPCC7002_A0690	IctB family putative bicarbonate transporter	TRUE
gene-SYNPCC7002_RS03460	No SP	protein_coding	rsgA	SYNPCC7002_RS03460	SYNPCC7002_A0691	small ribosomal subunit biogenesis GTPase RsgA	TRUE
gene-SYNPCC7002_RS03465	No SP	protein_coding	SYNPCC7002_RS03465	SYNPCC7002_RS03465	SYNPCC7002_A0692	sulfurtransferase TusA family protein	TRUE
gene-SYNPCC7002_RS03470	No SP	protein_coding	dnaJ	SYNPCC7002_RS03470	SYNPCC7002_A0693	molecular chaperone DnaJ	TRUE
gene-SYNPCC7002_RS03475	No SP	protein_coding	dnaK	SYNPCC7002_RS03475	SYNPCC7002_A0694	molecular chaperone DnaK	FALSE
gene-SYNPCC7002_RS03480	No SP	protein_coding	grpE	SYNPCC7002_RS03480	SYNPCC7002_A0695	nucleotide exchange factor GrpE	TRUE
gene-SYNPCC7002_RS03485	No SP	protein_coding	SYNPCC7002_RS03485	SYNPCC7002_RS03485	SYNPCC7002_A0696	GspE/PulE family protein	TRUE
gene-SYNPCC7002_RS03490	No SP	protein_coding	SYNPCC7002_RS03490	SYNPCC7002_RS03490	SYNPCC7002_A0697	type IV pilus twitching motility protein PilT	TRUE
gene-SYNPCC7002_RS03495	No SP	protein_coding	SYNPCC7002_RS03495	SYNPCC7002_RS03495	SYNPCC7002_A0699	type II secretion system F family protein	TRUE
gene-SYNPCC7002_RS03500	No SP	protein_coding	SYNPCC7002_RS03500	SYNPCC7002_RS03500	SYNPCC7002_A0700	hypothetical protein	TRUE
gene-SYNPCC7002_RS03505	No SP	protein_coding	SYNPCC7002_RS03505	SYNPCC7002_RS03505	SYNPCC7002_A0701	hypothetical protein	TRUE
gene-SYNPCC7002_RS03510	No SP	protein_coding	SYNPCC7002_RS03510	SYNPCC7002_RS03510	SYNPCC7002_A0702	class I SAM-dependent methyltransferase	TRUE
gene-SYNPCC7002_RS03515	No SP	protein_coding	SYNPCC7002_RS03515	SYNPCC7002_RS03515	SYNPCC7002_A0703	homogentisate phytyltransferase	FALSE
gene-SYNPCC7002_RS03520	No SP	protein_coding	SYNPCC7002_RS03520	SYNPCC7002_RS03520	SYNPCC7002_A0704	alpha/beta fold hydrolase	TRUE
gene-SYNPCC7002_RS03525	No SP	protein_coding	SYNPCC7002_RS03525	SYNPCC7002_RS03525	SYNPCC7002_A0705	daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein	TRUE
gene-SYNPCC7002_RS03530	No SP	protein_coding	SYNPCC7002_RS03530	SYNPCC7002_RS03530	SYNPCC7002_A0706	inositol monophosphatase family protein	TRUE
gene-SYNPCC7002_RS03535	No SP	protein_coding	acsF	SYNPCC7002_RS03535	SYNPCC7002_A0707	magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase	TRUE
gene-SYNPCC7002_RS03540	No SP	protein_coding	typA	SYNPCC7002_RS03540	SYNPCC7002_A0708	translational GTPase TypA	TRUE
gene-SYNPCC7002_RS03545	No SP	protein_coding	SYNPCC7002_RS03545	SYNPCC7002_RS03545	SYNPCC7002_A0709	PH domain-containing protein	TRUE
gene-SYNPCC7002_RS03550	No SP	protein_coding	SYNPCC7002_RS03550	SYNPCC7002_RS03550	SYNPCC7002_A0710	FAD-binding oxidoreductase	FALSE
gene-SYNPCC7002_RS16940	No SP	protein_coding	SYNPCC7002_RS16940	SYNPCC7002_RS16940	SYNPCC7002_A0711	hypothetical protein	TRUE
gene-SYNPCC7002_RS03555	No SP	protein_coding	SYNPCC7002_RS03555	SYNPCC7002_RS03555	SYNPCC7002_A0712	ABC transporter ATP-binding protein/permease	TRUE
gene-SYNPCC7002_RS03560	No SP	protein_coding	SYNPCC7002_RS03560	SYNPCC7002_RS03560	SYNPCC7002_A0713	ATP-binding cassette domain-containing protein	TRUE
gene-SYNPCC7002_RS03565	No SP	protein_coding	SYNPCC7002_RS03565	SYNPCC7002_RS03565	SYNPCC7002_A0714	alpha/beta hydrolase	TRUE
gene-SYNPCC7002_RS03570	No SP	protein_coding	rlmN	SYNPCC7002_RS03570	SYNPCC7002_A0715	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN	TRUE
gene-SYNPCC7002_RS03575	No SP	protein_coding	SYNPCC7002_RS03575	SYNPCC7002_RS03575	SYNPCC7002_A0716	TatA/E family twin arginine-targeting protein translocase	FALSE
gene-SYNPCC7002_RS03580	No SP	protein_coding	SYNPCC7002_RS03580	SYNPCC7002_RS03580	SYNPCC7002_A0717	hypothetical protein	TRUE
gene-SYNPCC7002_RS03585	No SP	protein_coding	SYNPCC7002_RS03585	SYNPCC7002_RS03585	SYNPCC7002_A0718	glycosyltransferase family 4 protein	FALSE
gene-SYNPCC7002_RS03590	No SP	protein_coding	SYNPCC7002_RS03590	SYNPCC7002_RS03590	SYNPCC7002_A0719	MFS transporter	TRUE
gene-SYNPCC7002_RS03595	No SP	protein_coding	ureE	SYNPCC7002_RS03595	SYNPCC7002_A0720	urease accessory protein UreE	TRUE
gene-SYNPCC7002_RS03600	No SP	protein_coding	SYNPCC7002_RS03600	SYNPCC7002_RS03600	SYNPCC7002_A0721	HD domain-containing protein	TRUE
gene-SYNPCC7002_RS03605	No SP	protein_coding	SYNPCC7002_RS03605	SYNPCC7002_RS03605	SYNPCC7002_A0723	pentapeptide repeat-containing protein	TRUE
gene-SYNPCC7002_RS03610	No SP	protein_coding	SYNPCC7002_RS03610	SYNPCC7002_RS03610	SYNPCC7002_A0724	GMC family oxidoreductase	FALSE
gene-SYNPCC7002_RS03615	No SP	protein_coding	SYNPCC7002_RS03615	SYNPCC7002_RS03615	SYNPCC7002_A0725	heme-copper oxidase subunit III	FALSE
gene-SYNPCC7002_RS03620	No SP	protein_coding	ctaD	SYNPCC7002_RS03620	SYNPCC7002_A0726	cytochrome c oxidase subunit I	TRUE
gene-SYNPCC7002_RS03625	No SP	protein_coding	SYNPCC7002_RS03625	SYNPCC7002_RS03625	SYNPCC7002_A0727	cytochrome c oxidase subunit II	TRUE
gene-SYNPCC7002_RS03630	No SP	protein_coding	SYNPCC7002_RS03630	SYNPCC7002_RS03630	SYNPCC7002_A0728	DUF2231 domain-containing protein	FALSE
gene-SYNPCC7002_RS03635	No SP	protein_coding	SYNPCC7002_RS03635	SYNPCC7002_RS03635	SYNPCC7002_A0729	DUF2231 domain-containing protein	TRUE
gene-SYNPCC7002_RS03640	No SP	protein_coding	cimA	SYNPCC7002_RS03640	SYNPCC7002_A0730	citramalate synthase	TRUE
gene-SYNPCC7002_RS16070	Sec/SPII	protein_coding	SYNPCC7002_RS16070	SYNPCC7002_RS16070	SYNPCC7002_A0731	hypothetical protein	TRUE
gene-SYNPCC7002_RS03650	No SP	protein_coding	psb29	SYNPCC7002_RS03650	SYNPCC7002_A0732	photosystem II biogenesis protein Psp29	TRUE
gene-SYNPCC7002_RS03655	No SP	protein_coding	SYNPCC7002_RS03655	SYNPCC7002_RS03655	SYNPCC7002_A0733	F0F1 ATP synthase subunit gamma	TRUE
gene-SYNPCC7002_RS03660	No SP	protein_coding	atpA	SYNPCC7002_RS03660	SYNPCC7002_A0734	F0F1 ATP synthase subunit alpha	TRUE
gene-SYNPCC7002_RS03665	No SP	protein_coding	atpH	SYNPCC7002_RS03665	SYNPCC7002_A0735	ATP synthase F1 subunit delta	TRUE
gene-SYNPCC7002_RS03670	No SP	protein_coding	SYNPCC7002_RS03670	SYNPCC7002_RS03670	SYNPCC7002_A0736	F0F1 ATP synthase subunit B	TRUE
gene-SYNPCC7002_RS03675	No SP	protein_coding	SYNPCC7002_RS03675	SYNPCC7002_RS03675	SYNPCC7002_A0737	F0F1 ATP synthase subunit B'	TRUE
gene-SYNPCC7002_RS03680	No SP	protein_coding	atpE	SYNPCC7002_RS03680	SYNPCC7002_A0738	ATP synthase F0 subunit C	TRUE
gene-SYNPCC7002_RS03685	No SP	protein_coding	atpB	SYNPCC7002_RS03685	SYNPCC7002_A0739	F0F1 ATP synthase subunit A	TRUE
gene-SYNPCC7002_RS03690	No SP	protein_coding	SYNPCC7002_RS03690	SYNPCC7002_RS03690	SYNPCC7002_A0740	ATP synthase subunit I	TRUE
gene-SYNPCC7002_RS03695	No SP	protein_coding	SYNPCC7002_RS03695	SYNPCC7002_RS03695	SYNPCC7002_A0741	aldo/keto reductase	TRUE
gene-SYNPCC7002_RS03700	No SP	protein_coding	SYNPCC7002_RS03700	SYNPCC7002_RS03700	SYNPCC7002_A0742	hypothetical protein	TRUE
gene-SYNPCC7002_RS03705	No SP	protein_coding	SYNPCC7002_RS03705	SYNPCC7002_RS03705	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS03710	No SP	protein_coding	ispG	SYNPCC7002_RS03710	SYNPCC7002_A0743	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	TRUE
gene-SYNPCC7002_RS03715	No SP	protein_coding	SYNPCC7002_RS03715	SYNPCC7002_RS03715	SYNPCC7002_A0744	phosphotransacetylase family protein	TRUE
gene-SYNPCC7002_RS03720	No SP	protein_coding	SYNPCC7002_RS03720	SYNPCC7002_RS03720	SYNPCC7002_A0745	hypothetical protein	TRUE
gene-SYNPCC7002_RS03725	No SP	protein_coding	dusA	SYNPCC7002_RS03725	SYNPCC7002_A0746	tRNA dihydrouridine(20/20a) synthase DusA	TRUE
gene-SYNPCC7002_RS03730	No SP	protein_coding	SYNPCC7002_RS03730	SYNPCC7002_RS03730	SYNPCC7002_A0747	four-carbon acid sugar kinase family protein	TRUE
gene-SYNPCC7002_RS03735	No SP	protein_coding	rsmG	SYNPCC7002_RS03735	SYNPCC7002_A0748	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	TRUE
gene-SYNPCC7002_RS03740	No SP	protein_coding	atpD	SYNPCC7002_RS03740	SYNPCC7002_A0749	F0F1 ATP synthase subunit beta	TRUE
gene-SYNPCC7002_RS03745	No SP	protein_coding	atpC	SYNPCC7002_RS03745	SYNPCC7002_A0750	ATP synthase F1 subunit epsilon	TRUE
gene-SYNPCC7002_RS03750	No SP	protein_coding	SYNPCC7002_RS03750	SYNPCC7002_RS03750	SYNPCC7002_A0751	30S ribosomal protein PSRP-3	TRUE
gene-SYNPCC7002_RS03755	No SP	protein_coding	rimP	SYNPCC7002_RS03755	SYNPCC7002_A0752	ribosome maturation factor RimP	TRUE
gene-SYNPCC7002_RS03760	No SP	protein_coding	nusA	SYNPCC7002_RS03760	SYNPCC7002_A0753	transcription termination factor NusA	TRUE
gene-SYNPCC7002_RS03765	No SP	protein_coding	SYNPCC7002_RS03765	SYNPCC7002_RS03765	SYNPCC7002_A0754	YlxR family protein	TRUE
gene-SYNPCC7002_RS03770	No SP	protein_coding	infB	SYNPCC7002_RS03770	SYNPCC7002_A0755	translation initiation factor IF-2	TRUE
gene-SYNPCC7002_RS16385	No SP	protein_coding	petN	SYNPCC7002_RS16385	NA	cytochrome b6-f complex subunit PetN	TRUE
gene-SYNPCC7002_RS17200	No SP	protein_coding	SYNPCC7002_RS17200	SYNPCC7002_RS17200	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS03775	No SP	protein_coding	deoC	SYNPCC7002_RS03775	SYNPCC7002_A0756	deoxyribose-phosphate aldolase	TRUE
gene-SYNPCC7002_RS03780	No SP	protein_coding	recO	SYNPCC7002_RS03780	SYNPCC7002_A0757	DNA repair protein RecO	TRUE
gene-SYNPCC7002_RS03785	No SP	protein_coding	SYNPCC7002_RS03785	SYNPCC7002_RS03785	SYNPCC7002_A0758	hypothetical protein	TRUE
gene-SYNPCC7002_RS03790	No SP	protein_coding	SYNPCC7002_RS03790	SYNPCC7002_RS03790	SYNPCC7002_A0759	ABC transporter permease subunit	TRUE
gene-SYNPCC7002_RS16630	No SP	protein_coding	SYNPCC7002_RS16630	SYNPCC7002_RS16630	NA	hypothetical protein	FALSE
gene-SYNPCC7002_RS03795	No SP	protein_coding	SYNPCC7002_RS03795	SYNPCC7002_RS03795	NA	photosystem II reaction center X protein	TRUE
gene-SYNPCC7002_RS03805	Sec/SPII	protein_coding	SYNPCC7002_RS03805	SYNPCC7002_RS03805	SYNPCC7002_A0761	TolB family protein	TRUE
gene-SYNPCC7002_RS17205	No SP	protein_coding	SYNPCC7002_RS17205	SYNPCC7002_RS17205	NA	hypothetical protein	TRUE
gene-SYNPCC7002_RS03810	No SP	protein_coding	SYNPCC7002_RS03810	SYNPCC7002_RS03810	SYNPCC7002_A0762	hypothetical protein	TRUE
gene-SYNPCC7002_RS03815	No SP	protein_coding	SYNPCC7002_RS03815	SYNPCC7002_RS03815	SYNPCC7002_A0763	alpha/beta fold hydrolase	TRUE
gene-SYNPCC7002_RS03820	No SP	protein_coding	SYNPCC7002_RS03820	SYNPCC7002_RS03820	SYNPCC7002_A0764	ATP-binding cassette domain-containing protein	TRUE
gene-SYNPCC7002_RS03825	No SP	protein_coding	SYNPCC7002_RS03825	SYNPCC7002_RS03825	SYNPCC7002_A0765	class I SAM-dependent methyltransferase	TRUE
gene-SYNPCC7002_RS03830	No SP	protein_coding	SYNPCC7002_RS03830	SYNPCC7002_RS03830	SYNPCC7002_A0766	glycosyltransferase family 2 protein	TRUE
gene-SYNPCC7002_RS03835	No SP	protein_coding	lepB	SYNPCC7002_RS03835	SYNPCC7002_A0767	signal peptidase I	TRUE
gene-SYNPCC7002_RS03840	No SP	protein_coding	SYNPCC7002_RS03840	SYNPCC7002_RS03840	SYNPCC7002_A0768	hypothetical protein	TRUE
gene-SYNPCC7002_RS03845	No SP	protein_coding	lptB	SYNPCC7002_RS03845	SYNPCC7002_A0769	LPS export ABC transporter ATP-binding protein	FALSE
gene-SYNPCC7002_RS03850	Sec/SPI	protein_coding	SYNPCC7002_RS03850	SYNPCC7002_RS03850	SYNPCC7002_A0770	hypothetical protein	TRUE
gene-SYNPCC7002_RS03855	No SP	protein_coding	SYNPCC7002_RS03855	SYNPCC7002_RS03855	SYNPCC7002_A0771	molybdopterin molybdotransferase MoeA	TRUE
gene-SYNPCC7002_RS03860	No SP	protein_coding	SYNPCC7002_RS03860	SYNPCC7002_RS03860	SYNPCC7002_A0772	DUF4126 domain-containing protein	FALSE
gene-SYNPCC7002_RS03865	No SP	protein_coding	SYNPCC7002_RS03865	SYNPCC7002_RS03865	SYNPCC7002_A0773	Glu/Leu/Phe/Val dehydrogenase	TRUE
gene-SYNPCC7002_RS03870	No SP	protein_coding	SYNPCC7002_RS03870	SYNPCC7002_RS03870	SYNPCC7002_A0774	DUF1350 family protein	TRUE
gene-SYNPCC7002_RS16635	No SP	protein_coding	SYNPCC7002_RS16635	SYNPCC7002_RS16635	SYNPCC7002_A0775	DUF6282 family protein	FALSE
gene-SYNPCC7002_RS16640	No SP	protein_coding	SYNPCC7002_RS16640	SYNPCC7002_RS16640	SYNPCC7002_A0776	DUF6282 family protein	FALSE
gene-SYNPCC7002_RS16390	No SP	protein_coding	SYNPCC7002_RS16390	SYNPCC7002_RS16390	NA	photosystem II reaction center protein I	TRUE
gene-SYNPCC7002_RS03880	Sec/SPI	protein_coding	SYNPCC7002_RS03880	SYNPCC7002_RS03880	SYNPCC7002_A0777	hypothetical protein	TRUE
gene-SYNPCC7002_RS03885	Sec/SPI	protein_coding	SYNPCC7002_RS03885	SYNPCC7002_RS03885	SYNPCC7002_A0778	DUF3747 domain-containing protein	TRUE
gene-SYNPCC7002_RS03890	No SP	protein_coding	SYNPCC7002_RS03890	SYNPCC7002_RS03890	SYNPCC7002_A0779	glyoxalase/bleomycin resistance/dioxygenase family protein	TRUE
gene-SYNPCC7002_RS03895	Sec/SPI	protein_coding	SYNPCC7002_RS03895	SYNPCC7002_RS03895	SYNPCC7002_A0780	hypothetical protein	TRUE
gene-SYNPCC7002_RS03900	No SP	protein_coding	SYNPCC7002_RS03900	SYNPCC7002_RS03900	SYNPCC7002_A0781	DUF3082 domain-containing protein	TRUE
gene-SYNPCC7002_RS03905	Sec/SPI	protein_coding	SYNPCC7002_RS03905	SYNPCC7002_RS03905	SYNPCC7002_A0782	iron uptake porin	TRUE
gene-SYNPCC7002_RS03910	Sec/SPI	protein_coding	SYNPCC7002_RS03910	SYNPCC7002_RS03910	SYNPCC7002_A0783	pentapeptide repeat-containing protein	TRUE
gene-SYNPCC7002_RS03920	No SP	protein_coding	lipA	SYNPCC7002_RS03920	SYNPCC7002_A0785	lipoyl synthase	TRUE
gene-SYNPCC7002_RS03925	No SP	protein_coding	SYNPCC7002_RS03925	SYNPCC7002_RS03925	SYNPCC7002_A0786	Uma2 family endonuclease	TRUE
gene-SYNPCC7002_RS03930	No SP	protein_coding	SYNPCC7002_RS03930	SYNPCC7002_RS03930	SYNPCC7002_A0787	aminotransferase class V-fold PLP-dependent enzyme	TRUE
gene-SYNPCC7002_RS03935	No SP	protein_coding	SYNPCC7002_RS03935	SYNPCC7002_RS03935	SYNPCC7002_A0788	Rne/Rng family ribonuclease	TRUE
gene-SYNPCC7002_RS03940	No SP	protein_coding	mazG	SYNPCC7002_RS03940	SYNPCC7002_A0789	nucleoside triphosphate pyrophosphohydrolase	TRUE
gene-SYNPCC7002_RS03945	No SP	protein_coding	SYNPCC7002_RS03945	SYNPCC7002_RS03945	SYNPCC7002_A0790	hypothetical protein	TRUE
gene-SYNPCC7002_RS03950	No SP	protein_coding	SYNPCC7002_RS03950	SYNPCC7002_RS03950	SYNPCC7002_A0791	GntR family transcriptional regulator	TRUE
gene-SYNPCC7002_RS03955	No SP	protein_coding	SYNPCC7002_RS03955	SYNPCC7002_RS03955	SYNPCC7002_A0792	NAD(P)/FAD-dependent oxidoreductase	TRUE
gene-SYNPCC7002_RS03960	No SP	protein_coding	SYNPCC7002_RS03960	SYNPCC7002_RS03960	SYNPCC7002_A0793	peroxiredoxin	TRUE
gene-SYNPCC7002_RS03965	No SP	protein_coding	SYNPCC7002_RS03965	SYNPCC7002_RS03965	SYNPCC7002_A0794	SLC13 family permease	TRUE
gene-SYNPCC7002_RS03970	Sec/SPII	protein_coding	SYNPCC7002_RS03970	SYNPCC7002_RS03970	SYNPCC7002_A0795	sulfate ABC transporter substrate-binding protein	TRUE
gene-SYNPCC7002_RS03975	No SP	protein_coding	SYNPCC7002_RS03975	SYNPCC7002_RS03975	SYNPCC7002_A0796	NIL domain-containing protein	TRUE
gene-SYNPCC7002_RS03980	No SP	protein_coding	cysT	SYNPCC7002_RS03980	SYNPCC7002_A0797	sulfate ABC transporter permease subunit CysT	TRUE
gene-SYNPCC7002_RS03985	No SP	protein_coding	cysW	SYNPCC7002_RS03985	SYNPCC7002_A0798	sulfate ABC transporter permease subunit CysW	TRUE
gene-SYNPCC7002_RS03990	No SP	protein_coding	SYNPCC7002_RS03990	SYNPCC7002_RS03990	SYNPCC7002_A0799	TOBE-like domain-containing protein	TRUE
gene-SYNPCC7002_RS03995	No SP	protein_coding	SYNPCC7002_RS03995	SYNPCC7002_RS03995	SYNPCC7002_A0800	hypothetical protein	TRUE
gene-SYNPCC7002_RS04000	No SP	protein_coding	SYNPCC7002_RS04000	SYNPCC7002_RS04000	SYNPCC7002_A0801	DUF2997 domain-containing protein	TRUE
gene-SYNPCC7002_RS04005	No SP	protein_coding	SYNPCC7002_RS04005	SYNPCC7002_RS04005	SYNPCC7002_A0802	DUF1257 domain-containing protein	TRUE
gene-SYNPCC7002_RS04010	No SP	protein_coding	SYNPCC7002_RS04010	SYNPCC7002_RS04010	SYNPCC7002_A0803	ferredoxin	TRUE
gene-SYNPCC7002_RS16075	Sec/SPII	protein_coding	SYNPCC7002_RS16075	SYNPCC7002_RS16075	SYNPCC7002_A0804	hypothetical protein	FALSE
gene-SYNPCC7002_RS04020	No SP	protein_coding	SYNPCC7002_RS04020	SYNPCC7002_RS04020	SYNPCC7002_A0805	class I SAM-dependent methyltransferase	TRUE
gene-SYNPCC7002_RS16395	No SP	protein_coding	SYNPCC7002_RS16395	SYNPCC7002_RS16395	NA	hypothetical protein	FALSE
gene-SYNPCC7002_RS04025	No SP	protein_coding	SYNPCC7002_RS04025	SYNPCC7002_RS04025	SYNPCC7002_A0806	DUF3352 domain-containing protein	TRUE
gene-SYNPCC7002_RS04030	No SP	protein_coding	SYNPCC7002_RS04030	SYNPCC7002_RS04030	SYNPCC7002_A0807	serine/threonine-protein kinase	TRUE
gene-SYNPCC7002_RS04035	No SP	protein_coding	psbH	SYNPCC7002_RS04035	SYNPCC7002_A0808	photosystem II reaction center protein PsbH	TRUE
gene-SYNPCC7002_RS04040	No SP	protein_coding	psbN	SYNPCC7002_RS04040	SYNPCC7002_A0809	photosystem II reaction center protein PsbN	TRUE
gene-SYNPCC7002_RS04045	No SP	protein_coding	SYNPCC7002_RS04045	SYNPCC7002_RS04045	SYNPCC7002_A0810	TIGR01548 family HAD-type hydrolase	TRUE
gene-SYNPCC7002_RS04050	No SP	protein_coding	SYNPCC7002_RS04050	SYNPCC7002_RS04050	SYNPCC7002_A0811	phycobilisome rod-core linker polypeptide	TRUE
gene-SYNPCC7002_RS04055	No SP	protein_coding	SYNPCC7002_RS04055	SYNPCC7002_RS04055	SYNPCC7002_A0812	hypothetical protein	TRUE
gene-SYNPCC7002_RS04060	No SP	protein_coding	SYNPCC7002_RS04060	SYNPCC7002_RS04060	SYNPCC7002_A0813	PspA/IM30 family protein	TRUE
gene-SYNPCC7002_RS04065	No SP	protein_coding	ndk	SYNPCC7002_RS04065	SYNPCC7002_A0814	nucleoside-diphosphate kinase	TRUE
gene-SYNPCC7002_RS04070	No SP	protein_coding	SYNPCC7002_RS04070	SYNPCC7002_RS04070	SYNPCC7002_A0815	CesT family type III secretion system chaperone	TRUE
gene-SYNPCC7002_RS04075	Sec/SPI	protein_coding	dacB	SYNPCC7002_RS04075	SYNPCC7002_A0816	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase	TRUE
gene-SYNPCC7002_RS04080	No SP	protein_coding	SYNPCC7002_RS04080	SYNPCC7002_RS04080	SYNPCC7002_A0817	methyltransferase domain-containing protein	TRUE
gene-SYNPCC7002_RS04085	No SP	protein_coding	dxr	SYNPCC7002_RS04085	SYNPCC7002_A0818	1-deoxy-D-xylulose-5-phosphate reductoisomerase	TRUE
gene-SYNPCC7002_RS04090	No SP	protein_coding	SYNPCC7002_RS04090	SYNPCC7002_RS04090	SYNPCC7002_A0819	putative toxin-antitoxin system toxin component, PIN family	TRUE
gene-SYNPCC7002_RS04095	No SP	protein_coding	SYNPCC7002_RS04095	SYNPCC7002_RS04095	SYNPCC7002_A0820	hypothetical protein	TRUE
gene-SYNPCC7002_RS04100	No SP	protein_coding	SYNPCC7002_RS04100	SYNPCC7002_RS04100	SYNPCC7002_A0821	ABC transporter ATP-binding protein/permease	TRUE
gene-SYNPCC7002_RS04105	No SP	protein_coding	SYNPCC7002_RS04105	SYNPCC7002_RS04105	SYNPCC7002_A0822	FYDLN acid domain-containing protein	FALSE
gene-SYNPCC7002_RS04110	No SP	protein_coding	hemE	SYNPCC7002_RS04110	SYNPCC7002_A0823	uroporphyrinogen decarboxylase	TRUE
gene-SYNPCC7002_RS04115	No SP	protein_coding	SYNPCC7002_RS04115	SYNPCC7002_RS04115	SYNPCC7002_A0824	isoaspartyl peptidase/L-asparaginase	TRUE
gene-SYNPCC7002_RS04120	No SP	protein_coding	SYNPCC7002_RS04120	SYNPCC7002_RS04120	SYNPCC7002_A0825	ABC transporter permease	TRUE
gene-SYNPCC7002_RS04125	No SP	protein_coding	gyrA	SYNPCC7002_RS04125	SYNPCC7002_A0826	DNA gyrase subunit A	TRUE
gene-SYNPCC7002_RS04130	No SP	protein_coding	SYNPCC7002_RS04130	SYNPCC7002_RS04130	SYNPCC7002_A0827	ComEC family competence protein	TRUE
