locus	string.name	cluster	Geneid	type	name	locus_tag	product
SYNPCC7002_A2714	coaE	1	gene-SYNPCC7002_RS13425	protein_coding	coaE	SYNPCC7002_RS13425	dephospho-CoA kinase
SYNPCC7002_A2597	ACB00574.1	63	gene-SYNPCC7002_RS12880	protein_coding	SYNPCC7002_RS12880	SYNPCC7002_RS12880	carboxypeptidase-like regulatory domain-containing protein
SYNPCC7002_A1867	ACA99855.1	160	gene-SYNPCC7002_RS09350	protein_coding	SYNPCC7002_RS09350	SYNPCC7002_RS09350	hypothetical protein
SYNPCC7002_A2598	ACB00575.1	2	gene-SYNPCC7002_RS12885	protein_coding	SYNPCC7002_RS12885	SYNPCC7002_RS12885	response regulator
SYNPCC7002_A0537	ACA98544.1	159	gene-SYNPCC7002_RS16620	protein_coding	SYNPCC7002_RS16620	SYNPCC7002_RS16620	hypothetical protein
SYNPCC7002_A0532	ACA98539.1	287	gene-SYNPCC7002_RS02650	protein_coding	SYNPCC7002_RS02650	SYNPCC7002_RS02650	Uma2 family endonuclease
SYNPCC7002_A2111	sigH	413	gene-SYNPCC7002_RS10525	protein_coding	SYNPCC7002_RS10525	SYNPCC7002_RS10525	sigma-70 family RNA polymerase sigma factor
SYNPCC7002_A2711	ACB00687.1	158	gene-SYNPCC7002_RS13415	protein_coding	SYNPCC7002_RS13415	SYNPCC7002_RS13415	hypothetical protein
SYNPCC7002_A2595	ACB00572.1	63	gene-SYNPCC7002_RS12870	protein_coding	SYNPCC7002_RS12870	SYNPCC7002_RS12870	hypothetical protein
SYNPCC7002_A0531	pcrA	287	gene-SYNPCC7002_RS02645	protein_coding	pcrA	SYNPCC7002_RS02645	DNA helicase PcrA
SYNPCC7002_A2596	ACB00573.1	63	gene-SYNPCC7002_RS12875	protein_coding	SYNPCC7002_RS12875	SYNPCC7002_RS12875	hypothetical protein
SYNPCC7002_A1865	glgB	286	gene-SYNPCC7002_RS09340	protein_coding	glgB	SYNPCC7002_RS09340	1,4-alpha-glucan branching protein GlgB
SYNPCC7002_A1265	ACA99263.1	32	gene-SYNPCC7002_RS06330	protein_coding	SYNPCC7002_RS06330	SYNPCC7002_RS06330	DUF3177 family protein
SYNPCC7002_A1862	ACA99850.1	50	gene-SYNPCC7002_RS09325	protein_coding	SYNPCC7002_RS09325	SYNPCC7002_RS09325	M61 family metallopeptidase
SYNPCC7002_A1262	ACA99260.1	339	gene-SYNPCC7002_RS06315	protein_coding	SYNPCC7002_RS06315	SYNPCC7002_RS06315	serine hydrolase
SYNPCC7002_A0534	ACA98541.1	159	gene-SYNPCC7002_RS02660	protein_coding	SYNPCC7002_RS02660	SYNPCC7002_RS02660	MFS transporter
SYNPCC7002_A2593	ACB00570.1	1	gene-SYNPCC7002_RS12855	protein_coding	SYNPCC7002_RS12855	SYNPCC7002_RS12855	DnaJ domain-containing protein
SYNPCC7002_A2710	ACB00686.1	158	gene-SYNPCC7002_RS13410	protein_coding	SYNPCC7002_RS13410	SYNPCC7002_RS13410	VOC family protein
SYNPCC7002_A2110	ACB00094.1	413	gene-SYNPCC7002_RS10520	protein_coding	SYNPCC7002_RS10520	SYNPCC7002_RS10520	hypothetical protein
SYNPCC7002_A2594	ACB00571.1	63	gene-SYNPCC7002_RS12865	protein_coding	SYNPCC7002_RS12865	SYNPCC7002_RS12865	hypothetical protein
SYNPCC7002_A1263	dnaN	182	gene-SYNPCC7002_RS06320	protein_coding	dnaN	SYNPCC7002_RS06320	DNA polymerase III subunit beta
SYNPCC7002_A1860	ACA99848.1	25	gene-SYNPCC7002_RS09315	protein_coding	pap	SYNPCC7002_RS09315	polyphosphate:AMP phosphotransferase
SYNPCC7002_A1260	ACA99258.1	412	gene-SYNPCC7002_RS06305	protein_coding	SYNPCC7002_RS06305	SYNPCC7002_RS06305	hypothetical protein
SYNPCC7002_A1861	ACA99849.1	50	gene-SYNPCC7002_RS09320	protein_coding	SYNPCC7002_RS09320	SYNPCC7002_RS09320	Crp/Fnr family transcriptional regulator
SYNPCC7002_A2591	pdxH	224	gene-SYNPCC7002_RS12845	protein_coding	pdxH	SYNPCC7002_RS12845	pyridoxamine 5'-phosphate oxidase
SYNPCC7002_A0530	ACA98537.1	148	gene-SYNPCC7002_RS02640	protein_coding	SYNPCC7002_RS02640	SYNPCC7002_RS02640	TerB family tellurite resistance protein
SYNPCC7002_A2592	ACB00569.1	16	gene-SYNPCC7002_RS12850	protein_coding	SYNPCC7002_RS12850	SYNPCC7002_RS12850	MoaD/ThiS family protein
SYNPCC7002_A0529	crtQ	40	gene-SYNPCC7002_RS02635	protein_coding	zds	SYNPCC7002_RS02635	9,9'-di-cis-zeta-carotene desaturase
SYNPCC7002_A1261	ACA99259.1	2	gene-SYNPCC7002_RS06310	protein_coding	SYNPCC7002_RS06310	SYNPCC7002_RS06310	ATP-binding protein
SYNPCC7002_A2590	ACB00567.1	1	gene-SYNPCC7002_RS12840	protein_coding	SYNPCC7002_RS12840	SYNPCC7002_RS12840	bifunctional aldolase/short-chain dehydrogenase
SYNPCC7002_A0528	cobH	72	gene-SYNPCC7002_RS02625	protein_coding	SYNPCC7002_RS02625	SYNPCC7002_RS02625	precorrin-8X methylmutase
SYNPCC7002_A2108	ACB00092.1	192	gene-SYNPCC7002_RS10510	protein_coding	SYNPCC7002_RS10510	SYNPCC7002_RS10510	calcium-translocating P-type ATPase, PMCA-type
SYNPCC7002_A1859	ACA99847.1	2	gene-SYNPCC7002_RS09310	protein_coding	SYNPCC7002_RS09310	SYNPCC7002_RS09310	bifunctional diguanylate cyclase/phosphodiesterase
SYNPCC7002_A1259	secA	412	gene-SYNPCC7002_RS06300	protein_coding	secA	SYNPCC7002_RS06300	preprotein translocase subunit SecA
SYNPCC7002_A2106	ACB00090.1	179	gene-SYNPCC7002_RS10500	protein_coding	SYNPCC7002_RS10500	SYNPCC7002_RS10500	ATP-binding cassette domain-containing protein
SYNPCC7002_A2707	ACB00683.1	137	gene-SYNPCC7002_RS13395	protein_coding	SYNPCC7002_RS13395	SYNPCC7002_RS13395	NYN domain-containing protein
SYNPCC7002_A2107	ACB00091.1	192	gene-SYNPCC7002_RS10505	protein_coding	SYNPCC7002_RS10505	SYNPCC7002_RS10505	RNA-guided endonuclease TnpB family protein
SYNPCC7002_A0525	fabH	1	gene-SYNPCC7002_RS02610	protein_coding	SYNPCC7002_RS02610	SYNPCC7002_RS02610	beta-ketoacyl-ACP synthase 3
SYNPCC7002_A1857	ACA99845.1	232	gene-SYNPCC7002_RS09300	protein_coding	SYNPCC7002_RS09300	SYNPCC7002_RS09300	DMT family transporter
SYNPCC7002_A2105	rlpA-2	104	gene-SYNPCC7002_RS16175	protein_coding	SYNPCC7002_RS16175	SYNPCC7002_RS16175	septal ring lytic transglycosylase RlpA family protein
SYNPCC7002_A2704	ilvN	69	gene-SYNPCC7002_RS13380	protein_coding	ilvN	SYNPCC7002_RS13380	acetolactate synthase small subunit
SYNPCC7002_A2589	hemH	349	gene-SYNPCC7002_RS12835	protein_coding	hemH	SYNPCC7002_RS12835	ferrochelatase
SYNPCC7002_A0524	ACA98531.1	285	gene-SYNPCC7002_RS02605	protein_coding	SYNPCC7002_RS02605	SYNPCC7002_RS02605	hypothetical protein
SYNPCC7002_A1258	psbW	3	gene-SYNPCC7002_RS06295	protein_coding	psb28	SYNPCC7002_RS06295	photosystem II reaction center protein Psb28
SYNPCC7002_A2705	ACB00681.1	157	gene-SYNPCC7002_RS13385	protein_coding	SYNPCC7002_RS13385	SYNPCC7002_RS13385	YggT family protein
SYNPCC7002_A1255	lacG	33	gene-SYNPCC7002_RS06280	protein_coding	SYNPCC7002_RS06280	SYNPCC7002_RS06280	carbohydrate ABC transporter permease
SYNPCC7002_A1855	ACA99843.1	156	gene-SYNPCC7002_RS09290	protein_coding	SYNPCC7002_RS09290	SYNPCC7002_RS09290	Uma2 family endonuclease
SYNPCC7002_A2102	argC	31	gene-SYNPCC7002_RS10485	protein_coding	argC	SYNPCC7002_RS10485	N-acetyl-gamma-glutamyl-phosphate reductase
SYNPCC7002_A2702	infC	1	gene-SYNPCC7002_RS13370	protein_coding	infC	SYNPCC7002_RS13370	translation initiation factor IF-3
SYNPCC7002_A2103	ACB00087.1	307	gene-SYNPCC7002_RS10490	protein_coding	SYNPCC7002_RS10490	SYNPCC7002_RS10490	ATP-dependent helicase
SYNPCC7002_A0527	dacB	45	gene-SYNPCC7002_RS02620	protein_coding	SYNPCC7002_RS02620	SYNPCC7002_RS02620	D-alanyl-D-alanine carboxypeptidase
SYNPCC7002_A2587	ACB00564.1	2	gene-SYNPCC7002_RS16210	protein_coding	SYNPCC7002_RS16210	SYNPCC7002_RS16210	EAL domain-containing protein
SYNPCC7002_A2703	ACB00679.1	1	gene-SYNPCC7002_RS13375	protein_coding	SYNPCC7002_RS13375	SYNPCC7002_RS13375	alpha/beta fold hydrolase
SYNPCC7002_A1253	ACA99251.1	317	gene-SYNPCC7002_RS06270	protein_coding	SYNPCC7002_RS06270	SYNPCC7002_RS06270	hypothetical protein
SYNPCC7002_A0526	plsX	1	gene-SYNPCC7002_RS02615	protein_coding	plsX	SYNPCC7002_RS02615	phosphate acyltransferase PlsX
SYNPCC7002_A2100	ACB00084.1	2	gene-SYNPCC7002_RS10475	protein_coding	SYNPCC7002_RS10475	SYNPCC7002_RS10475	PAS domain-containing sensor histidine kinase
SYNPCC7002_A0521	ACA98528.1	1	gene-SYNPCC7002_RS02590	protein_coding	SYNPCC7002_RS02590	SYNPCC7002_RS02590	phosphatase PAP2 family protein
SYNPCC7002_A2584	murG	8	gene-SYNPCC7002_RS12815	protein_coding	murG	SYNPCC7002_RS12815	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
SYNPCC7002_A1853	ACA99841.1	156	gene-SYNPCC7002_RS09280	protein_coding	SYNPCC7002_RS09280	SYNPCC7002_RS09280	lipid-A-disaccharide synthase-related protein
SYNPCC7002_A2585	ACB00562.1	68	gene-SYNPCC7002_RS12820	protein_coding	SYNPCC7002_RS12820	SYNPCC7002_RS12820	protein phosphatase 2C domain-containing protein
SYNPCC7002_A2700	ACB00676.1	93	gene-SYNPCC7002_RS13360	protein_coding	SYNPCC7002_RS13360	SYNPCC7002_RS13360	TIGR04283 family arsenosugar biosynthesis glycosyltransferase
SYNPCC7002_A2701	ACB00677.1	68	gene-SYNPCC7002_RS13365	protein_coding	SYNPCC7002_RS13365	SYNPCC7002_RS13365	serine/threonine phosphatase
SYNPCC7002_A2582	ACB00559.1	411	gene-SYNPCC7002_RS12805	protein_coding	SYNPCC7002_RS12805	SYNPCC7002_RS12805	phosphate-starvation-inducible PsiE family protein
SYNPCC7002_A1854	ACA99842.1	156	gene-SYNPCC7002_RS09285	protein_coding	SYNPCC7002_RS09285	SYNPCC7002_RS09285	alpha/beta fold hydrolase
SYNPCC7002_A2583	ACB00560.1	17	gene-SYNPCC7002_RS12810	protein_coding	SYNPCC7002_RS12810	SYNPCC7002_RS12810	hypothetical protein
SYNPCC7002_A1851	ftrC	3	gene-SYNPCC7002_RS09270	protein_coding	SYNPCC7002_RS09270	SYNPCC7002_RS09270	ferredoxin--nitrite reductase
SYNPCC7002_A0523	smtA	285	gene-SYNPCC7002_RS02600	protein_coding	SYNPCC7002_RS02600	SYNPCC7002_RS02600	class I SAM-dependent methyltransferase
SYNPCC7002_A2581	mutS-2	411	gene-SYNPCC7002_RS12800	protein_coding	SYNPCC7002_RS12800	SYNPCC7002_RS12800	endonuclease MutS2
SYNPCC7002_A0522	pqqL	1	gene-SYNPCC7002_RS02595	protein_coding	SYNPCC7002_RS02595	SYNPCC7002_RS02595	insulinase family protein
SYNPCC7002_A1250	menE	1	gene-SYNPCC7002_RS06255	protein_coding	SYNPCC7002_RS06255	SYNPCC7002_RS06255	2-succinylbenzoate--CoA ligase
SYNPCC7002_A1248	crtU	227	gene-SYNPCC7002_RS06245	protein_coding	SYNPCC7002_RS06245	SYNPCC7002_RS06245	FAD-dependent oxidoreductase
SYNPCC7002_A0399	ACA98409.1	120	gene-SYNPCC7002_RS01975	protein_coding	SYNPCC7002_RS01975	SYNPCC7002_RS01975	ADP-ribosylglycohydrolase family protein
SYNPCC7002_A1848	ACA99836.1	1	gene-SYNPCC7002_RS09255	protein_coding	SYNPCC7002_RS09255	SYNPCC7002_RS09255	methyltransferase domain-containing protein
SYNPCC7002_A1249	ACA99247.1	3	gene-SYNPCC7002_RS06250	protein_coding	SYNPCC7002_RS06250	SYNPCC7002_RS06250	DUF3593 domain-containing protein
SYNPCC7002_A0519	ACA98526.1	281	gene-SYNPCC7002_RS02580	protein_coding	SYNPCC7002_RS02580	SYNPCC7002_RS02580	KH domain-containing protein
SYNPCC7002_A2577	ACB00554.1	1	gene-SYNPCC7002_RS12780	protein_coding	SYNPCC7002_RS12780	SYNPCC7002_RS12780	insulinase family protein
SYNPCC7002_A0514	minD	284	gene-SYNPCC7002_RS02550	protein_coding	minD	SYNPCC7002_RS02550	septum site-determining protein MinD
SYNPCC7002_A1846	gmk	283	gene-SYNPCC7002_RS09245	protein_coding	gmk	SYNPCC7002_RS09245	guanylate kinase
SYNPCC7002_A0513	minC	284	gene-SYNPCC7002_RS02545	protein_coding	SYNPCC7002_RS02545	SYNPCC7002_RS02545	septum site-determining protein MinC
SYNPCC7002_A0792	trxB	410	gene-SYNPCC7002_RS03955	protein_coding	SYNPCC7002_RS03955	SYNPCC7002_RS03955	NAD(P)/FAD-dependent oxidoreductase
SYNPCC7002_A0997	ACA99000.1	2	gene-SYNPCC7002_RS04975	protein_coding	SYNPCC7002_RS04975	SYNPCC7002_RS04975	Hpt domain-containing protein
SYNPCC7002_A0791	ACA98795.1	35	gene-SYNPCC7002_RS03950	protein_coding	SYNPCC7002_RS03950	SYNPCC7002_RS03950	GntR family transcriptional regulator
SYNPCC7002_A1641	ACA99631.1	2	gene-SYNPCC7002_RS08215	protein_coding	SYNPCC7002_RS08215	SYNPCC7002_RS08215	GAF domain-containing sensor histidine kinase
SYNPCC7002_A1844	ACA99832.1	280	gene-SYNPCC7002_RS09235	protein_coding	SYNPCC7002_RS09235	SYNPCC7002_RS09235	S41 family peptidase
SYNPCC7002_A0794	sac1	1	gene-SYNPCC7002_RS03965	protein_coding	SYNPCC7002_RS03965	SYNPCC7002_RS03965	SLC13 family permease
SYNPCC7002_A1845	ACA99833.1	283	gene-SYNPCC7002_RS09240	protein_coding	SYNPCC7002_RS09240	SYNPCC7002_RS09240	DUF370 domain-containing protein
SYNPCC7002_A0793	ACA98797.1	410	gene-SYNPCC7002_RS03960	protein_coding	SYNPCC7002_RS03960	SYNPCC7002_RS03960	peroxiredoxin
SYNPCC7002_A0790	ACA98794.1	409	gene-SYNPCC7002_RS03945	protein_coding	SYNPCC7002_RS03945	SYNPCC7002_RS03945	hypothetical protein
SYNPCC7002_A0510	ACA98517.1	282	gene-SYNPCC7002_RS02530	protein_coding	SYNPCC7002_RS02530	SYNPCC7002_RS02530	hypothetical protein
SYNPCC7002_A0308	ACA98318.1	1	gene-SYNPCC7002_RS01520	protein_coding	SYNPCC7002_RS01520	SYNPCC7002_RS01520	SDR family oxidoreductase
SYNPCC7002_A1639	ACA99629.1	2	gene-SYNPCC7002_RS08205	protein_coding	SYNPCC7002_RS08205	SYNPCC7002_RS08205	response regulator
SYNPCC7002_A0993	ACA98996.1	281	gene-SYNPCC7002_RS04955	protein_coding	SYNPCC7002_RS04955	SYNPCC7002_RS04955	YceD family protein
SYNPCC7002_A1843	ACA99831.1	280	gene-SYNPCC7002_RS09230	protein_coding	SYNPCC7002_RS09230	SYNPCC7002_RS09230	AarF/ABC1/UbiB kinase family protein
SYNPCC7002_A0789	ACA98793.1	409	gene-SYNPCC7002_RS03940	protein_coding	mazG	SYNPCC7002_RS03940	nucleoside triphosphate pyrophosphohydrolase
SYNPCC7002_A1840	ACA99828.1	279	gene-SYNPCC7002_RS09215	protein_coding	SYNPCC7002_RS09215	SYNPCC7002_RS09215	NERD domain-containing protein
SYNPCC7002_A0512	aspC	31	gene-SYNPCC7002_RS02540	protein_coding	SYNPCC7002_RS02540	SYNPCC7002_RS02540	pyridoxal phosphate-dependent aminotransferase
SYNPCC7002_A0304	ACA98314.1	95	gene-SYNPCC7002_RS01500	protein_coding	SYNPCC7002_RS01500	SYNPCC7002_RS01500	hypothetical protein
SYNPCC7002_A0996	ACA98999.1	2	gene-SYNPCC7002_RS16090	protein_coding	SYNPCC7002_RS16090	SYNPCC7002_RS16090	response regulator
SYNPCC7002_A1841	ACA99829.1	279	gene-SYNPCC7002_RS09220	protein_coding	SYNPCC7002_RS09220	SYNPCC7002_RS09220	nitroreductase family protein
SYNPCC7002_A1638	ACA99628.1	162	gene-SYNPCC7002_RS08200	protein_coding	SYNPCC7002_RS08200	SYNPCC7002_RS08200	SpoIID/LytB domain-containing protein
SYNPCC7002_A0307	folB	56	gene-SYNPCC7002_RS01515	protein_coding	folB	SYNPCC7002_RS01515	dihydroneopterin aldolase
SYNPCC7002_A1636	hisF	24	gene-SYNPCC7002_RS08190	protein_coding	hisF	SYNPCC7002_RS08190	imidazole glycerol phosphate synthase subunit HisF
SYNPCC7002_A0306	folK	56	gene-SYNPCC7002_RS01510	protein_coding	folK	SYNPCC7002_RS01510	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
SYNPCC7002_A0594	ACA98601.1	45	gene-SYNPCC7002_RS02955	protein_coding	SYNPCC7002_RS02955	SYNPCC7002_RS02955	LD-carboxypeptidase
SYNPCC7002_A1442	ACA99433.1	20	gene-SYNPCC7002_RS07220	protein_coding	SYNPCC7002_RS07220	SYNPCC7002_RS07220	dihydroorotate dehydrogenase-like protein
SYNPCC7002_A0785	lipA	345	gene-SYNPCC7002_RS03920	protein_coding	lipA	SYNPCC7002_RS03920	lipoyl synthase
SYNPCC7002_A2773	ACB00747.1	1	gene-SYNPCC7002_RS13710	protein_coding	SYNPCC7002_RS13710	SYNPCC7002_RS13710	AAA family ATPase
SYNPCC7002_A0300	ACA98310.1	32	gene-SYNPCC7002_RS01480	protein_coding	SYNPCC7002_RS01480	SYNPCC7002_RS01480	hypothetical protein
SYNPCC7002_A1443	nifJ	14	gene-SYNPCC7002_RS07225	protein_coding	nifJ	SYNPCC7002_RS07225	pyruvate:ferredoxin (flavodoxin) oxidoreductase
SYNPCC7002_A1634	ACA99624.1	15	gene-SYNPCC7002_RS08185	protein_coding	SYNPCC7002_RS08185	SYNPCC7002_RS08185	S-layer homology domain-containing protein
SYNPCC7002_A1631	apcF	5	gene-SYNPCC7002_RS08170	protein_coding	apcB	SYNPCC7002_RS08170	allophycocyanin subunit beta
SYNPCC7002_A2771	ACB00745.1	14	gene-SYNPCC7002_RS13695	protein_coding	SYNPCC7002_RS13695	SYNPCC7002_RS13695	NAD-dependent succinate-semialdehyde dehydrogenase
SYNPCC7002_A0303	ACA98313.1	58	gene-SYNPCC7002_RS01495	protein_coding	SYNPCC7002_RS01495	SYNPCC7002_RS01495	ChaB family protein
SYNPCC7002_A0112	psbV	3	gene-SYNPCC7002_RS00555	protein_coding	psbV	SYNPCC7002_RS00555	photosystem II cytochrome c-550
SYNPCC7002_A0596	chlD	6	gene-SYNPCC7002_RS02965	protein_coding	bchD	SYNPCC7002_RS02965	magnesium chelatase ATPase subunit D
SYNPCC7002_A0302	ACA98312.1	58	gene-SYNPCC7002_RS01490	protein_coding	SYNPCC7002_RS01490	SYNPCC7002_RS01490	DNA starvation/stationary phase protection protein
SYNPCC7002_A0786	ACA98790.1	21	gene-SYNPCC7002_RS03925	protein_coding	SYNPCC7002_RS03925	SYNPCC7002_RS03925	Uma2 family endonuclease
SYNPCC7002_A0595	tpiA	1	gene-SYNPCC7002_RS02960	protein_coding	tpiA	SYNPCC7002_RS02960	triose-phosphate isomerase
SYNPCC7002_A0781	ACA98786.1	408	gene-SYNPCC7002_RS03900	protein_coding	SYNPCC7002_RS03900	SYNPCC7002_RS03900	DUF3082 domain-containing protein
SYNPCC7002_A2770	ilvB	14	gene-SYNPCC7002_RS13690	protein_coding	SYNPCC7002_RS13690	SYNPCC7002_RS13690	acetolactate synthase large subunit
SYNPCC7002_A0780	ACA98785.1	408	gene-SYNPCC7002_RS03895	protein_coding	SYNPCC7002_RS03895	SYNPCC7002_RS03895	hypothetical protein
SYNPCC7002_A1630	glnA	193	gene-SYNPCC7002_RS08165	protein_coding	glnA	SYNPCC7002_RS08165	type I glutamate--ammonia ligase
SYNPCC7002_A1439	ACA99430.1	278	gene-SYNPCC7002_RS07205	protein_coding	SYNPCC7002_RS07205	SYNPCC7002_RS07205	pyrrolidone-carboxylate peptidase
SYNPCC7002_A0783	ACA98788.1	85	gene-SYNPCC7002_RS03910	protein_coding	SYNPCC7002_RS03910	SYNPCC7002_RS03910	pentapeptide repeat-containing protein
SYNPCC7002_A0106	gap	245	gene-SYNPCC7002_RS00530	protein_coding	SYNPCC7002_RS00530	SYNPCC7002_RS00530	type I glyceraldehyde-3-phosphate dehydrogenase
SYNPCC7002_A1437	surE-2	134	gene-SYNPCC7002_RS07195	protein_coding	surE	SYNPCC7002_RS07195	5'/3'-nucleotidase SurE
SYNPCC7002_A0109	bcp	277	gene-SYNPCC7002_RS00545	protein_coding	SYNPCC7002_RS00545	SYNPCC7002_RS00545	redoxin domain-containing protein
SYNPCC7002_A1629	rbpA	1	gene-SYNPCC7002_RS08160	protein_coding	SYNPCC7002_RS08160	SYNPCC7002_RS08160	RNA-binding protein
SYNPCC7002_A2769	cobA	155	gene-SYNPCC7002_RS13685	protein_coding	cobA	SYNPCC7002_RS13685	uroporphyrinogen-III C-methyltransferase
SYNPCC7002_A1438	ACA99429.1	278	gene-SYNPCC7002_RS07200	protein_coding	SYNPCC7002_RS07200	SYNPCC7002_RS07200	DUF4112 domain-containing protein
SYNPCC7002_A1626	ACA99616.1	1	gene-SYNPCC7002_RS08145	protein_coding	SYNPCC7002_RS08145	SYNPCC7002_RS08145	peptidylprolyl isomerase
SYNPCC7002_A0108	mtaP	277	gene-SYNPCC7002_RS00540	protein_coding	SYNPCC7002_RS00540	SYNPCC7002_RS00540	S-methyl-5'-thioadenosine phosphorylase
SYNPCC7002_A0103	ACA98118.1	218	gene-SYNPCC7002_RS00515	protein_coding	SYNPCC7002_RS00515	SYNPCC7002_RS00515	YbaB/EbfC family nucleoid-associated protein
SYNPCC7002_A1627	ACA99617.1	7	gene-SYNPCC7002_RS08150	protein_coding	urtE	SYNPCC7002_RS08150	urea ABC transporter ATP-binding subunit UrtE
SYNPCC7002_A0587	czcA	9	gene-SYNPCC7002_RS02920	protein_coding	SYNPCC7002_RS02920	SYNPCC7002_RS02920	efflux RND transporter permease subunit
SYNPCC7002_A1624	ACA99614.1	150	gene-SYNPCC7002_RS08135	protein_coding	SYNPCC7002_RS08135	SYNPCC7002_RS08135	hypothetical protein
SYNPCC7002_A1625	ACA99615.1	150	gene-SYNPCC7002_RS08140	protein_coding	SYNPCC7002_RS08140	SYNPCC7002_RS08140	hypothetical protein
SYNPCC7002_A0586	ACA98593.1	9	gene-SYNPCC7002_RS02915	protein_coding	SYNPCC7002_RS02915	SYNPCC7002_RS02915	VOC family protein
SYNPCC7002_A0774	ACA98779.1	3	gene-SYNPCC7002_RS03870	protein_coding	SYNPCC7002_RS03870	SYNPCC7002_RS03870	DUF1350 family protein
SYNPCC7002_A2767	ACB00741.1	155	gene-SYNPCC7002_RS17015	protein_coding	SYNPCC7002_RS17015	SYNPCC7002_RS17015	hypothetical protein
SYNPCC7002_A1622	ffh	1	gene-SYNPCC7002_RS08125	protein_coding	ffh	SYNPCC7002_RS08125	signal recognition particle protein
SYNPCC7002_A1436	ACA99427.1	7	gene-SYNPCC7002_RS07190	protein_coding	SYNPCC7002_RS07190	SYNPCC7002_RS07190	ABC transporter ATP-binding protein
SYNPCC7002_A1433	ACA99424.1	92	gene-SYNPCC7002_RS07175	protein_coding	SYNPCC7002_RS07175	SYNPCC7002_RS07175	SIMPL domain-containing protein
SYNPCC7002_A1623	ACA99613.1	65	gene-SYNPCC7002_RS08130	protein_coding	crtD	SYNPCC7002_RS08130	C-3',4' desaturase CrtD
SYNPCC7002_A2764	ACB00738.1	154	gene-SYNPCC7002_RS13660	protein_coding	SYNPCC7002_RS13660	SYNPCC7002_RS13660	peptidoglycan DD-metalloendopeptidase family protein
SYNPCC7002_A1621	glbN	61	gene-SYNPCC7002_RS08120	protein_coding	SYNPCC7002_RS08120	SYNPCC7002_RS08120	group 1 truncated hemoglobin
SYNPCC7002_A0105	murC	8	gene-SYNPCC7002_RS00525	protein_coding	murC	SYNPCC7002_RS00525	UDP-N-acetylmuramate--L-alanine ligase
SYNPCC7002_A0770	ACA98775.1	23	gene-SYNPCC7002_RS03850	protein_coding	SYNPCC7002_RS03850	SYNPCC7002_RS03850	hypothetical protein
SYNPCC7002_A0589	ACA98596.1	9	gene-SYNPCC7002_RS02930	protein_coding	arsB	SYNPCC7002_RS02930	ACR3 family arsenite efflux transporter
SYNPCC7002_A0771	moeA	16	gene-SYNPCC7002_RS03855	protein_coding	SYNPCC7002_RS03855	SYNPCC7002_RS03855	molybdopterin molybdotransferase MoeA
SYNPCC7002_A2765	ACB00739.1	155	gene-SYNPCC7002_RS13670	protein_coding	SYNPCC7002_RS13670	SYNPCC7002_RS13670	tRNA (cytidine(34)-2'-O)-methyltransferase
SYNPCC7002_A1619	ACA99609.1	80	gene-SYNPCC7002_RS08110	protein_coding	SYNPCC7002_RS08110	SYNPCC7002_RS08110	HEAT repeat domain-containing protein
SYNPCC7002_A1617	ACA99607.1	407	gene-SYNPCC7002_RS08100	protein_coding	SYNPCC7002_RS08100	SYNPCC7002_RS08100	hypothetical protein
SYNPCC7002_A0104	murB	8	gene-SYNPCC7002_RS00520	protein_coding	murB	SYNPCC7002_RS00520	UDP-N-acetylmuramate dehydrogenase
SYNPCC7002_A1618	ACA99608.1	26	gene-SYNPCC7002_RS08105	protein_coding	SYNPCC7002_RS08105	SYNPCC7002_RS08105	anthranilate phosphoribosyltransferase family protein
SYNPCC7002_A0588	ACA98595.1	9	gene-SYNPCC7002_RS02925	protein_coding	arsC	SYNPCC7002_RS02925	arsenate reductase, glutathione/glutaredoxin type
SYNPCC7002_A0583	proA-2	200	gene-SYNPCC7002_RS02900	protein_coding	SYNPCC7002_RS02900	SYNPCC7002_RS02900	glutamate-5-semialdehyde dehydrogenase
SYNPCC7002_A1431	ACA99422.1	92	gene-SYNPCC7002_RS07165	protein_coding	SYNPCC7002_RS07165	SYNPCC7002_RS07165	DUF2330 domain-containing protein
SYNPCC7002_A0766	ACA98771.1	1	gene-SYNPCC7002_RS03830	protein_coding	SYNPCC7002_RS03830	SYNPCC7002_RS03830	glycosyltransferase family 2 protein
SYNPCC7002_A2762	ACB00736.1	154	gene-SYNPCC7002_RS13650	protein_coding	SYNPCC7002_RS13650	SYNPCC7002_RS13650	RNA-binding S4 domain-containing protein
SYNPCC7002_A1616	ilvA	407	gene-SYNPCC7002_RS08095	protein_coding	ilvA	SYNPCC7002_RS08095	threonine ammonia-lyase, biosynthetic
SYNPCC7002_A1613	ACA99603.1	23	gene-SYNPCC7002_RS16135	protein_coding	SYNPCC7002_RS16135	SYNPCC7002_RS16135	hypothetical protein
SYNPCC7002_A2763	ACB00737.1	154	gene-SYNPCC7002_RS13655	protein_coding	SYNPCC7002_RS13655	SYNPCC7002_RS13655	dienelactone hydrolase family protein
SYNPCC7002_A1614	trx	297	gene-SYNPCC7002_RS08085	protein_coding	trxA	SYNPCC7002_RS08085	thioredoxin
SYNPCC7002_A1432	ACA99423.1	92	gene-SYNPCC7002_RS07170	protein_coding	SYNPCC7002_RS07170	SYNPCC7002_RS07170	RnfABCDGE type electron transport complex subunit D
