Geneid	Chr	Start	End	Strand	Length	15percent_7002-5_CO2-RNA-seq	15percent_7002-6_CO2-RNA-seq	15percent_7002-7_CO2-RNA-seq	15percent_7002-8_CO2-RNA-seq	1percent_7002-1_CO2-RNA-seq	1percent_7002-2_CO2-RNA-seq	1percent_7002-3_CO2-RNA-seq	1percent_7002-4_CO2-RNA-seq
gene-SYNPCC7002_RS04545	NC_010475.1	942959	943672	+	714	1196	1260	1365	3343	4292	3337	2180	3631
gene-SYNPCC7002_RS16080	NC_010475.1	943911	944966	+	1056	11234	9104	11519	18395	23078	18683	14236	21358
gene-SYNPCC7002_RS04555	NC_010475.1	945099	945542	+	444	1450	1219	1630	2760	3732	2524	2094	3031
gene-SYNPCC7002_RS04560	NC_010475.1	945610	945975	+	366	33155	28900	32203	66541	80600	58523	40582	67497
gene-SYNPCC7002_RS04565	NC_010475.1	946085	947146	-	1062	9738	7881	9064	19383	20928	12231	8838	14696
gene-SYNPCC7002_RS04570	NC_010475.1	947161	948048	-	888	11770	8887	10438	22545	30072	13911	10267	17300
gene-SYNPCC7002_RS04575	NC_010475.1	948397	949203	-	807	1449	1266	1364	3207	4693	3076	2166	3651
gene-SYNPCC7002_RS04580	NC_010475.1	949252	950079	-	828	1082	845	1006	1809	3248	1854	1446	2359
gene-SYNPCC7002_RS04585	NC_010475.1	950149	951024	+	876	870	777	847	1939	2316	1267	899	1484
gene-SYNPCC7002_RS04590	NC_010475.1	951021	951881	-	861	2125	1819	1920	4406	5104	3509	2550	4245
gene-SYNPCC7002_RS04595	NC_010475.1	951934	952272	-	339	968	815	979	1877	4489	3025	2094	3051
gene-SYNPCC7002_RS04600	NC_010475.1	952287	953450	-	1164	1395	1154	1395	2918	2937	2209	1403	2331
gene-SYNPCC7002_RS04605	NC_010475.1	953618	955084	-	1467	14670	12284	17259	34762	17013	20083	14054	22537
gene-SYNPCC7002_RS04610	NC_010475.1	955335	955640	-	306	9084	7234	8531	17924	15013	10812	7467	12133
gene-SYNPCC7002_RS04615	NC_010475.1	955663	956280	-	618	20610	16318	20347	39590	32889	22309	15552	28809
gene-SYNPCC7002_RS04620	NC_010475.1	956342	956953	-	612	17367	14210	17246	31365	24446	17400	12263	21060
gene-SYNPCC7002_RS04625	NC_010475.1	957005	958123	-	1119	45991	38720	47101	90063	74164	51099	33905	62538
gene-SYNPCC7002_RS04630	NC_010475.1	958334	959137	-	804	4514	3975	4602	8114	8794	8077	5325	8089
gene-SYNPCC7002_RS04635	NC_010475.1	959175	959933	-	759	2027	2055	2261	4598	4465	5392	3259	5927
gene-SYNPCC7002_RS04640	NC_010475.1	960029	960856	+	828	6476	4750	5638	10215	14537	10066	8174	12338
gene-SYNPCC7002_RS04645	NC_010475.1	961114	961878	+	765	3523	2843	2986	6074	10061	6149	4367	7440
gene-SYNPCC7002_RS04650	NC_010475.1	961936	962577	+	642	1942	1621	1775	3838	5556	3399	2301	3526
gene-SYNPCC7002_RS04655	NC_010475.1	962596	963216	-	621	5348	4799	5629	11248	10658	7938	5550	10183
gene-SYNPCC7002_RS04660	NC_010475.1	964243	964821	+	579	36	33	36	105	127	57	74	78
gene-SYNPCC7002_RS04665	NC_010475.1	964875	965330	+	456	27	24	26	79	96	66	37	63
gene-SYNPCC7002_RS04670	NC_010475.1	965423	965959	+	537	69	81	66	176	198	127	78	164
gene-SYNPCC7002_RS04675	NC_010475.1	966311	966703	-	393	227	212	234	612	596	469	312	582
gene-SYNPCC7002_RS04680	NC_010475.1	967453	968172	+	720	4789	4342	4589	10571	10391	7177	5114	8331
gene-SYNPCC7002_RS04685	NC_010475.1	968304	969311	+	1008	1594	1480	1485	3307	3726	2605	1967	2812
gene-SYNPCC7002_RS04690	NC_010475.1	969345	971099	+	1755	2335	2076	2340	5013	6309	4274	2830	5086
gene-SYNPCC7002_RS04695	NC_010475.1	971083	972183	+	1101	1405	1232	1430	2981	3614	2731	1720	3084
gene-SYNPCC7002_RS04700	NC_010475.1	972180	973205	-	1026	1944	1538	1887	3984	3501	2198	1502	2650
gene-SYNPCC7002_RS04705	NC_010475.1	973225	973800	+	576	2788	2709	3095	5337	4604	5862	4269	6080
gene-SYNPCC7002_RS04710	NC_010475.1	973933	974400	+	468	2511	2554	2691	6378	4912	6265	3591	7922
gene-SYNPCC7002_RS04715	NC_010475.1	974518	976146	+	1629	3641	3383	3382	7894	7121	6198	3944	7710
gene-SYNPCC7002_RS04720	NC_010475.1	976266	976706	+	441	927	851	845	1861	1726	1573	1013	1758
gene-SYNPCC7002_RS04725	NC_010475.1	976703	977137	-	435	491	498	510	1101	1171	883	589	890
gene-SYNPCC7002_RS04730	NC_010475.1	977147	978334	-	1188	4409	3925	4553	9452	11661	9001	5505	10400
gene-SYNPCC7002_RS16085	NC_010475.1	978418	979272	-	855	2465	2224	2369	4347	7082	5347	3538	6078
gene-SYNPCC7002_RS04745	NC_010475.1	979474	979550	+	77	22	23	22	17	52	27	7	20
gene-SYNPCC7002_RS04750	NC_010475.1	979803	982331	+	2529	2448	2427	2566	5627	4143	3742	2494	4565
gene-SYNPCC7002_RS04755	NC_010475.1	982328	982600	-	273	1180	939	1158	2549	3769	2784	1663	3086
gene-SYNPCC7002_RS04760	NC_010475.1	982676	983224	-	549	13077	10802	12638	24172	19018	12376	10889	16214
gene-SYNPCC7002_RS04765	NC_010475.1	983211	983933	-	723	17258	12772	15701	31244	27710	19286	14541	23090
gene-SYNPCC7002_RS04770	NC_010475.1	984107	984895	+	789	1160	956	1149	2389	4247	3129	1956	3676
gene-SYNPCC7002_RS04775	NC_010475.1	985037	986017	-	981	79413	61920	73347	136140	92971	69652	54143	87686
gene-SYNPCC7002_RS04780	NC_010475.1	986451	986996	-	546	8534	7471	8545	16460	18769	15208	10320	18891
gene-SYNPCC7002_RS04785	NC_010475.1	987179	987274	-	96	6153	6662	7266	14646	18447	12404	9393	13278
gene-SYNPCC7002_RS04790	NC_010475.1	987467	988393	+	927	359	324	320	729	809	473	335	559
gene-SYNPCC7002_RS04795	NC_010475.1	988390	989802	-	1413	904	960	950	2415	2163	1585	928	1717
gene-SYNPCC7002_RS04800	NC_010475.1	990631	990849	+	219	1110	1025	1283	2338	1996	1208	1078	1708
gene-SYNPCC7002_RS04805	NC_010475.1	990836	991132	+	297	944	859	1018	1953	1732	1000	832	1412
gene-SYNPCC7002_RS04810	NC_010475.1	991221	992834	-	1614	3207	2812	3293	7061	8510	7329	4651	8370
gene-SYNPCC7002_RS04815	NC_010475.1	992954	994540	+	1587	8902	8631	11660	22296	8646	10389	7082	13211
gene-SYNPCC7002_RS04820	NC_010475.1	994564	995154	-	591	385	398	454	933	1412	968	815	1398
gene-SYNPCC7002_RS04825	NC_010475.1	995346	995774	+	429	347	324	505	968	807	642	467	904
gene-SYNPCC7002_RS04830	NC_010475.1	995868	996431	+	564	548	624	698	1620	1996	1457	910	1676
gene-SYNPCC7002_RS04835	NC_010475.1	996519	997091	+	573	226	241	254	600	829	698	415	948
gene-SYNPCC7002_RS04840	NC_010475.1	997103	998155	-	1053	1570	1153	1454	2746	4947	2290	1689	2720
gene-SYNPCC7002_RS04845	NC_010475.1	998293	998757	-	465	3847	2923	3365	5493	9102	4990	4224	5625
gene-SYNPCC7002_RS04850	NC_010475.1	998899	999888	+	990	2620	2177	2516	5477	5519	3765	2426	4622
gene-SYNPCC7002_RS04855	NC_010475.1	999885	1001255	-	1371	4230	3144	3817	7202	7547	5640	4559	6674
gene-SYNPCC7002_RS04860	NC_010475.1	1001397	1001870	+	474	1274	948	1192	2495	2481	1708	1293	2074
gene-SYNPCC7002_RS04865	NC_010475.1	1001903	1002865	+	963	1028	804	989	2093	1851	1461	1069	1656
gene-SYNPCC7002_RS04870	NC_010475.1	1002985	1003818	-	834	5655	4483	4970	10985	9284	6327	4405	7683
gene-SYNPCC7002_RS04875	NC_010475.1	1004056	1005033	+	978	5336	4263	5132	10131	10723	7443	5550	9487
gene-SYNPCC7002_RS04880	NC_010475.1	1005160	1005930	+	771	1633	1335	1517	3339	4387	2898	2159	3656
gene-SYNPCC7002_RS04885	NC_010475.1	1006136	1007557	-	1422	762	592	718	1513	996	611	514	753
gene-SYNPCC7002_RS04890	NC_010475.1	1007779	1008507	+	729	16458	14694	16175	36422	26832	19812	13414	24305
gene-SYNPCC7002_RS04895	NC_010475.1	1008671	1010671	+	2001	9556	7780	9512	19827	13326	10781	7218	12178
gene-SYNPCC7002_RS04900	NC_010475.1	1010742	1010873	-	132	3270	3589	3105	8531	6908	5079	4338	4921
gene-SYNPCC7002_RS04905	NC_010475.1	1011024	1011383	+	360	1711	1448	1546	3413	3514	2487	1656	2655
gene-SYNPCC7002_RS16950	NC_010475.1	1011557	1011697	-	141	56	63	75	128	325	198	118	165
gene-SYNPCC7002_RS04910	NC_010475.1	1012007	1013407	-	1401	8795	8749	10593	21231	11303	12569	7435	18904
gene-SYNPCC7002_RS04915	NC_010475.1	1013411	1013701	-	291	1593	1695	1992	3791	1474	2188	1352	2949
gene-SYNPCC7002_RS04920	NC_010475.1	1013769	1014914	-	1146	6410	6349	7448	14499	4969	8453	5191	11437
gene-SYNPCC7002_RS04925	NC_010475.1	1015205	1015984	+	780	10333	8422	10187	20627	32753	23042	15145	27110
gene-SYNPCC7002_RS16410	NC_010475.1	1016169	1016306	+	138	4834	4598	5649	11325	10580	7509	5661	7546
gene-SYNPCC7002_RS04935	NC_010475.1	1016370	1016720	+	351	6902	5755	6567	12978	10387	7973	6041	9868
gene-SYNPCC7002_RS04940	NC_010475.1	1016710	1017102	+	393	8461	7402	8115	17537	14243	10222	6852	13508
gene-SYNPCC7002_RS04945	NC_010475.1	1017282	1018448	+	1167	36330	29339	32941	64566	50698	37492	28435	47731
gene-SYNPCC7002_RS04950	NC_010475.1	1018455	1018946	+	492	12862	10871	12367	24073	18515	13442	10343	16297
gene-SYNPCC7002_RS04955	NC_010475.1	1019059	1019559	+	501	5044	4113	4745	11782	12260	8308	5202	10474
gene-SYNPCC7002_RS04960	NC_010475.1	1019663	1021159	+	1497	4794	3711	4292	8922	8626	6076	4052	7246
gene-SYNPCC7002_RS04965	NC_010475.1	1021242	1021745	+	504	2460	2359	2524	5769	5830	4325	3187	5134
gene-SYNPCC7002_RS16090	NC_010475.1	1022029	1025811	+	3783	3716	3605	4075	8387	7031	5812	4095	6705
gene-SYNPCC7002_RS04975	NC_010475.1	1025817	1026182	+	366	365	334	431	865	1043	762	482	901
gene-SYNPCC7002_RS04980	NC_010475.1	1026279	1027370	+	1092	2817	2581	2933	6336	8508	6746	4620	8258
gene-SYNPCC7002_RS04985	NC_010475.1	1027759	1029198	+	1440	5537	5160	5774	12658	9565	7909	5278	9909
gene-SYNPCC7002_RS04990	NC_010475.1	1029258	1032974	+	3717	3548	2590	3623	7074	7198	4000	2398	4376
gene-SYNPCC7002_RS04995	NC_010475.1	1033065	1033925	+	861	413	374	447	883	850	607	481	750
gene-SYNPCC7002_RS05000	NC_010475.1	1033954	1035090	-	1137	180	118	168	358	338	210	173	267
gene-SYNPCC7002_RS05005	NC_010475.1	1035205	1036827	+	1623	1225	904	973	2167	2903	2313	1469	2429
gene-SYNPCC7002_RS05010	NC_010475.1	1036824	1037612	-	789	474	387	413	914	870	764	492	839
gene-SYNPCC7002_RS05015	NC_010475.1	1037554	1038999	-	1446	248	207	316	524	261	258	242	358
gene-SYNPCC7002_RS05020	NC_010475.1	1039092	1039940	+	849	1847	1288	1602	3367	4205	3134	2100	3686
gene-SYNPCC7002_RS05025	NC_010475.1	1040008	1041075	-	1068	1491	1328	1429	2775	2194	2346	1829	2421
gene-SYNPCC7002_RS05030	NC_010475.1	1041231	1041740	+	510	132515	125690	133915	242381	164901	134829	102801	188437
gene-SYNPCC7002_RS16415	NC_010475.1	1041784	1041897	+	114	19082	18868	23140	42331	30535	22875	18860	31184
gene-SYNPCC7002_RS05035	NC_010475.1	1042257	1042904	-	648	4124	3290	3515	8019	9619	6413	4310	7666
gene-SYNPCC7002_RS05040	NC_010475.1	1042942	1044066	-	1125	6125	5268	6248	12492	12315	9157	6440	11004
gene-SYNPCC7002_RS05045	NC_010475.1	1044129	1044533	-	405	1438	1226	1457	3158	3271	2094	1457	2417
gene-SYNPCC7002_RS05050	NC_010475.1	1044719	1047859	+	3141	10644	8245	9190	18720	34980	28776	19297	32835
gene-SYNPCC7002_RS05055	NC_010475.1	1047882	1048520	+	639	2132	1654	2058	3869	5775	4970	3418	5134
gene-SYNPCC7002_RS05060	NC_010475.1	1048533	1049831	-	1299	5300	5240	5628	12042	12132	9478	6357	11866
gene-SYNPCC7002_RS05070	NC_010475.1	1050247	1052094	-	1848	809	631	668	1634	2168	1565	1186	2080
gene-SYNPCC7002_RS05075	NC_010475.1	1052582	1056574	-	3993	87326	74140	88058	165583	76544	100335	71666	123002
gene-SYNPCC7002_RS05080	NC_010475.1	1056933	1057517	+	585	3425	2993	2982	6972	5035	4086	2391	4486
gene-SYNPCC7002_RS05085	NC_010475.1	1057556	1059031	-	1476	3167	2622	3213	5986	6453	5080	3475	5346
gene-SYNPCC7002_RS05090	NC_010475.1	1059288	1060379	+	1092	1169	964	1222	2150	3310	2728	1739	3201
gene-SYNPCC7002_RS05095	NC_010475.1	1060473	1062479	-	2007	133079	103435	116581	223381	170960	121144	90947	147053
gene-SYNPCC7002_RS05100	NC_010475.1	1062649	1063905	-	1257	36578	28853	32764	62673	46374	36884	28371	44383
gene-SYNPCC7002_RS05105	NC_010475.1	1064055	1064300	-	246	13484	12137	11720	30463	23171	17439	12298	19399
gene-SYNPCC7002_RS05110	NC_010475.1	1064549	1066006	+	1458	11076	8814	10115	21119	17717	13749	9540	16222
gene-SYNPCC7002_RS05115	NC_010475.1	1066220	1066606	-	387	58553	53058	63884	122378	62256	47073	39675	64359
gene-SYNPCC7002_RS05120	NC_010475.1	1066694	1067221	-	528	95124	83201	94401	197224	96425	75809	56379	106367
gene-SYNPCC7002_RS05125	NC_010475.1	1067435	1068151	-	717	48253	40554	44910	89334	41237	34945	29397	41222
gene-SYNPCC7002_RS05130	NC_010475.1	1068243	1068668	-	426	21274	18542	21032	39198	19641	16242	13410	18360
gene-SYNPCC7002_RS05135	NC_010475.1	1068671	1069273	-	603	50272	42508	47473	98858	54476	44976	33351	54772
gene-SYNPCC7002_RS05140	NC_010475.1	1069292	1069525	-	234	22157	19197	21596	44375	25855	20935	15821	27713
gene-SYNPCC7002_RS05145	NC_010475.1	1069582	1069654	-	73	150	234	234	250	176	122	134	132
gene-SYNPCC7002_RS05150	NC_010475.1	1069750	1070112	-	363	21086	18590	19546	43595	25527	20275	14702	25009
gene-SYNPCC7002_RS05155	NC_010475.1	1070298	1072124	-	1827	69332	50257	57124	112319	76122	49297	39732	61696
gene-SYNPCC7002_RS05160	NC_010475.1	1072553	1072876	+	324	800	714	947	1973	1911	1645	1089	1965
gene-SYNPCC7002_RS05165	NC_010475.1	1072963	1074054	-	1092	6156	4930	6244	11828	8210	6286	4531	7200
gene-SYNPCC7002_RS05170	NC_010475.1	1074155	1074385	-	231	12289	10708	12228	27160	15567	12401	8825	12864
gene-SYNPCC7002_RS05175	NC_010475.1	1074472	1074885	-	414	27955	22914	26752	51028	31440	25222	18930	31190
gene-SYNPCC7002_RS05180	NC_010475.1	1074885	1075340	-	456	34467	28776	34020	66528	39308	31783	22821	37680
gene-SYNPCC7002_RS05185	NC_010475.1	1075377	1076201	-	825	63481	52635	59487	114266	62034	49566	36295	62425
gene-SYNPCC7002_RS05190	NC_010475.1	1076226	1076576	-	351	27873	22643	27117	52600	30895	24164	16829	31107
gene-SYNPCC7002_RS05195	NC_010475.1	1076637	1077578	-	942	59297	50419	59480	105973	59034	44805	35449	58092
gene-SYNPCC7002_RS05200	NC_010475.1	1077692	1078081	-	390	30300	24542	29984	55092	32813	24050	17980	31501
gene-SYNPCC7002_RS05205	NC_010475.1	1078142	1078519	-	378	31451	26098	30451	62079	35957	25589	18140	33908
gene-SYNPCC7002_RS16420	NC_010475.1	1078594	1078707	-	114	7655	5983	8484	16192	10411	6978	5157	9142
gene-SYNPCC7002_RS05210	NC_010475.1	1078846	1079070	-	225	6713	5229	6468	11078	6827	4434	3610	6715
gene-SYNPCC7002_RS05215	NC_010475.1	1079126	1079689	-	564	28411	23933	27993	57337	37091	22842	15594	33108
gene-SYNPCC7002_RS05220	NC_010475.1	1079775	1081094	-	1320	76093	67156	75557	147387	92835	58606	43907	78594
gene-SYNPCC7002_RS05225	NC_010475.1	1081192	1081632	-	441	41910	36566	43884	85048	36318	26563	19816	35043
gene-SYNPCC7002_RS05230	NC_010475.1	1081684	1082205	-	522	52920	48858	57549	119495	45944	35572	25603	49567
gene-SYNPCC7002_RS05235	NC_010475.1	1082236	1082598	-	363	36623	32029	37464	68984	23763	19516	15178	24747
gene-SYNPCC7002_RS05240	NC_010475.1	1082601	1083143	-	543	48520	40869	48520	94694	30785	25146	21208	33043
gene-SYNPCC7002_RS05245	NC_010475.1	1083177	1083578	-	402	22972	20689	24539	48918	15407	13466	10155	15266
gene-SYNPCC7002_RS05250	NC_010475.1	1083604	1084149	-	546	48440	41114	48239	93521	30701	26632	20393	32613
gene-SYNPCC7002_RS05255	NC_010475.1	1084224	1084574	-	351	33378	27863	34579	66057	22129	19242	15308	24862
gene-SYNPCC7002_RS05260	NC_010475.1	1084577	1084945	-	369	41452	35705	40920	77995	27710	23379	18445	29429
gene-SYNPCC7002_RS05265	NC_010475.1	1084998	1085237	-	240	30266	26696	30488	59355	20688	17719	13458	21632
gene-SYNPCC7002_RS05270	NC_010475.1	1085259	1085465	-	207	23071	20469	22734	43354	15880	13700	10331	15964
gene-SYNPCC7002_RS05275	NC_010475.1	1085469	1085888	-	420	46797	41055	47091	91847	32611	27405	20743	34716
gene-SYNPCC7002_RS05280	NC_010475.1	1085947	1086669	-	723	72748	58638	69670	130936	46950	40140	33480	48039
gene-SYNPCC7002_RS05285	NC_010475.1	1086715	1087074	-	360	51474	42247	46791	95415	36840	31924	23754	37090
gene-SYNPCC7002_RS05290	NC_010475.1	1087090	1087368	-	279	31885	24312	29854	56268	22754	19295	15859	23394
gene-SYNPCC7002_RS05295	NC_010475.1	1087405	1088232	-	828	114680	93720	104849	203448	88630	74906	59004	86406
gene-SYNPCC7002_RS05300	NC_010475.1	1088255	1088566	-	312	31718	25253	30029	54851	24069	20717	16964	24497
gene-SYNPCC7002_RS05305	NC_010475.1	1088571	1089203	-	633	74067	58391	69120	130295	62630	51701	40745	62767
gene-SYNPCC7002_RS05310	NC_010475.1	1089304	1089945	-	642	95227	75290	83350	155112	82929	67254	57386	81934
gene-SYNPCC7002_RS05315	NC_010475.1	1090538	1092682	+	2145	41417	33839	38946	75440	89665	67459	45373	82545
gene-SYNPCC7002_RS17050	NC_010475.1	1093076	1093282	+	207	47	53	44	113	120	95	63	84
gene-SYNPCC7002_RS05325	NC_010475.1	1093299	1095071	+	1773	6548	5508	6314	13798	13863	8564	6549	11219
gene-SYNPCC7002_RS05330	NC_010475.1	1095503	1096567	+	1065	320	362	368	925	523	489	388	470
gene-SYNPCC7002_RS05335	NC_010475.1	1096636	1098366	+	1731	566	615	788	1782	857	807	569	748
gene-SYNPCC7002_RS05340	NC_010475.1	1098472	1101495	+	3024	3558	3262	4158	9019	6693	6739	4194	7163
gene-SYNPCC7002_RS05345	NC_010475.1	1101587	1102444	+	858	504	380	518	1207	1618	1164	808	1332
gene-SYNPCC7002_RS16955	NC_010475.1	1102552	1102767	+	216	64	31	38	101	142	109	78	141
gene-SYNPCC7002_RS05350	NC_010475.1	1102771	1104747	+	1977	199	209	229	567	858	613	456	852
gene-SYNPCC7002_RS05355	NC_010475.1	1104744	1104935	+	192	59	28	58	92	225	154	123	176
gene-SYNPCC7002_RS05360	NC_010475.1	1105424	1106014	+	591	1182	1087	1151	2499	4217	2883	1887	3139
gene-SYNPCC7002_RS05365	NC_010475.1	1106099	1107388	+	1290	1995	1630	1873	3895	6022	4588	3214	4885
gene-SYNPCC7002_RS05370	NC_010475.1	1107536	1107910	+	375	687	547	695	1580	1727	1150	748	1618
gene-SYNPCC7002_RS05375	NC_010475.1	1108005	1109687	-	1683	1547	1119	1108	2255	3392	2668	1815	2724
gene-SYNPCC7002_RS05380	NC_010475.1	1109941	1110483	+	543	1951	1538	1983	3713	5930	4288	3123	5097
gene-SYNPCC7002_RS05385	NC_010475.1	1110488	1111159	-	672	827	556	631	1303	2116	1743	1182	1841
gene-SYNPCC7002_RS05390	NC_010475.1	1111167	1111583	-	417	1670	1285	1505	3033	5069	3837	2672	4534
gene-SYNPCC7002_RS17215	NC_010475.1	1111623	1111757	-	135	809	640	651	1428	2667	1935	1278	2034
gene-SYNPCC7002_RS05395	NC_010475.1	1111849	1112907	+	1059	1710	1286	1643	3465	5472	4497	2954	5148
gene-SYNPCC7002_RS16960	NC_010475.1	1112927	1113730	-	804	2741	2065	2517	4964	4590	3452	2427	4091
gene-SYNPCC7002_RS05405	NC_010475.1	1113795	1114250	-	456	2028	1797	2002	4000	3426	2381	1889	2926
gene-SYNPCC7002_RS05410	NC_010475.1	1114272	1115180	-	909	7841	6644	7455	16425	14162	9924	6822	11634
gene-SYNPCC7002_RS05415	NC_010475.1	1115412	1117145	+	1734	3669	3943	5746	11958	3223	6099	3900	6814
gene-SYNPCC7002_RS05420	NC_010475.1	1117234	1118454	+	1221	1587	1342	1674	3191	3118	2904	2113	3431
gene-SYNPCC7002_RS05425	NC_010475.1	1118440	1119828	-	1389	4464	3520	4356	8846	9333	6712	4762	7802
gene-SYNPCC7002_RS05430	NC_010475.1	1119891	1120631	-	741	5232	4195	4333	9574	9074	7114	5082	8254
gene-SYNPCC7002_RS05435	NC_010475.1	1120702	1121655	-	954	10501	8248	9313	21077	23338	17617	11580	20387
gene-SYNPCC7002_RS05440	NC_010475.1	1121739	1122239	-	501	2627	2313	2408	5197	7993	5879	3790	6389
gene-SYNPCC7002_RS05445	NC_010475.1	1122421	1123191	-	771	11577	9568	11416	22856	24770	19336	13434	23329
gene-SYNPCC7002_RS05450	NC_010475.1	1123298	1123864	-	567	4830	4232	4810	9751	7715	5337	4101	6542
gene-SYNPCC7002_RS05455	NC_010475.1	1123904	1124905	-	1002	1225	1250	1365	3025	1530	2213	1624	2888
gene-SYNPCC7002_RS05460	NC_010475.1	1125156	1125524	+	369	19807	16391	18891	41306	45451	37624	27810	46372
gene-SYNPCC7002_RS05465	NC_010475.1	1125767	1126615	+	849	894	735	795	1633	1112	888	705	1036
gene-SYNPCC7002_RS05470	NC_010475.1	1126612	1127079	-	468	1783	1298	1580	3327	15449	13533	8239	14392
gene-SYNPCC7002_RS05475	NC_010475.1	1127216	1128574	-	1359	841	808	811	1819	2426	1668	1276	1787
gene-SYNPCC7002_RS05480	NC_010475.1	1128676	1129149	-	474	539	548	608	997	1763	1318	800	1354
gene-SYNPCC7002_RS05485	NC_010475.1	1129263	1129982	+	720	2499	2204	2274	5101	7058	4853	3377	5461
gene-SYNPCC7002_RS05490	NC_010475.1	1129999	1130718	+	720	1228	1176	1157	2307	3106	2145	1693	2535
gene-SYNPCC7002_RS05495	NC_010475.1	1130806	1130892	+	87	117	120	164	377	485	223	156	316
gene-SYNPCC7002_RS05500	NC_010475.1	1131057	1132247	+	1191	2916	2880	3055	6903	6354	6044	3861	7782
gene-SYNPCC7002_RS05505	NC_010475.1	1132390	1133322	+	933	3061	2750	3157	6220	6038	4677	3197	5620
gene-SYNPCC7002_RS05510	NC_010475.1	1133517	1134848	-	1332	28865	24115	26875	55419	71662	46046	33834	54811
gene-SYNPCC7002_RS05515	NC_010475.1	1135051	1135136	+	86	89	74	97	197	229	130	108	108
gene-SYNPCC7002_RS05520	NC_010475.1	1135208	1135996	+	789	1207	963	1023	2305	1754	1207	1020	1454
gene-SYNPCC7002_RS05525	NC_010475.1	1136008	1136472	-	465	1208	878	1127	1864	2096	1439	1290	1742
gene-SYNPCC7002_RS05530	NC_010475.1	1136605	1137498	-	894	1988	1351	1787	3456	4315	3221	2197	3480
gene-SYNPCC7002_RS05535	NC_010475.1	1137558	1138076	-	519	333	373	346	814	1269	808	528	850
gene-SYNPCC7002_RS16095	NC_010475.1	1138260	1140857	-	2598	2075	1872	2129	4522	9160	7568	4461	8648
gene-SYNPCC7002_RS05545	NC_010475.1	1140947	1141306	+	360	188	171	213	395	529	392	245	374
gene-SYNPCC7002_RS05550	NC_010475.1	1141303	1143222	-	1920	6641	5240	5996	13317	10129	7524	5088	8132
gene-SYNPCC7002_RS05555	NC_010475.1	1143361	1144866	-	1506	3255	2713	3123	7210	5745	4283	2601	4877
gene-SYNPCC7002_RS05560	NC_010475.1	1145109	1145960	+	852	2452	2054	2617	5554	5578	4171	3095	5213
gene-SYNPCC7002_RS05565	NC_010475.1	1146082	1146480	+	399	580	452	584	1332	1557	1058	857	1446
gene-SYNPCC7002_RS05570	NC_010475.1	1146636	1147196	-	561	587	569	600	1484	1752	1198	864	1500
gene-SYNPCC7002_RS05575	NC_010475.1	1147283	1148008	-	726	2700	2222	2572	5444	6953	4793	3087	5512
gene-SYNPCC7002_RS05580	NC_010475.1	1148206	1151835	+	3630	1536	1471	1614	2982	3845	2398	1988	2577
gene-SYNPCC7002_RS05585	NC_010475.1	1152250	1152813	-	564	1673	1455	1530	3858	5412	3883	2406	5001
gene-SYNPCC7002_RS05590	NC_010475.1	1152845	1153489	-	645	1689	1274	1448	3035	4183	3354	2334	3659
gene-SYNPCC7002_RS05595	NC_010475.1	1153572	1154009	-	438	920	736	794	1653	2354	1841	1187	1877
gene-SYNPCC7002_RS05600	NC_010475.1	1154210	1155067	+	858	4410	3784	4544	8831	8112	6169	4401	7244
gene-SYNPCC7002_RS05605	NC_010475.1	1155115	1156011	-	897	2142	1849	2078	4479	8710	4085	2727	4462
gene-SYNPCC7002_RS05610	NC_010475.1	1156113	1157429	-	1317	6652	5659	6730	13609	11665	9577	6556	10914
gene-SYNPCC7002_RS05615	NC_010475.1	1157550	1157747	-	198	2607	2408	2537	4879	4878	3711	2293	3866
gene-SYNPCC7002_RS05620	NC_010475.1	1157882	1159318	-	1437	32767	26551	31938	61842	40845	31675	22235	39056
gene-SYNPCC7002_RS05625	NC_010475.1	1159823	1160287	+	465	1628	1166	1367	2861	3476	2340	1568	2569
gene-SYNPCC7002_RS05630	NC_010475.1	1160410	1161018	-	609	728	826	844	2000	748	1232	852	1469
gene-SYNPCC7002_RS05635	NC_010475.1	1161043	1162209	+	1167	2249	2072	2408	4569	4116	3005	2074	3588
