Geneid	Chr	Start	End	Strand	Length	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS03535	NC_010475.1	737601	738680	-	1080	43905	37652	38413	38510	37608	31060	28666	26354	43196	54011	40352	42039	47368	30563	42840	37410
gene-SYNPCC7002_RS03540	NC_010475.1	738969	740762	-	1794	6658	6386	4730	5780	22492	17868	16913	15356	14194	19621	13471	16768	14709	10457	14481	11142
gene-SYNPCC7002_RS03545	NC_010475.1	741040	741534	+	495	928	1035	1039	1094	524	421	467	345	318	474	419	435	431	282	354	344
gene-SYNPCC7002_RS03550	NC_010475.1	741531	742811	-	1281	4461	3939	3717	3700	6517	5170	4676	4712	5869	7651	4958	5633	5797	3877	5388	4391
gene-SYNPCC7002_RS16940	NC_010475.1	742816	742989	-	174	1147	1042	934	961	1518	1255	1133	1138	1512	1922	1352	1483	1549	992	1439	1101
gene-SYNPCC7002_RS03555	NC_010475.1	743051	744850	-	1800	2263	1964	1883	1939	5248	4335	3726	3796	3145	3990	2703	3570	3431	2220	2873	2757
gene-SYNPCC7002_RS03560	NC_010475.1	744877	745632	-	756	253	225	161	186	430	391	317	323	286	459	252	356	373	211	282	246
gene-SYNPCC7002_RS03565	NC_010475.1	745642	746475	-	834	562	533	508	624	874	663	690	688	633	727	466	677	574	387	565	386
gene-SYNPCC7002_RS03570	NC_010475.1	746668	747708	+	1041	1720	1638	1791	1705	2653	2047	1795	1907	1852	2311	1336	1854	1668	1369	1674	1236
gene-SYNPCC7002_RS03575	NC_010475.1	747743	748039	+	297	1619	1431	1228	1221	2358	1822	1539	1308	1685	2427	1486	1828	1703	1109	1670	1314
gene-SYNPCC7002_RS03580	NC_010475.1	748071	748535	-	465	311	208	249	196	496	340	361	292	271	367	238	341	230	172	233	184
gene-SYNPCC7002_RS03585	NC_010475.1	748609	749772	-	1164	1763	1462	1496	1604	2627	2012	1824	1778	2366	2978	1934	2281	2142	1430	2146	1632
gene-SYNPCC7002_RS03590	NC_010475.1	749796	751154	-	1359	2106	1876	1541	1754	4357	3600	3169	2974	2723	4019	2517	3354	2683	1783	2444	1978
gene-SYNPCC7002_RS03595	NC_010475.1	751262	751711	-	450	447	321	405	322	545	324	401	369	520	662	393	442	441	277	470	345
gene-SYNPCC7002_RS03600	NC_010475.1	751864	752406	+	543	1394	1450	1414	1405	1211	993	899	779	875	1035	808	1062	890	585	821	779
gene-SYNPCC7002_RS03605	NC_010475.1	752950	753807	+	858	2327	1923	1951	1589	2312	1999	1614	1477	1315	1646	1333	1566	1293	801	964	947
gene-SYNPCC7002_RS03610	NC_010475.1	753808	755298	-	1491	1529	1316	1443	1246	2287	1893	1794	1586	1665	2408	1579	2513	1882	1139	1565	1251
gene-SYNPCC7002_RS03615	NC_010475.1	755384	755977	-	594	576	453	412	433	830	741	678	562	526	866	499	961	551	316	570	450
gene-SYNPCC7002_RS03620	NC_010475.1	756079	757734	-	1656	3992	3107	2952	2919	5404	5001	4379	3825	3384	5095	3231	5502	3711	2315	2996	2682
gene-SYNPCC7002_RS03625	NC_010475.1	757817	758710	-	894	2016	1682	2216	1979	3027	2201	2182	2192	2305	3139	1919	2901	2069	1697	2286	1598
gene-SYNPCC7002_RS03630	NC_010475.1	758730	759329	-	600	1273	1145	1233	1148	2015	1660	1402	1462	1693	2169	1295	2119	1630	1112	1505	1134
gene-SYNPCC7002_RS03635	NC_010475.1	759333	759833	-	501	1489	1314	1368	1252	2063	1629	1329	1390	1474	2016	1420	1909	1603	1072	1507	1282
gene-SYNPCC7002_RS03640	NC_010475.1	760184	761800	-	1617	1344	1100	1160	1145	1310	1047	982	983	954	1102	692	876	766	540	799	626
gene-SYNPCC7002_RS16070	NC_010475.1	762052	762525	+	474	1127	958	971	912	1587	1484	1266	1152	1161	1506	930	1173	1169	739	1015	849
gene-SYNPCC7002_RS03650	NC_010475.1	762580	763344	-	765	6031	5973	5190	5709	10352	7903	7397	6722	9037	11743	8892	9186	10623	6624	9444	8228
gene-SYNPCC7002_RS03655	NC_010475.1	763649	764593	-	945	10650	9265	5674	6366	32344	25640	24916	23276	45528	60956	38600	37718	46212	30570	45202	34987
gene-SYNPCC7002_RS03660	NC_010475.1	764678	766195	-	1518	18790	15558	9316	11352	53135	42111	40208	38917	77414	102330	61037	60293	73963	55478	77559	57574
gene-SYNPCC7002_RS03665	NC_010475.1	766297	766854	-	558	7095	5809	2925	3388	18657	17184	14707	13143	25078	35127	25522	24304	29814	17518	25051	22148
gene-SYNPCC7002_RS03670	NC_010475.1	766851	767378	-	528	8675	7634	3872	4791	21630	19314	18231	15091	29624	41030	29953	27667	33214	20299	30446	26436
gene-SYNPCC7002_RS03675	NC_010475.1	767508	767993	-	486	9227	7231	4050	5015	22948	19769	17720	16085	29089	40252	28769	27719	33541	20529	30444	25887
gene-SYNPCC7002_RS03680	NC_010475.1	768144	768389	-	246	9120	7158	4155	4145	24008	21508	18305	14190	33249	43745	34544	33395	38675	22608	31969	28876
gene-SYNPCC7002_RS03685	NC_010475.1	768551	769285	-	735	25669	22879	14773	17708	76167	56522	54922	53803	98806	139845	90285	80433	100266	67598	105890	82530
gene-SYNPCC7002_RS03690	NC_010475.1	769346	769894	-	549	27135	25048	15531	20634	73599	53403	50908	50088	89319	130664	83568	73714	95009	58822	100798	75757
gene-SYNPCC7002_RS03695	NC_010475.1	770205	771179	+	975	504	399	260	337	1086	914	901	816	1324	1725	1046	1038	1235	747	1275	797
gene-SYNPCC7002_RS03700	NC_010475.1	771195	771551	+	357	118	100	105	92	264	201	258	197	332	469	292	309	295	222	353	233
gene-SYNPCC7002_RS03705	NC_010475.1	771622	771888	+	267	387	332	386	311	259	275	221	186	311	494	328	329	369	234	345	279
gene-SYNPCC7002_RS03710	NC_010475.1	772046	773266	-	1221	5757	5595	5530	5335	11491	9586	8664	8478	11049	13694	9564	11223	11034	7659	10260	8152
gene-SYNPCC7002_RS03715	NC_010475.1	773338	774426	-	1089	3400	2691	2886	2503	5719	5171	4474	3882	5472	6888	5425	6325	5876	3586	4997	4449
gene-SYNPCC7002_RS03720	NC_010475.1	774503	774883	-	381	922	863	942	927	1228	945	804	757	923	1294	773	1056	958	493	882	707
gene-SYNPCC7002_RS03725	NC_010475.1	775011	776045	+	1035	324	299	253	243	746	691	583	534	735	1000	659	706	766	507	749	649
gene-SYNPCC7002_RS03730	NC_010475.1	776048	777373	+	1326	304	249	254	291	721	481	556	485	909	1288	601	775	799	524	835	571
gene-SYNPCC7002_RS03735	NC_010475.1	777395	778144	+	750	255	188	216	209	523	401	408	365	666	938	521	636	625	419	701	542
gene-SYNPCC7002_RS03740	NC_010475.1	778301	779752	+	1452	18820	15971	9253	11742	50593	39449	37646	36400	73109	94045	57871	59228	66202	48242	69642	51423
gene-SYNPCC7002_RS03745	NC_010475.1	779853	780257	+	405	2585	2178	1203	1468	7650	6029	5870	5142	10245	13271	8964	9292	10146	6897	9910	7801
gene-SYNPCC7002_RS03750	NC_010475.1	780405	780707	-	303	6128	5280	4797	4367	9761	8567	7388	5769	12866	15004	12204	12438	14545	8264	11334	11115
gene-SYNPCC7002_RS03755	NC_010475.1	780998	781459	+	462	610	487	554	541	2323	1693	1505	1661	1933	2819	1845	1630	2095	1394	2022	1452
gene-SYNPCC7002_RS03760	NC_010475.1	781519	782781	+	1263	2265	1934	1747	1650	6930	5559	4661	4887	7340	9816	6556	7168	7140	4955	6944	5429
gene-SYNPCC7002_RS03765	NC_010475.1	782833	783087	+	255	500	452	413	466	1348	1086	906	905	1316	1856	1082	1222	1269	869	1408	1039
gene-SYNPCC7002_RS03770	NC_010475.1	783325	786264	+	2940	9851	9077	8061	8664	24091	19652	18466	17794	21829	29617	17213	21103	19394	14311	19251	14017
gene-SYNPCC7002_RS16385	NC_010475.1	786458	786547	+	90	1241	1256	1014	1106	1817	1541	1295	1201	1956	2635	1903	1861	2304	1328	2075	1654
gene-SYNPCC7002_RS17200	NC_010475.1	786567	786689	+	123	1737	1665	1305	1387	2475	2285	1743	1513	2448	3175	2581	2433	3098	1800	2613	2222
gene-SYNPCC7002_RS03775	NC_010475.1	786863	787549	+	687	687	667	703	642	1486	1099	975	1045	966	1200	934	1072	958	689	851	763
gene-SYNPCC7002_RS03780	NC_010475.1	787557	788369	+	813	401	430	386	383	832	687	685	613	534	868	353	565	539	425	468	333
gene-SYNPCC7002_RS03785	NC_010475.1	788380	789510	-	1131	1656	1317	1199	1246	3093	2446	2384	2204	3503	4472	2615	3142	2767	1974	2889	2036
gene-SYNPCC7002_RS03790	NC_010475.1	789611	791080	-	1470	181	149	93	116	332	326	267	207	282	413	260	345	310	181	213	279
gene-SYNPCC7002_RS16630	NC_010475.1	791098	791235	-	138	12	5	11	12	19	15	19	11	17	28	24	32	19	13	11	15
gene-SYNPCC7002_RS03795	NC_010475.1	791312	791428	+	117	1623	1497	1368	1725	3036	2143	2412	1949	3671	4694	3078	2344	2539	2540	3984	2750
gene-SYNPCC7002_RS03805	NC_010475.1	792513	793049	+	537	366	240	300	234	870	615	526	613	522	705	431	546	436	326	427	311
gene-SYNPCC7002_RS17205	NC_010475.1	793180	793314	+	135	134	171	109	162	407	255	257	243	245	271	176	224	210	146	212	174
gene-SYNPCC7002_RS03810	NC_010475.1	793307	793522	+	216	370	394	337	336	1138	822	786	864	586	839	548	581	524	357	570	452
gene-SYNPCC7002_RS03815	NC_010475.1	793551	794633	-	1083	285	225	256	236	1273	948	868	811	420	668	449	613	465	295	454	336
gene-SYNPCC7002_RS03820	NC_010475.1	794651	796351	-	1701	2727	2695	2158	2226	7349	5962	5174	4807	3319	4288	3155	3864	3509	2297	3278	2644
gene-SYNPCC7002_RS03825	NC_010475.1	796425	797087	+	663	237	279	176	279	293	176	251	233	237	354	234	309	263	192	267	173
gene-SYNPCC7002_RS03830	NC_010475.1	797098	798039	-	942	487	363	410	403	968	741	673	775	865	1244	807	902	894	588	931	769
gene-SYNPCC7002_RS03835	NC_010475.1	798073	798645	-	573	1046	1043	1045	1040	2296	1727	1630	1670	2883	3649	2184	2302	2697	1797	2815	2023
gene-SYNPCC7002_RS03840	NC_010475.1	798675	799052	-	378	1071	936	1009	1022	1330	1176	1199	1061	1718	2287	1422	1460	1691	1220	1696	1276
gene-SYNPCC7002_RS03845	NC_010475.1	799194	799937	-	744	943	738	950	777	1363	1114	974	916	1221	1632	1062	1308	1078	755	1203	867
gene-SYNPCC7002_RS03850	NC_010475.1	799941	800408	-	468	1256	1111	1244	1083	1588	1233	1254	1164	1599	1969	1201	1609	1401	1025	1461	1059
gene-SYNPCC7002_RS03855	NC_010475.1	800544	801755	-	1212	585	432	381	365	1158	1018	933	918	997	1244	925	1043	922	574	804	641
gene-SYNPCC7002_RS03860	NC_010475.1	801808	802389	-	582	177	138	131	91	232	199	154	164	165	225	165	239	242	112	151	160
gene-SYNPCC7002_RS03865	NC_010475.1	802598	803893	+	1296	901	635	615	546	883	773	659	663	979	1427	848	1066	989	595	876	752
gene-SYNPCC7002_RS03870	NC_010475.1	803911	804696	-	786	739	644	590	561	1894	1516	1422	1409	1172	1766	1198	1599	1322	897	1274	1110
gene-SYNPCC7002_RS16635	NC_010475.1	804730	805284	-	555	211	156	135	127	368	286	195	200	235	315	196	305	229	121	217	182
gene-SYNPCC7002_RS16640	NC_010475.1	805280	805693	-	414	352	279	231	296	468	386	333	310	368	469	351	425	335	222	367	336
gene-SYNPCC7002_RS16390	NC_010475.1	805852	805968	+	117	4478	4106	3953	4408	4899	4674	4331	3040	4974	5632	4450	4077	4530	3048	4859	3847
gene-SYNPCC7002_RS03880	NC_010475.1	806131	806421	+	291	328	278	338	283	634	502	454	484	565	793	411	526	509	327	542	416
gene-SYNPCC7002_RS03885	NC_010475.1	806575	807699	+	1125	4228	3155	3772	3436	3516	3274	3049	2502	3526	3986	2926	3683	2950	2067	2641	2290
gene-SYNPCC7002_RS03890	NC_010475.1	807703	808086	+	384	363	248	329	257	490	338	345	284	367	536	320	426	307	171	311	220
gene-SYNPCC7002_RS03895	NC_010475.1	808083	808325	-	243	252	190	184	121	321	278	257	209	165	209	201	271	205	131	117	122
gene-SYNPCC7002_RS03900	NC_010475.1	808542	808859	+	318	585	466	558	514	720	538	589	436	558	796	435	469	534	344	441	385
gene-SYNPCC7002_RS03905	NC_010475.1	808944	810554	-	1611	1901	1355	614	646	13817	10786	9756	9684	50046	65622	50991	81249	29143	28462	36163	23232
gene-SYNPCC7002_RS03910	NC_010475.1	810801	811310	+	510	947	819	744	688	1112	937	823	780	743	1003	753	989	758	487	592	550
gene-SYNPCC7002_RS03915	NC_010475.1	811368	811441	-	74	4	0	2	0	2	6	0	4	2	12	2	0	0	4	4	4
gene-SYNPCC7002_RS03920	NC_010475.1	811535	812440	+	906	2147	1966	2164	2163	4525	3367	3099	3303	3440	4611	2906	3370	3493	2539	3428	2451
gene-SYNPCC7002_RS03925	NC_010475.1	812469	813032	+	564	859	796	890	762	1856	1479	1238	1284	1158	1437	1062	1303	1194	798	1133	990
gene-SYNPCC7002_RS03930	NC_010475.1	813046	814182	+	1137	865	783	879	822	1679	1385	1161	1254	1105	1309	917	1112	1056	715	1057	781
gene-SYNPCC7002_RS03935	NC_010475.1	814563	816644	+	2082	4409	3756	3552	3460	9643	7334	7023	7054	11090	15036	8916	10273	9880	6901	9816	7346
gene-SYNPCC7002_RS03940	NC_010475.1	816746	817582	+	837	183	172	164	128	428	299	296	259	358	524	326	418	451	297	321	296
gene-SYNPCC7002_RS03945	NC_010475.1	817826	818776	+	951	2074	2210	2337	2630	3424	2359	2241	2135	1591	2236	1680	1894	1746	1084	1593	1486
gene-SYNPCC7002_RS03950	NC_010475.1	818815	819792	-	978	207	215	139	209	182	165	150	133	127	159	120	147	92	112	125	88
gene-SYNPCC7002_RS03955	NC_010475.1	819953	820966	-	1014	2303	2174	2014	2092	8807	6444	5852	5508	4231	6539	4205	5283	4706	3176	4347	3711
gene-SYNPCC7002_RS03960	NC_010475.1	821085	821648	-	564	13050	11644	10513	10029	28134	21536	18482	17374	24659	33143	25651	28989	27604	18157	25153	21199
gene-SYNPCC7002_RS03965	NC_010475.1	821751	823577	-	1827	285	198	107	91	2781	2673	2136	2071	2613	3727	2498	2625	3971	2248	3036	2927
gene-SYNPCC7002_RS03970	NC_010475.1	823903	824961	+	1059	170	107	51	35	1731	1382	1429	1025	1671	2900	2051	2383	3732	2053	2967	2829
gene-SYNPCC7002_RS03975	NC_010475.1	825010	825303	+	294	72	57	34	14	503	390	412	305	446	809	590	532	908	429	827	764
gene-SYNPCC7002_RS03980	NC_010475.1	825354	826211	+	858	116	82	61	60	972	831	837	676	829	1579	1045	1026	1663	921	1483	1341
gene-SYNPCC7002_RS03985	NC_010475.1	826201	827025	+	825	94	68	76	47	703	507	515	422	531	767	599	686	985	451	689	708
gene-SYNPCC7002_RS03990	NC_010475.1	827103	828149	+	1047	344	275	237	251	980	744	736	656	738	1243	865	985	1327	648	1168	1052
gene-SYNPCC7002_RS03995	NC_010475.1	828286	829080	+	795	1351	1172	1133	1245	2334	1815	1786	1596	1852	2318	1487	1913	2102	1252	1791	1579
gene-SYNPCC7002_RS04000	NC_010475.1	829320	829526	+	207	2313	1773	2352	1945	2567	1971	1951	1420	1688	1879	1349	1459	1424	1149	1423	1113
gene-SYNPCC7002_RS04005	NC_010475.1	829567	829950	+	384	10315	9592	9312	8923	9175	7877	6979	5909	6339	7281	5989	7290	6551	4251	5577	5152
gene-SYNPCC7002_RS04010	NC_010475.1	829954	830379	+	426	1976	1528	1261	1108	1837	1846	1546	1197	1347	1656	1412	1951	1664	857	1067	1290
gene-SYNPCC7002_RS16075	NC_010475.1	830401	830895	-	495	152	118	100	118	273	169	159	161	190	306	196	228	124	150	189	134
gene-SYNPCC7002_RS04020	NC_010475.1	830992	831660	+	669	141	122	163	109	315	224	215	258	251	324	232	260	287	175	242	252
gene-SYNPCC7002_RS16395	NC_010475.1	831706	831885	+	180	11	7	8	4	19	18	11	4	13	11	12	22	27	8	13	12
gene-SYNPCC7002_RS04025	NC_010475.1	831961	833637	+	1677	2052	1728	1360	1495	4439	3915	3564	3216	3917	5563	3284	4098	3899	2455	3389	2642
gene-SYNPCC7002_RS04030	NC_010475.1	833761	835998	+	2238	2497	2048	2511	2366	3570	2805	2558	2392	2247	3109	1924	2644	2113	1473	2085	1604
gene-SYNPCC7002_RS04035	NC_010475.1	836078	836281	-	204	27255	30958	30710	32968	30181	22981	22288	18897	27450	33235	21647	20574	25443	17896	29604	20433
gene-SYNPCC7002_RS04040	NC_010475.1	836362	836493	+	132	597	522	479	503	1029	945	857	713	566	731	498	743	552	368	554	479
gene-SYNPCC7002_RS04045	NC_010475.1	836710	837453	-	744	873	857	739	660	1839	1752	1510	1375	2022	2632	1593	1989	1889	1247	1713	1597
gene-SYNPCC7002_RS04050	NC_010475.1	837715	838461	-	747	63319	62873	54220	65482	80413	60571	61605	60177	139241	166346	104539	101071	132583	92975	134846	99739
gene-SYNPCC7002_RS04055	NC_010475.1	838862	839863	+	1002	2699	2248	2792	2443	2154	1748	1796	1640	2802	3326	1897	2947	2275	1636	2155	1584
gene-SYNPCC7002_RS04060	NC_010475.1	839931	840539	+	609	658	577	605	467	619	517	483	497	549	741	575	818	643	357	435	413
gene-SYNPCC7002_RS04065	NC_010475.1	840639	841088	+	450	1653	1445	921	965	7018	5748	5421	4951	10969	14751	9492	8773	11710	7537	11105	8498
gene-SYNPCC7002_RS04070	NC_010475.1	841173	841745	-	573	563	480	644	550	644	497	487	387	446	516	473	562	442	327	385	342
gene-SYNPCC7002_RS04075	NC_010475.1	841805	843244	-	1440	1553	1535	1552	1574	1941	1452	1394	1412	1561	1920	1163	1513	1433	1085	1457	1028
gene-SYNPCC7002_RS04080	NC_010475.1	843356	843994	+	639	462	424	333	391	656	574	421	445	460	519	443	536	482	320	421	311
gene-SYNPCC7002_RS04085	NC_010475.1	844063	845241	+	1179	1516	1200	1078	1235	2988	2524	2244	2008	2882	3629	2466	2705	2568	1853	2669	2063
gene-SYNPCC7002_RS04090	NC_010475.1	845258	845671	-	414	489	412	418	490	701	577	463	504	637	961	664	658	695	432	679	567
gene-SYNPCC7002_RS04095	NC_010475.1	845664	845882	-	219	274	243	210	274	439	347	324	322	387	580	399	441	450	313	460	372
gene-SYNPCC7002_RS04100	NC_010475.1	845944	847716	-	1773	2861	2557	2268	2389	5398	4728	4195	4061	4618	6051	3795	4615	4811	3266	4323	3247
gene-SYNPCC7002_RS04105	NC_010475.1	847765	848196	-	432	538	384	519	434	736	624	514	470	773	860	673	691	721	427	554	522
gene-SYNPCC7002_RS04110	NC_010475.1	848300	849352	+	1053	5591	5125	4138	4431	11654	9246	8702	8346	21723	28368	18449	16646	21691	14487	21075	16875
gene-SYNPCC7002_RS04115	NC_010475.1	849514	850446	+	933	602	329	286	247	1040	1020	961	745	1100	1651	1120	1431	1148	658	834	770
gene-SYNPCC7002_RS04120	NC_010475.1	850469	851419	+	951	332	256	238	190	516	580	505	437	569	909	466	578	575	292	462	408
gene-SYNPCC7002_RS04125	NC_010475.1	851586	854159	-	2574	6980	6858	6372	6376	15987	11988	11809	11694	11894	16908	9871	11882	11384	8095	11346	8520
gene-SYNPCC7002_RS04130	NC_010475.1	854319	856511	-	2193	473	393	472	421	522	337	379	323	327	461	317	422	345	174	306	246
gene-SYNPCC7002_RS04135	NC_010475.1	856966	858180	-	1215	495	575	626	589	856	770	618	583	510	680	553	672	623	308	520	509
gene-SYNPCC7002_RS04140	NC_010475.1	858218	858433	-	216	442	479	558	565	665	508	467	421	363	618	381	453	543	222	396	403
gene-SYNPCC7002_RS04150	NC_010475.1	858725	860110	-	1386	11114	9070	9942	10075	24656	20149	20064	17460	18453	22713	14386	17788	16379	12093	15769	12632
gene-SYNPCC7002_RS04160	NC_010475.1	860573	861055	+	483	496	310	343	291	694	692	613	499	667	644	679	992	660	398	436	493
gene-SYNPCC7002_RS04165	NC_010475.1	861015	861776	-	762	350	388	316	361	426	398	331	308	294	468	251	389	345	228	316	289
gene-SYNPCC7002_RS04170	NC_010475.1	861863	862756	+	894	1221	1083	1253	1217	927	764	699	769	861	1020	588	687	714	470	616	529
gene-SYNPCC7002_RS04175	NC_010475.1	862773	863030	-	258	347	332	363	351	622	377	403	373	268	407	328	393	340	231	287	285
gene-SYNPCC7002_RS04180	NC_010475.1	863027	863341	-	315	645	542	562	564	741	612	519	521	486	732	579	728	623	383	502	495
gene-SYNPCC7002_RS04185	NC_010475.1	863401	865659	-	2259	3255	2842	2161	2314	4868	3985	3779	3352	5878	7464	5190	6563	5725	3882	5419	4255
gene-SYNPCC7002_RS16645	NC_010475.1	865698	865877	-	180	119	126	78	98	116	82	75	83	60	87	75	105	70	49	66	64
gene-SYNPCC7002_RS04190	NC_010475.1	865888	866580	-	693	4105	3754	4415	4147	4933	3727	3416	3402	2718	3683	2934	3239	2915	1816	2539	2476
gene-SYNPCC7002_RS04195	NC_010475.1	866577	866897	-	321	1405	1289	1367	1315	1436	1078	1010	1024	811	1141	961	1120	1030	548	821	818
gene-SYNPCC7002_RS04200	NC_010475.1	867201	867683	-	483	61953	66794	57846	74314	69377	49597	46908	50654	60267	81377	51751	57784	63700	45567	67466	48851
gene-SYNPCC7002_RS04205	NC_010475.1	867740	868408	-	669	68735	75838	60886	76275	72224	53463	50760	53485	67448	89342	58304	63985	69497	50888	73976	55821
gene-SYNPCC7002_RS04210	NC_010475.1	868639	869883	+	1245	2291	2178	2553	2403	5629	3897	3715	4037	2729	3592	2315	2902	2827	1964	2702	2175
gene-SYNPCC7002_RS04215	NC_010475.1	869880	871322	-	1443	2284	2071	2147	2348	3484	2646	2608	2473	1768	2134	1454	1726	1626	1094	1663	1311
gene-SYNPCC7002_RS04220	NC_010475.1	871453	871641	-	189	350	373	372	419	594	428	344	360	366	459	291	381	311	280	399	299
gene-SYNPCC7002_RS04225	NC_010475.1	871721	871957	+	237	2031	2238	2311	2268	4121	2834	3221	2809	4924	6284	4075	3709	4290	3364	5960	3766
gene-SYNPCC7002_RS04230	NC_010475.1	872160	873362	-	1203	9807	9146	7815	8192	14782	11570	11011	10173	13466	17140	12270	13333	13802	9151	13174	11238
gene-SYNPCC7002_RS04235	NC_010475.1	873736	875286	-	1551	178	171	163	167	419	364	367	277	265	349	285	407	313	195	361	263
gene-SYNPCC7002_RS04240	NC_010475.1	875468	876709	-	1242	276	225	235	226	451	321	285	304	279	345	244	237	241	188	277	204
gene-SYNPCC7002_RS04245	NC_010475.1	876764	878110	-	1347	771	535	437	576	1889	1751	1553	1462	1569	2015	1371	1595	1721	1119	1393	1098
gene-SYNPCC7002_RS04250	NC_010475.1	878168	878923	-	756	750	667	631	511	3046	2857	2517	2086	2037	2719	1997	2452	2499	1378	1886	1749
gene-SYNPCC7002_RS04255	NC_010475.1	879038	879526	-	489	902	910	910	879	1628	1436	1254	1230	1056	1423	1113	1265	1290	640	1081	1044
gene-SYNPCC7002_RS04260	NC_010475.1	879750	880958	-	1209	19275	16719	12345	14314	36518	29942	28720	25552	45671	58509	41614	47410	48473	32700	45236	37281
gene-SYNPCC7002_RS17210	NC_010475.1	881477	881608	+	132	1033	836	760	777	1619	1250	1145	1309	1524	2429	1579	1967	1531	1106	1625	1285
gene-SYNPCC7002_RS04265	NC_010475.1	881639	883633	+	1995	16911	13552	11041	10614	27206	24960	21726	19166	25752	35391	25147	33313	27261	17496	22753	20079
gene-SYNPCC7002_RS04270	NC_010475.1	883752	883976	+	225	76	33	26	27	79	168	109	66	119	156	198	188	146	35	59	78
gene-SYNPCC7002_RS04275	NC_010475.1	883979	884314	-	336	1112	1172	1217	1307	1315	1046	876	922	1155	1785	911	1352	1107	705	1065	893
gene-SYNPCC7002_RS04280	NC_010475.1	884446	886053	-	1608	802	709	765	727	1754	1345	1290	1325	995	1354	839	1007	999	671	954	644
gene-SYNPCC7002_RS16945	NC_010475.1	886182	886352	-	171	921	893	968	906	2018	1560	1555	1318	703	695	610	584	635	420	591	536
gene-SYNPCC7002_RS04290	NC_010475.1	886867	887667	+	801	824	600	558	485	938	695	736	640	1194	1593	1155	1869	810	727	1003	850
gene-SYNPCC7002_RS04295	NC_010475.1	888100	889602	+	1503	574	373	300	363	1066	853	766	793	1761	2537	1884	3869	1008	969	1245	783
gene-SYNPCC7002_RS04300	NC_010475.1	889623	890459	+	837	476	351	258	319	820	692	504	578	1163	1660	1359	2551	778	619	822	686
gene-SYNPCC7002_RS04305	NC_010475.1	890459	891352	+	894	473	364	207	232	837	878	729	654	1312	1551	1549	3063	944	656	768	687
gene-SYNPCC7002_RS04310	NC_010475.1	891410	891853	+	444	319	296	207	185	673	655	551	445	886	1208	1212	1925	575	484	636	470
gene-SYNPCC7002_RS04315	NC_010475.1	891958	892434	+	477	166	212	138	183	420	323	301	290	478	686	540	984	363	310	406	319
gene-SYNPCC7002_RS04320	NC_010475.1	892587	893804	+	1218	176	162	184	197	338	250	173	229	271	358	283	414	212	149	258	166
gene-SYNPCC7002_RS04325	NC_010475.1	893870	894781	-	912	590	503	495	506	1381	992	1018	935	1650	2283	1367	1618	1620	994	1608	1248
gene-SYNPCC7002_RS04330	NC_010475.1	895053	897347	+	2295	1503	1498	1756	1598	2121	1696	1626	1478	1304	1581	1280	1399	1392	826	1262	1132
gene-SYNPCC7002_RS04335	NC_010475.1	897454	898563	+	1110	1409	921	771	728	1796	1681	1411	1301	1289	1855	1230	1905	1188	782	940	911
gene-SYNPCC7002_RS04340	NC_010475.1	898623	899468	+	846	846	772	768	787	1682	1200	1139	1144	1010	1431	898	1038	944	638	921	764
gene-SYNPCC7002_RS04345	NC_010475.1	899537	900946	+	1410	1762	1554	1670	1427	2140	1673	1579	1507	1323	1851	1253	1499	1302	911	1228	1025
