Geneid	seqnames	start	end	strand	type	name	locus_tag	old_locus_tag	product
gene-SYNPCC7002_RS05510	NC_010475.1	1133517	1134848	-	protein-coding	murA	SYNPCC7002_RS05510	SYNPCC7002_A1105	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
gene-SYNPCC7002_RS05515	NC_010475.1	1135051	1135136	+	tRNA	SYNPCC7002_RS05515	SYNPCC7002_RS05515	SYNPCC7002_A1106	tRNA-Leu
gene-SYNPCC7002_RS05520	NC_010475.1	1135208	1135996	+	protein-coding	SYNPCC7002_RS05520	SYNPCC7002_RS05520	SYNPCC7002_A1107	RNA methyltransferase
gene-SYNPCC7002_RS05525	NC_010475.1	1136008	1136472	-	protein-coding	bcp	SYNPCC7002_RS05525	SYNPCC7002_A1108	thioredoxin-dependent thiol peroxidase
gene-SYNPCC7002_RS05530	NC_010475.1	1136605	1137498	-	protein-coding	speB	SYNPCC7002_RS05530	SYNPCC7002_A1109	agmatinase
gene-SYNPCC7002_RS05535	NC_010475.1	1137558	1138076	-	protein-coding	SYNPCC7002_RS05535	SYNPCC7002_RS05535	SYNPCC7002_A1110	response regulator
gene-SYNPCC7002_RS16095	NC_010475.1	1138260	1140857	-	protein-coding	SYNPCC7002_RS16095	SYNPCC7002_RS16095	SYNPCC7002_A1111	ATP-binding protein
gene-SYNPCC7002_RS05545	NC_010475.1	1140947	1141306	+	protein-coding	SYNPCC7002_RS05545	SYNPCC7002_RS05545	NA	(2Fe-2S) ferredoxin domain-containing protein
gene-SYNPCC7002_RS05550	NC_010475.1	1141303	1143222	-	protein-coding	mnmG	SYNPCC7002_RS05550	SYNPCC7002_A1112	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
gene-SYNPCC7002_RS05555	NC_010475.1	1143361	1144866	-	protein-coding	SYNPCC7002_RS05555	SYNPCC7002_RS05555	SYNPCC7002_A1113	UbiD family decarboxylase
gene-SYNPCC7002_RS05560	NC_010475.1	1145109	1145960	+	protein-coding	SYNPCC7002_RS05560	SYNPCC7002_RS05560	SYNPCC7002_A1114	hypothetical protein
gene-SYNPCC7002_RS05565	NC_010475.1	1146082	1146480	+	protein-coding	SYNPCC7002_RS05565	SYNPCC7002_RS05565	SYNPCC7002_A1115	DUF2513 domain-containing protein
gene-SYNPCC7002_RS05570	NC_010475.1	1146636	1147196	-	protein-coding	SYNPCC7002_RS05570	SYNPCC7002_RS05570	SYNPCC7002_A1116	Uma2 family endonuclease
gene-SYNPCC7002_RS05575	NC_010475.1	1147283	1148008	-	protein-coding	SYNPCC7002_RS05575	SYNPCC7002_RS05575	SYNPCC7002_A1117	WecB/TagA/CpsF family glycosyltransferase
gene-SYNPCC7002_RS05580	NC_010475.1	1148206	1151835	+	protein-coding	smc	SYNPCC7002_RS05580	SYNPCC7002_A1118	chromosome segregation protein SMC
gene-SYNPCC7002_RS05585	NC_010475.1	1152250	1152813	-	protein-coding	SYNPCC7002_RS05585	SYNPCC7002_RS05585	SYNPCC7002_A1119	YqeG family HAD IIIA-type phosphatase
gene-SYNPCC7002_RS05590	NC_010475.1	1152845	1153489	-	protein-coding	SYNPCC7002_RS05590	SYNPCC7002_RS05590	SYNPCC7002_A1120	class I SAM-dependent methyltransferase
gene-SYNPCC7002_RS05595	NC_010475.1	1153572	1154009	-	protein-coding	SYNPCC7002_RS05595	SYNPCC7002_RS05595	SYNPCC7002_A1121	BLUF domain-containing protein
gene-SYNPCC7002_RS05600	NC_010475.1	1154210	1155067	+	protein-coding	SYNPCC7002_RS05600	SYNPCC7002_RS05600	SYNPCC7002_A1122	Tab2/Atab2 family RNA-binding protein
gene-SYNPCC7002_RS05605	NC_010475.1	1155115	1156011	-	protein-coding	hslO	SYNPCC7002_RS05605	SYNPCC7002_A1123	Hsp33 family molecular chaperone HslO
gene-SYNPCC7002_RS05610	NC_010475.1	1156113	1157429	-	protein-coding	SYNPCC7002_RS05610	SYNPCC7002_RS05610	SYNPCC7002_A1124	PrsW family glutamic-type intramembrane protease
gene-SYNPCC7002_RS05615	NC_010475.1	1157550	1157747	-	protein-coding	SYNPCC7002_RS05615	SYNPCC7002_RS05615	SYNPCC7002_A1125	hypothetical protein
gene-SYNPCC7002_RS05620	NC_010475.1	1157882	1159318	-	protein-coding	lpdA	SYNPCC7002_RS05620	SYNPCC7002_A1126	dihydrolipoyl dehydrogenase
gene-SYNPCC7002_RS05625	NC_010475.1	1159823	1160287	+	protein-coding	SYNPCC7002_RS05625	SYNPCC7002_RS05625	SYNPCC7002_A1127	hypothetical protein
gene-SYNPCC7002_RS05630	NC_010475.1	1160410	1161018	-	protein-coding	SYNPCC7002_RS05630	SYNPCC7002_RS05630	SYNPCC7002_A1128	GIY-YIG nuclease family protein
gene-SYNPCC7002_RS05635	NC_010475.1	1161043	1162209	+	protein-coding	SYNPCC7002_RS05635	SYNPCC7002_RS05635	SYNPCC7002_A1129	DUF58 domain-containing protein
gene-SYNPCC7002_RS05640	NC_010475.1	1162322	1163566	+	protein-coding	argJ	SYNPCC7002_RS05640	SYNPCC7002_A1130	bifunctional ornithine acetyltransferase/N-acetylglutamate synthase
gene-SYNPCC7002_RS05645	NC_010475.1	1163563	1165347	-	protein-coding	sppA	SYNPCC7002_RS05645	SYNPCC7002_A1131	signal peptide peptidase SppA
gene-SYNPCC7002_RS05650	NC_010475.1	1165385	1166413	-	protein-coding	fni	SYNPCC7002_RS05650	SYNPCC7002_A1132	type 2 isopentenyl-diphosphate Delta-isomerase
gene-SYNPCC7002_RS05655	NC_010475.1	1166593	1167357	-	protein-coding	SYNPCC7002_RS05655	SYNPCC7002_RS05655	SYNPCC7002_A1133	endonuclease NucS
gene-SYNPCC7002_RS05660	NC_010475.1	1167447	1167839	-	protein-coding	SYNPCC7002_RS05660	SYNPCC7002_RS05660	NA	hypothetical protein
gene-SYNPCC7002_RS16655	NC_010475.1	1168134	1168631	-	protein-coding	SYNPCC7002_RS16655	SYNPCC7002_RS16655	SYNPCC7002_A1134	AAA family ATPase
gene-SYNPCC7002_RS05665	NC_010475.1	1169020	1169349	-	protein-coding	SYNPCC7002_RS05665	SYNPCC7002_RS05665	SYNPCC7002_A1136	hypothetical protein
gene-SYNPCC7002_RS05670	NC_010475.1	1169466	1170611	-	protein-coding	SYNPCC7002_RS05670	SYNPCC7002_RS05670	SYNPCC7002_A1137	glycosyltransferase family 61 protein
gene-SYNPCC7002_RS05675	NC_010475.1	1170622	1171617	-	protein-coding	SYNPCC7002_RS05675	SYNPCC7002_RS05675	SYNPCC7002_A1138	phosphotransferase
gene-SYNPCC7002_RS05680	NC_010475.1	1171647	1172777	-	protein-coding	SYNPCC7002_RS05680	SYNPCC7002_RS05680	SYNPCC7002_A1139	hypothetical protein
gene-SYNPCC7002_RS05685	NC_010475.1	1172807	1174120	-	protein-coding	SYNPCC7002_RS05685	SYNPCC7002_RS05685	SYNPCC7002_A1140	radical SAM protein
gene-SYNPCC7002_RS05690	NC_010475.1	1174163	1174906	-	protein-coding	SYNPCC7002_RS05690	SYNPCC7002_RS05690	SYNPCC7002_A1141	FkbM family methyltransferase
gene-SYNPCC7002_RS05695	NC_010475.1	1175428	1176969	+	protein-coding	SYNPCC7002_RS05695	SYNPCC7002_RS05695	SYNPCC7002_A1142	sodium:solute symporter
gene-SYNPCC7002_RS05700	NC_010475.1	1177107	1177580	+	protein-coding	SYNPCC7002_RS05700	SYNPCC7002_RS05700	SYNPCC7002_A1143	NAD(P)H-quinone oxidoreductase subunit N
gene-SYNPCC7002_RS05705	NC_010475.1	1177581	1178765	-	protein-coding	SYNPCC7002_RS05705	SYNPCC7002_RS05705	SYNPCC7002_A1144	MFS transporter
gene-SYNPCC7002_RS05710	NC_010475.1	1179067	1179636	+	protein-coding	SYNPCC7002_RS05710	SYNPCC7002_RS05710	SYNPCC7002_A1145	DUF4333 domain-containing protein
gene-SYNPCC7002_RS05715	NC_010475.1	1179740	1180837	+	protein-coding	aroB	SYNPCC7002_RS05715	SYNPCC7002_A1146	3-dehydroquinate synthase
gene-SYNPCC7002_RS05720	NC_010475.1	1180882	1181841	-	protein-coding	gshB	SYNPCC7002_RS05720	SYNPCC7002_A1147	glutathione synthase
gene-SYNPCC7002_RS05725	NC_010475.1	1181917	1182939	-	protein-coding	SYNPCC7002_RS05725	SYNPCC7002_RS05725	SYNPCC7002_A1148	hypothetical protein
gene-SYNPCC7002_RS05730	NC_010475.1	1183077	1183367	+	protein-coding	SYNPCC7002_RS05730	SYNPCC7002_RS05730	SYNPCC7002_A1149	YiaA/YiaB family inner membrane protein
gene-SYNPCC7002_RS05735	NC_010475.1	1183450	1185321	-	protein-coding	glmS	SYNPCC7002_RS05735	SYNPCC7002_A1150	glutamine--fructose-6-phosphate transaminase (isomerizing)
gene-SYNPCC7002_RS05740	NC_010475.1	1185399	1185956	-	protein-coding	SYNPCC7002_RS05740	SYNPCC7002_RS05740	SYNPCC7002_A1151	DUF3172 domain-containing protein
gene-SYNPCC7002_RS05745	NC_010475.1	1186075	1186422	+	protein-coding	SYNPCC7002_RS05745	SYNPCC7002_RS05745	SYNPCC7002_A1152	DUF86 domain-containing protein
gene-SYNPCC7002_RS05750	NC_010475.1	1186425	1187090	+	protein-coding	SYNPCC7002_RS05750	SYNPCC7002_RS05750	SYNPCC7002_A1153	histidine phosphatase family protein
gene-SYNPCC7002_RS05755	NC_010475.1	1187171	1187890	+	protein-coding	SYNPCC7002_RS05755	SYNPCC7002_RS05755	SYNPCC7002_A1154	LOG family protein
gene-SYNPCC7002_RS05760	NC_010475.1	1187887	1188291	-	protein-coding	SYNPCC7002_RS05760	SYNPCC7002_RS05760	SYNPCC7002_A1155	DUF4359 domain-containing protein
gene-SYNPCC7002_RS05765	NC_010475.1	1188346	1188418	+	tRNA	SYNPCC7002_RS05765	SYNPCC7002_RS05765	SYNPCC7002_A1156	tRNA-His
gene-SYNPCC7002_RS05770	NC_010475.1	1188656	1188880	-	protein-coding	SYNPCC7002_RS05770	SYNPCC7002_RS05770	SYNPCC7002_A1157	hypothetical protein
gene-SYNPCC7002_RS05775	NC_010475.1	1189016	1189846	+	protein-coding	SYNPCC7002_RS05775	SYNPCC7002_RS05775	SYNPCC7002_A1158	Cof-type HAD-IIB family hydrolase
gene-SYNPCC7002_RS05780	NC_010475.1	1189848	1191293	-	protein-coding	SYNPCC7002_RS05780	SYNPCC7002_RS05780	SYNPCC7002_A1159	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
gene-SYNPCC7002_RS05785	NC_010475.1	1191298	1192251	-	protein-coding	SYNPCC7002_RS05785	SYNPCC7002_RS05785	SYNPCC7002_A1160	heme o synthase
gene-SYNPCC7002_RS05790	NC_010475.1	1192306	1193220	-	protein-coding	SYNPCC7002_RS05790	SYNPCC7002_RS05790	SYNPCC7002_A1161	heme A synthase
gene-SYNPCC7002_RS05795	NC_010475.1	1193607	1194602	+	protein-coding	SYNPCC7002_RS05795	SYNPCC7002_RS05795	SYNPCC7002_A1162	cytochrome c oxidase subunit II
gene-SYNPCC7002_RS05800	NC_010475.1	1194687	1196333	+	protein-coding	ctaD	SYNPCC7002_RS05800	SYNPCC7002_A1163	cytochrome c oxidase subunit I
gene-SYNPCC7002_RS05805	NC_010475.1	1196347	1196946	+	protein-coding	SYNPCC7002_RS05805	SYNPCC7002_RS05805	SYNPCC7002_A1164	heme-copper oxidase subunit III
gene-SYNPCC7002_RS05810	NC_010475.1	1197024	1197239	-	protein-coding	SYNPCC7002_RS05810	SYNPCC7002_RS05810	SYNPCC7002_A1165	type II toxin-antitoxin system HicB family antitoxin
gene-SYNPCC7002_RS16435	NC_010475.1	1197250	1197435	-	protein-coding	SYNPCC7002_RS16435	SYNPCC7002_RS16435	NA	type II toxin-antitoxin system HicA family toxin
gene-SYNPCC7002_RS05815	NC_010475.1	1197446	1197925	-	protein-coding	ispF	SYNPCC7002_RS05815	SYNPCC7002_A1166	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
gene-SYNPCC7002_RS05820	NC_010475.1	1198117	1199703	+	protein-coding	SYNPCC7002_RS05820	SYNPCC7002_RS05820	SYNPCC7002_A1167	hypothetical protein
gene-SYNPCC7002_RS05825	NC_010475.1	1199867	1200400	+	protein-coding	SYNPCC7002_RS05825	SYNPCC7002_RS05825	SYNPCC7002_A1168	hypothetical protein
gene-SYNPCC7002_RS05830	NC_010475.1	1200468	1200932	+	protein-coding	SYNPCC7002_RS05830	SYNPCC7002_RS05830	SYNPCC7002_A1169	single-stranded DNA-binding protein
gene-SYNPCC7002_RS05835	NC_010475.1	1200936	1202318	+	protein-coding	mnmE	SYNPCC7002_RS05835	SYNPCC7002_A1170	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
gene-SYNPCC7002_RS05840	NC_010475.1	1202321	1203775	-	protein-coding	SYNPCC7002_RS05840	SYNPCC7002_RS05840	SYNPCC7002_A1171	ABC transporter substrate-binding protein
gene-SYNPCC7002_RS05845	NC_010475.1	1203793	1205709	-	protein-coding	dxs	SYNPCC7002_RS05845	SYNPCC7002_A1172	1-deoxy-D-xylulose-5-phosphate synthase
gene-SYNPCC7002_RS05850	NC_010475.1	1205897	1214059	-	protein-coding	ols	SYNPCC7002_RS05850	SYNPCC7002_A1173	fatty-acyl-[ACP] elongase/decarboxylase Ols
gene-SYNPCC7002_RS05855	NC_010475.1	1214256	1215155	-	protein-coding	SYNPCC7002_RS05855	SYNPCC7002_RS05855	SYNPCC7002_A1174	alpha/beta fold hydrolase
gene-SYNPCC7002_RS05860	NC_010475.1	1215195	1215437	-	protein-coding	yidD	SYNPCC7002_RS05860	SYNPCC7002_A1175	membrane protein insertion efficiency factor YidD
gene-SYNPCC7002_RS05870	NC_010475.1	1217839	1219476	+	protein-coding	SYNPCC7002_RS05870	SYNPCC7002_RS05870	SYNPCC7002_A1177	mechanosensitive ion channel family protein
gene-SYNPCC7002_RS05875	NC_010475.1	1219560	1220861	+	protein-coding	SYNPCC7002_RS05875	SYNPCC7002_RS05875	SYNPCC7002_A1178	DUF3747 domain-containing protein
gene-SYNPCC7002_RS05880	NC_010475.1	1220967	1221605	-	protein-coding	SYNPCC7002_RS05880	SYNPCC7002_RS05880	SYNPCC7002_A1179	hypothetical protein
gene-SYNPCC7002_RS05885	NC_010475.1	1221861	1222214	-	protein-coding	SYNPCC7002_RS05885	SYNPCC7002_RS05885	SYNPCC7002_A1180	DUF1257 domain-containing protein
gene-SYNPCC7002_RS05890	NC_010475.1	1222339	1223838	-	protein-coding	SYNPCC7002_RS05890	SYNPCC7002_RS05890	SYNPCC7002_A1181	AAA family ATPase
gene-SYNPCC7002_RS05895	NC_010475.1	1223942	1224280	-	protein-coding	SYNPCC7002_RS05895	SYNPCC7002_RS05895	SYNPCC7002_A1182	hypothetical protein
gene-SYNPCC7002_RS05900	NC_010475.1	1224529	1225827	+	protein-coding	SYNPCC7002_RS05900	SYNPCC7002_RS05900	SYNPCC7002_A1183	FIST C-terminal domain-containing protein
gene-SYNPCC7002_RS05905	NC_010475.1	1225840	1227030	-	protein-coding	SYNPCC7002_RS05905	SYNPCC7002_RS05905	SYNPCC7002_A1184	class I SAM-dependent rRNA methyltransferase
gene-SYNPCC7002_RS16440	NC_010475.1	1227164	1227418	+	protein-coding	SYNPCC7002_RS16440	SYNPCC7002_RS16440	NA	hypothetical protein
gene-SYNPCC7002_RS05910	NC_010475.1	1227415	1227822	+	protein-coding	SYNPCC7002_RS05910	SYNPCC7002_RS05910	SYNPCC7002_A1185	PIN domain-containing protein
gene-SYNPCC7002_RS16665	NC_010475.1	1227830	1227973	+	protein-coding	SYNPCC7002_RS16665	SYNPCC7002_RS16665	NA	hypothetical protein
gene-SYNPCC7002_RS05915	NC_010475.1	1228209	1229651	+	protein-coding	SYNPCC7002_RS05915	SYNPCC7002_RS05915	SYNPCC7002_A1186	sodium:glutamate symporter
gene-SYNPCC7002_RS05920	NC_010475.1	1229660	1229941	-	protein-coding	SYNPCC7002_RS05920	SYNPCC7002_RS05920	NA	hypothetical protein
gene-SYNPCC7002_RS05925	NC_010475.1	1229938	1230234	-	protein-coding	SYNPCC7002_RS05925	SYNPCC7002_RS05925	NA	hypothetical protein
gene-SYNPCC7002_RS05930	NC_010475.1	1230613	1231359	+	protein-coding	SYNPCC7002_RS05930	SYNPCC7002_RS05930	SYNPCC7002_A1188	DNA cytosine methyltransferase
gene-SYNPCC7002_RS05935	NC_010475.1	1231349	1231768	+	protein-coding	SYNPCC7002_RS05935	SYNPCC7002_RS05935	SYNPCC7002_A2880	DNA cytosine methyltransferase
gene-SYNPCC7002_RS05940	NC_010475.1	1231689	1232708	+	protein-coding	SYNPCC7002_RS05940	SYNPCC7002_RS05940	SYNPCC7002_A1189	type II restriction endonuclease
gene-SYNPCC7002_RS05945	NC_010475.1	1232753	1235254	+	protein-coding	SYNPCC7002_RS05945	SYNPCC7002_RS05945	SYNPCC7002_A1190	U32 family peptidase
gene-SYNPCC7002_RS05950	NC_010475.1	1235410	1236477	+	protein-coding	SYNPCC7002_RS05950	SYNPCC7002_RS05950	SYNPCC7002_A1191	hypothetical protein
gene-SYNPCC7002_RS05955	NC_010475.1	1236479	1237969	-	protein-coding	cobA	SYNPCC7002_RS05955	SYNPCC7002_A1192	uroporphyrinogen-III C-methyltransferase
gene-SYNPCC7002_RS05960	NC_010475.1	1238089	1238775	+	protein-coding	SYNPCC7002_RS05960	SYNPCC7002_RS05960	SYNPCC7002_A1193	ATP-dependent Clp protease proteolytic subunit
gene-SYNPCC7002_RS05965	NC_010475.1	1238840	1239439	+	protein-coding	SYNPCC7002_RS05965	SYNPCC7002_RS05965	SYNPCC7002_A1194	ATP-dependent Clp protease proteolytic subunit
gene-SYNPCC7002_RS05970	NC_010475.1	1239527	1240423	-	protein-coding	miaA	SYNPCC7002_RS05970	SYNPCC7002_A1195	tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA
gene-SYNPCC7002_RS05975	NC_010475.1	1240431	1240766	-	protein-coding	SYNPCC7002_RS05975	SYNPCC7002_RS05975	SYNPCC7002_A1196	thioredoxin domain-containing protein
gene-SYNPCC7002_RS05980	NC_010475.1	1240856	1241572	-	protein-coding	SYNPCC7002_RS05980	SYNPCC7002_RS05980	SYNPCC7002_A1197	NnrU protein
gene-SYNPCC7002_RS05985	NC_010475.1	1241715	1242695	+	protein-coding	SYNPCC7002_RS05985	SYNPCC7002_RS05985	SYNPCC7002_A1198	LysR family transcriptional regulator
gene-SYNPCC7002_RS05990	NC_010475.1	1242710	1243246	-	protein-coding	SYNPCC7002_RS05990	SYNPCC7002_RS05990	SYNPCC7002_A1199	TIGR02652 family protein
gene-SYNPCC7002_RS05995	NC_010475.1	1243345	1244421	+	protein-coding	queA	SYNPCC7002_RS05995	SYNPCC7002_A1200	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
gene-SYNPCC7002_RS06000	NC_010475.1	1244498	1245781	+	protein-coding	SYNPCC7002_RS06000	SYNPCC7002_RS06000	SYNPCC7002_A1201	TldD/PmbA family protein
gene-SYNPCC7002_RS06005	NC_010475.1	1246031	1247017	-	protein-coding	SYNPCC7002_RS06005	SYNPCC7002_RS06005	SYNPCC7002_A1202	RNA polymerase sigma factor, RpoD/SigA family
gene-SYNPCC7002_RS06010	NC_010475.1	1248057	1249289	+	protein-coding	SYNPCC7002_RS06010	SYNPCC7002_RS06010	SYNPCC7002_A1203	LL-diaminopimelate aminotransferase
gene-SYNPCC7002_RS06015	NC_010475.1	1249378	1250001	-	protein-coding	SYNPCC7002_RS06015	SYNPCC7002_RS06015	SYNPCC7002_A1204	alpha/beta fold hydrolase
gene-SYNPCC7002_RS06020	NC_010475.1	1250041	1250409	-	protein-coding	SYNPCC7002_RS06020	SYNPCC7002_RS06020	SYNPCC7002_A1205	hypothetical protein
gene-SYNPCC7002_RS06025	NC_010475.1	1250621	1251217	-	protein-coding	pyrE	SYNPCC7002_RS06025	SYNPCC7002_A1206	orotate phosphoribosyltransferase
gene-SYNPCC7002_RS06030	NC_010475.1	1251311	1251727	+	protein-coding	SYNPCC7002_RS06030	SYNPCC7002_RS06030	SYNPCC7002_A1207	hypothetical protein
gene-SYNPCC7002_RS06035	NC_010475.1	1251844	1251916	-	tRNA	SYNPCC7002_RS06035	SYNPCC7002_RS06035	SYNPCC7002_A1208	tRNA-Ile
gene-SYNPCC7002_RS06040	NC_010475.1	1251999	1252691	+	protein-coding	SYNPCC7002_RS06040	SYNPCC7002_RS06040	SYNPCC7002_A1209	hypothetical protein
gene-SYNPCC7002_RS06045	NC_010475.1	1252731	1254170	+	protein-coding	SYNPCC7002_RS06045	SYNPCC7002_RS06045	SYNPCC7002_A1210	hemolysin family protein
gene-SYNPCC7002_RS06050	NC_010475.1	1254167	1254376	-	protein-coding	SYNPCC7002_RS06050	SYNPCC7002_RS06050	SYNPCC7002_A1211	hypothetical protein
gene-SYNPCC7002_RS06055	NC_010475.1	1254430	1255788	-	protein-coding	SYNPCC7002_RS06055	SYNPCC7002_RS06055	SYNPCC7002_A1212	type IV pilus twitching motility protein PilT
gene-SYNPCC7002_RS06060	NC_010475.1	1256462	1256833	+	protein-coding	SYNPCC7002_RS06060	SYNPCC7002_RS06060	SYNPCC7002_A1213	hypothetical protein
gene-SYNPCC7002_RS06065	NC_010475.1	1256987	1258099	+	protein-coding	wecB	SYNPCC7002_RS06065	SYNPCC7002_A1214	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
gene-SYNPCC7002_RS06070	NC_010475.1	1258086	1258694	-	protein-coding	SYNPCC7002_RS06070	SYNPCC7002_RS06070	SYNPCC7002_A1215	hypothetical protein
gene-SYNPCC7002_RS06075	NC_010475.1	1258902	1261640	+	protein-coding	SYNPCC7002_RS06075	SYNPCC7002_RS06075	SYNPCC7002_A1216	valine--tRNA ligase
gene-SYNPCC7002_RS06080	NC_010475.1	1261660	1262073	+	protein-coding	SYNPCC7002_RS06080	SYNPCC7002_RS06080	SYNPCC7002_A1217	hypothetical protein
gene-SYNPCC7002_RS06085	NC_010475.1	1262097	1263293	-	protein-coding	SYNPCC7002_RS06085	SYNPCC7002_RS06085	SYNPCC7002_A1218	FtsW/RodA/SpoVE family cell cycle protein
gene-SYNPCC7002_RS06090	NC_010475.1	1263457	1263792	-	protein-coding	SYNPCC7002_RS06090	SYNPCC7002_RS06090	SYNPCC7002_A1219	hypothetical protein
gene-SYNPCC7002_RS06095	NC_010475.1	1264355	1265347	-	protein-coding	SYNPCC7002_RS06095	SYNPCC7002_RS06095	SYNPCC7002_A1220	pentapeptide repeat-containing protein
gene-SYNPCC7002_RS06100	NC_010475.1	1265344	1266624	-	protein-coding	SYNPCC7002_RS06100	SYNPCC7002_RS06100	SYNPCC7002_A1221	hypothetical protein
gene-SYNPCC7002_RS06105	NC_010475.1	1266773	1267852	-	protein-coding	SYNPCC7002_RS06105	SYNPCC7002_RS06105	SYNPCC7002_A1222	CIA30 family protein
gene-SYNPCC7002_RS06110	NC_010475.1	1267940	1268440	-	protein-coding	SYNPCC7002_RS06110	SYNPCC7002_RS06110	SYNPCC7002_A1223	cupin domain-containing protein
gene-SYNPCC7002_RS06120	NC_010475.1	1268973	1269341	+	protein-coding	SYNPCC7002_RS06120	SYNPCC7002_RS06120	SYNPCC7002_A1224	response regulator
gene-SYNPCC7002_RS06125	NC_010475.1	1269330	1270091	-	protein-coding	tatC	SYNPCC7002_RS06125	SYNPCC7002_A1225	twin-arginine translocase subunit TatC
gene-SYNPCC7002_RS06130	NC_010475.1	1270155	1270586	-	protein-coding	SYNPCC7002_RS06130	SYNPCC7002_RS06130	SYNPCC7002_A1226	EVE domain-containing protein
gene-SYNPCC7002_RS06135	NC_010475.1	1270733	1272049	+	protein-coding	SYNPCC7002_RS06135	SYNPCC7002_RS06135	SYNPCC7002_A1227	ATP-binding protein
gene-SYNPCC7002_RS06140	NC_010475.1	1272228	1272407	+	protein-coding	SYNPCC7002_RS06140	SYNPCC7002_RS06140	NA	hypothetical protein
gene-SYNPCC7002_RS06145	NC_010475.1	1272528	1273037	+	protein-coding	SYNPCC7002_RS06145	SYNPCC7002_RS06145	SYNPCC7002_A1228	inorganic diphosphatase
gene-SYNPCC7002_RS06150	NC_010475.1	1273106	1273732	-	protein-coding	SYNPCC7002_RS06150	SYNPCC7002_RS06150	SYNPCC7002_A1229	TetR/AcrR family transcriptional regulator
gene-SYNPCC7002_RS06155	NC_010475.1	1273893	1274081	+	protein-coding	SYNPCC7002_RS06155	SYNPCC7002_RS06155	SYNPCC7002_A1230	CPXCG motif-containing cysteine-rich protein
gene-SYNPCC7002_RS16100	NC_010475.1	1274378	1275391	+	protein-coding	SYNPCC7002_RS16100	SYNPCC7002_RS16100	SYNPCC7002_A1231	hypothetical protein
gene-SYNPCC7002_RS06165	NC_010475.1	1275401	1275997	-	protein-coding	SYNPCC7002_RS06165	SYNPCC7002_RS06165	SYNPCC7002_A1232	Crp/Fnr family transcriptional regulator
gene-SYNPCC7002_RS06170	NC_010475.1	1276839	1277108	+	protein-coding	SYNPCC7002_RS06170	SYNPCC7002_RS06170	SYNPCC7002_A1233	hypothetical protein
gene-SYNPCC7002_RS06175	NC_010475.1	1277210	1277545	-	protein-coding	SYNPCC7002_RS06175	SYNPCC7002_RS06175	SYNPCC7002_A1234	YnfA family protein
gene-SYNPCC7002_RS06180	NC_010475.1	1277542	1278114	-	protein-coding	SYNPCC7002_RS06180	SYNPCC7002_RS06180	SYNPCC7002_A1235	5-formyltetrahydrofolate cyclo-ligase
gene-SYNPCC7002_RS06185	NC_010475.1	1278239	1279759	+	protein-coding	SYNPCC7002_RS06185	SYNPCC7002_RS06185	SYNPCC7002_A1236	DNA helicase
gene-SYNPCC7002_RS06190	NC_010475.1	1279863	1280111	+	protein-coding	SYNPCC7002_RS06190	SYNPCC7002_RS06190	SYNPCC7002_A1237	hypothetical protein
gene-SYNPCC7002_RS06195	NC_010475.1	1280213	1281274	+	protein-coding	mnmH	SYNPCC7002_RS06195	SYNPCC7002_A1238	tRNA 2-selenouridine(34) synthase MnmH
gene-SYNPCC7002_RS06200	NC_010475.1	1281357	1281581	-	protein-coding	SYNPCC7002_RS06200	SYNPCC7002_RS06200	SYNPCC7002_A1239	ferredoxin family protein
gene-SYNPCC7002_RS06205	NC_010475.1	1281786	1282166	+	protein-coding	SYNPCC7002_RS06205	SYNPCC7002_RS06205	SYNPCC7002_A1240	hypothetical protein
gene-SYNPCC7002_RS06210	NC_010475.1	1282204	1282857	+	protein-coding	SYNPCC7002_RS06210	SYNPCC7002_RS06210	SYNPCC7002_A1241	DUF2301 domain-containing membrane protein
gene-SYNPCC7002_RS06215	NC_010475.1	1282861	1283454	+	protein-coding	SYNPCC7002_RS06215	SYNPCC7002_RS06215	SYNPCC7002_A1242	L-threonylcarbamoyladenylate synthase
gene-SYNPCC7002_RS06220	NC_010475.1	1283469	1283942	-	protein-coding	SYNPCC7002_RS06220	SYNPCC7002_RS06220	SYNPCC7002_A1243	hypothetical protein
gene-SYNPCC7002_RS06225	NC_010475.1	1284094	1284651	-	protein-coding	SYNPCC7002_RS06225	SYNPCC7002_RS06225	SYNPCC7002_A1244	thioredoxin family protein
gene-SYNPCC7002_RS06230	NC_010475.1	1284790	1285317	+	protein-coding	rimM	SYNPCC7002_RS06230	SYNPCC7002_A1245	ribosome maturation factor RimM
gene-SYNPCC7002_RS06235	NC_010475.1	1285537	1287114	+	protein-coding	serA	SYNPCC7002_RS06235	SYNPCC7002_A1246	phosphoglycerate dehydrogenase
