"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"1469","147","GO Molecular Function","","Catalytic activity","0.0118","ACA98039.1|ftsH-2|fabZ|eno|ACA98101.1|ACA98139.1|trmH|clpC|groEL-II|ndhF-III|ndhD-III|ACA98196.1|sodB|glnN|grxC|ACA98300.1|ACA98302.1|ACA98318.1|fusA|csgA|ACA98456.1|ACA98483.1|ACA98485.1|pqqL|plsX|tpiA|deaD|thrS|fadD|ACA98707.1|ACA98709.1|ACA98726.1|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|infB|ACA98771.1|petB|ndhF|todF|pip|ftsH-4|ACA98918.1|ndhE|ndhG|ndhI|ndhA|fabF|truA|rpoA|adk|rplB|putA|ppib|sdhB|ACA99107.1|ctaCI|ctaDI|ctaEI|trmE|ACA99172.1|ACA99173.1|ppa|prmA|tig|map|bioF|merA|ACA99398.1|ACA99416.1|obg|ACA99524.1|pgk|ACA99596.1|ffh|ACA99616.1|glnA|degQ|ACA99645.1|envM|ybeY|ACA99779.1|ndhD4|ACA99836.1|ACA99891.1|petC|proC|ndhD2|ACA99963.1|ACA99965.1|ACA99966.1|ndhD1|ACA99988.1|rpoC2|rpoC1|rpoB|tuf|fusA-2|fus|hetI|ACB00092.1|accC|ACB00143.1|ACB00202.1|ACB00259.1|ACB00272.1|petF-4|ndhD|map-2|def|clpB1|fabG|lepA|accA|groEL|rfaG-2|pqqL-2|hyuA|ACB00497.1|sll1284|ndhH|rnc-2|ndhB|fabD|ACB00567.1|ACB00586.1|ACB00587.1|ACB00601.1|ACB00646.1|ACB00679.1|coaE|ndhC|ndhK|ndhJ|ACB00725.1|ftsY|fcl|ACB00805.1|ACB00834.1|ACB00835.1","163300","5275|5695|5551|5530|3637|3889|3907|3760|3718|4159|4174|4081|2332|2314|2602|2557|2542|1273|1540|844|6214|6037|5476|4456|4438|4555|1846|1762|3208|418|403|484|466|463|472|469|457|454|460|433|424|421|1447|1393|5008|4969|4921|5842|3664|3304|3292|3283|3280|3286|4153|4003|3988|3961|1996|1966|2092|2089|2221|2449|2422|2437|637|634|628|826|1249|1090|1078|1072|6076|4798|4681|3223|3139|2260|1435|1360|1345|1330|1672|1648|1534|6313|6124|3475|4468|1753|1747|1732|2851|2821|2812|2818|2491|2485|532|535|523|709|712|682|661|1174|1075|5056|5680|3562|3529|3724|3727|4228|4180|4144|4057|2338|2176|2638|2530|2428|1591|1567|967|973|958|925|829|1171|5755|6307|6235|5374|4435|4366|4723|4729|4711|4702|3838|2779|2743|3124|3103","8.9E-4","","GO:0003824","0.19281179926938746","0"
"6","5","GO Biological Process","","Response to heat","0.0119","ACA98547.1|dnaJ|ACA99727.1|clpB1|ACB00570.1","163300","4345|3064|5914|4144|1150","7.9E-4","","GO:0009408","0.19244530386074693","0"
"127","23","GO Biological Process","","Nucleobase-containing compound biosynthetic process","0.0119","sigC|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|ACA98749.1|atpD|atpC|nusA|nusB|nusG|rpoA|adk|rpoC2|rpoC1|rpoB|accC|accA|coaE|fcl","163300","982|466|463|472|469|457|454|460|433|424|421|1474|3271|4093|3988|3961|532|535|523|1075|2176|4366|2779","8.0E-4","","GO:0034654","0.19244530386074693","0"
"119","22","GO Biological Process","","Regulation of nitrogen compound metabolic process","0.012","efp|ACA98146.1|prfB|lrtA|fusA|sigC|nusA|infB|nusB|rplA|nusG|prfA|infA|putA|ACA99849.1|ACA99930.1|tsf|hrcA|tuf|fusA-2|fus|infC","163300","5629|3823|4078|2179|1540|982|1474|1447|3271|4105|4093|4060|3982|1966|4393|1855|1771|2473|709|712|682|4429","8.2E-4","","GO:0051171","0.19208187539523752","0"
"26","9","GO Molecular Function","","tRNA binding","0.0122","trmH|thrS|rplA|rpsM|rpl5|rplP|rpsJ|rpsG|rpsL","163300","3907|1762|4105|3973|2041|2032|715|703|706","9.3E-4","","GO:0000049","0.1913640169325252","0"
"32","10","GO Molecular Function","","Channel activity","0.0122","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|apqZ","163300","466|463|472|469|457|454|460|424|421|2311","9.4E-4","","GO:0015267","0.1913640169325252","0"
"120","22","GO Biological Process","","Regulation of primary metabolic process","0.0129","efp|ACA98146.1|prfB|lrtA|fusA|sigC|nusA|infB|nusB|rplA|nusG|prfA|infA|putA|ACA99849.1|ACA99930.1|tsf|hrcA|tuf|fusA-2|fus|infC","163300","5629|3823|4078|2179|1540|982|1474|1447|3271|4105|4093|4060|3982|1966|4393|1855|1771|2473|709|712|682|4429","9.1E-4","","GO:0080090","0.1889410289700751","0"
"235","35","GO Biological Process","","Transmembrane transport","0.0136","ndhF-III|ndhD-III|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ndhF|ndhG|ndhI|secY|ACA99142.1|ctaCI|ctaDI|ctaEI|ACA99331.1|ACA99496.1|ACA99792.1|ndhD4|petC|ndhD2|ndhD1|ACB00092.1|ACB00170.1|ndhD|apqZ|ndhB|ACB00587.1|ndhC|ndhK|ndhJ","163300","4159|4174|466|463|472|469|457|454|460|424|421|4969|3283|3280|3970|2545|2449|2422|2437|5413|2740|3484|3475|1747|2851|2491|1174|5155|3727|2311|925|6307|4723|4729|4711","9.6E-4","","GO:0055085","0.18664610916297825","0"
"11","8","InterPro Domains","","NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit","0.0139","ndhF-III|ndhD-III|ndhF|ndhD4|ndhD2|ndhD1|ndhD|ndhB","163300","4159|4174|4969|3475|2851|2491|3727|925","3.77E-5","","IPR001750","0.1856985199745905","0"
"10","8","InterPro Domains","","Short-chain dehydrogenase/reductase SDR","0.0139","ACA98101.1|ACA98318.1|csgA|envM|ACA99965.1|fabG|ACB00497.1|ACB00567.1","163300","3637|1273|844|1534|2812|4057|1567|1171","2.34E-5","","IPR002347","0.1856985199745905","0"
"28","12","InterPro Domains","","Alpha/Beta hydrolase fold","0.0139","ACA98039.1|ACA98709.1|todF|pip|ACA99172.1|ACA99173.1|ACA99524.1|ACA99596.1|ACB00259.1|sll1284|ACB00646.1|ACB00679.1","163300","5275|403|4921|5842|634|628|3139|1435|3562|967|5374|4435","2.48E-5","","IPR029058","0.1856985199745905","0"
"226","32","GO Cellular Component","","Protein-containing complex","0.0178","eno|ndhD-III|atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|rpl10|rplA|rpoA|rplO|rpsE|rplN|rplV|rpsS|rplB|sdhB|ACA99331.1|ffh|ndhD4|rpsB|rpoC2|rpoC1|rpoB|rpsG|rpsL|rpsD|accA","163300","5530|4174|466|463|472|469|457|454|460|424|421|4123|4105|3988|2074|2080|2035|2008|2014|1996|2089|5413|1360|3475|1780|532|535|523|703|706|676|2176","0.0034","","GO:0032991","0.17495799976911058","0"
"4","4","UniProt Keywords","","CF(0)","0.0178","atpF|atpG-2|atpE|atpB","163300","469|457|454|460","0.0018","","KW-0138","0.17495799976911058","0"
"53","13","STRING Clusters","","Mixed, incl. Tetratricopeptide repeats, and Alpha/beta hydrolase fold-1","0.0179","ACA98039.1|ACA98709.1|todF|ACA99265.1|ACA99596.1|ACA99616.1|rbpA|ACA99645.1|ACA99849.1|ACB00601.1|ACB00646.1|ACB00679.1|ACB00806.1","163300","5275|403|4921|1117|1435|1345|1339|1648|4393|6235|5374|4435|2749","0.0012","","CL:1990","0.1747146969020107","0"
"10","5","GO Cellular Component","","Respirasome","0.0204","ndhD-III|sdhB|ctaCI|ctaDI|ndhD4","163300","4174|2089|2449|2422|3475","0.004","","GO:0070469","0.16903698325741012","0"
"331","44","GO Molecular Function","","Purine ribonucleoside triphosphate binding","0.0216","ftsH-2|ACA98089.1|clpC|groEL-II|fusA|ACA98547.1|deaD|ACA98631.1|thrS|dnaJ|atpG|atpA|atpD|atpC|infB|ACA98769.1|ftsH-4|ACA98918.1|adk|trmE|ACA99496.1|obg|pgk|ffh|glnA|ACA99727.1|tuf|fusA-2|fus|ACB00092.1|accC|dnaK-3|ACB00170.1|clpB1|dnaK-4|lepA|accA|groES|groEL|ACB00570.1|ACB00587.1|ACB00601.1|coaE|ftsY","163300","5695|5536|3760|3718|1540|4345|1846|1801|1762|3064|466|463|424|421|1447|1420|3664|3304|3961|637|2740|3223|2260|1360|1330|5914|709|712|682|1174|1075|5062|5155|4144|2365|2338|2176|2650|2638|1150|6307|6235|4366|3838","0.0018","","GO:0035639","0.1665546248849069","0"
"63","14","GO Biological Process","","Monocarboxylic acid metabolic process","0.0227","fabZ|eno|plsX|tpiA|fadD|fabF|ACA99172.1|bioF|pgk|envM|accC|fabG|accA|fabD","163300","5551|5530|4438|4555|3208|4153|634|1072|2260|1534|1075|4057|2176|829","0.0017","","GO:0032787","0.16439741428068771","0"
"8","5","GO Molecular Function","","ATP-dependent protein folding chaperone","0.0233","groEL-II|dnaK-3|dnaK-4|groES|groEL","163300","3718|5062|2365|2650|2638","0.0019","","GO:0140662","0.1632644078973981","0"
"6","4","GO Cellular Component","","DNA-directed RNA polymerase complex","0.024","rpoA|rpoC2|rpoC1|rpoB","163300","3988|532|535|523","0.0049","","GO:0000428","0.16197887582883938","0"
"12","6","STRING Clusters","","Mixed, incl. Alpha/beta hydrolase fold-1, and WD40 repeat, conserved site","0.024","ACA98039.1|ACA98709.1|todF|ACA99596.1|ACB00646.1|ACB00679.1","163300","5275|403|4921|1435|5374|4435","0.0016","","CL:2072","0.16197887582883938","0"
"334","44","GO Molecular Function","","Purine ribonucleotide binding","0.0244","ftsH-2|ACA98089.1|clpC|groEL-II|fusA|ACA98547.1|deaD|ACA98631.1|thrS|dnaJ|atpG|atpA|atpD|atpC|infB|ACA98769.1|ftsH-4|ACA98918.1|adk|trmE|ACA99496.1|obg|pgk|ffh|glnA|ACA99727.1|tuf|fusA-2|fus|ACB00092.1|accC|dnaK-3|ACB00170.1|clpB1|dnaK-4|lepA|accA|groES|groEL|ACB00570.1|ACB00587.1|ACB00601.1|coaE|ftsY","163300","5695|5536|3760|3718|1540|4345|1846|1801|1762|3064|466|463|424|421|1447|1420|3664|3304|3961|637|2740|3223|2260|1360|1330|5914|709|712|682|1174|1075|5062|5155|4144|2365|2338|2176|2650|2638|1150|6307|6235|4366|3838","0.0021","","GO:0032555","0.16126101736612705","0"
"9","5","UniProt Keywords","","Fatty acid biosynthesis","0.0244","fabF|envM|accC|fabG|accA","163300","4153|1534|1075|4057|2176","0.0028","","KW-0275","0.16126101736612705","0"
"19","7","UniProt Keywords","","Lipid metabolism","0.0244","fabZ|plsX|fabF|envM|accC|fabG|accA","163300","5551|4438|4153|1534|1075|4057|2176","0.0026","","KW-0443","0.16126101736612705","0"
"19","7","UniProt Keywords","","Lipid biosynthesis","0.0244","fabZ|plsX|fabF|envM|accC|fabG|accA","163300","5551|4438|4153|1534|1075|4057|2176","0.0026","","KW-0444","0.16126101736612705","0"
"5","4","UniProt Keywords","","Initiation factor","0.0246","infB|infA|ACA99930.1|infC","163300","1447|3982|1855|4429","0.0031","","KW-0396","0.16090648928966209","0"
"73","15","GO Molecular Function","","Ion transmembrane transporter activity","0.0262","atpG|atpA|atpH|atpF|atpG-2|atpE|atpB|atpD|atpC|ctaCI|ctaDI|ctaEI|ACA99792.1|ACB00092.1|ACB00587.1","163300","466|463|472|469|457|454|460|424|421|2449|2422|2437|3484|1174|6307","0.0023","","GO:0015075","0.15816987086802545","0"
"5","4","COMPARTMENTS","","Fatty acid synthase complex","0.029","fabF|ACA99172.1|ACA99966.1|fabD","163300","4153|634|2818|829","0.0031","","GOCC:0005835","0.1537602002101044","0"
"10","7","InterPro Domains","","Translation protein, beta-barrel domain superfamily","0.0334","fusA|infB|rplC|rimM|tuf|fusA-2|fus","163300","1540|1447|1993|727|709|712|682","1.4E-4","","IPR009000","0.14762535331884355","0"
"5","4","GO Molecular Function","","Translation initiation factor activity","0.0344","infB|infA|ACA99930.1|infC","163300","1447|3982|1855|4429","0.0031","","GO:0003743","0.14634415574284698","0"
"5","4","GO Molecular Function","","Peptidyl-prolyl cis-trans isomerase activity","0.0344","ppib|tig|ACA99616.1|ACB00272.1","163300","2092|1090|1345|3529","0.0031","","GO:0003755","0.14634415574284698","0"
"5","4","GO Molecular Function","","Heat shock protein binding","0.0344","ACA98547.1|dnaJ|ACA99727.1|ACB00570.1","163300","4345|3064|5914|1150","0.0031","","GO:0031072","0.14634415574284698","0"
"6","4","UniProt Keywords","","DNA-directed RNA polymerase","0.0371","rpoA|rpoC2|rpoC1|rpoB","163300","3988|532|535|523","0.0049","","KW-0240","0.1430626090384954","0"
"7","6","InterPro Domains","","Epoxide hydrolase-like","0.0405","ACA98039.1|todF|ACA99172.1|ACA99173.1|ACA99524.1|ACA99596.1","163300","5275|4921|634|628|3139|1435","2.0E-4","","IPR000639","0.13925449767853315","0"
"254","34","UniProt Keywords","","Nucleotide-binding","0.0414","ftsH-2|ACA98089.1|clpC|groEL-II|fusA|deaD|ACA98631.1|thrS|atpA|atpD|infB|ACA98769.1|ftsH-4|ACA98918.1|adk|trmE|ACA99496.1|obg|pgk|ffh|glnA|tuf|fusA-2|accC|dnaK-3|ACB00170.1|clpB1|dnaK-4|lepA|accA|groEL|ACB00587.1|coaE|ftsY","163300","5695|5536|3760|3718|1540|1846|1801|1762|463|424|1447|1420|3664|3304|3961|637|2740|3223|2260|1360|1330|709|712|1075|5062|5155|4144|2365|2338|2176|2638|6307|4366|3838","0.0056","","KW-0547","0.1382999658879101","0"
"6","4","COMPARTMENTS","","Proton-transporting ATP synthase complex, coupling factor F(o)","0.0439","atpF|atpG-2|atpE|atpB","163300","469|457|454|460","0.0049","","GOCC:0045263","0.13575354797578787","0"
"48","11","GO Molecular Function","","Protein binding","0.0441","groEL-II|ACA98547.1|dnaJ|rpoA|ACA99727.1|ACA99912.1|dnaK-3|dnaJ-2|dnaK-4|groEL|ACB00570.1","163300","3718|4345|3064|3988|5914|1918|5062|5065|2365|2638|1150","0.0043","","GO:0005515","0.13555614105321614","0"
"359","45","GO Molecular Function","","Carbohydrate derivative binding","0.0444","ftsH-2|ACA98089.1|clpC|groEL-II|fusA|ACA98547.1|deaD|ACA98631.1|thrS|dnaJ|atpG|atpA|atpD|atpC|infB|ACA98769.1|ftsH-4|ACA98918.1|adk|trmE|ACA99496.1|obg|pgk|ffh|glnA|ACA99727.1|rpoB|tuf|fusA-2|fus|ACB00092.1|accC|dnaK-3|ACB00170.1|clpB1|dnaK-4|lepA|accA|groES|groEL|ACB00570.1|ACB00587.1|ACB00601.1|coaE|ftsY","163300","5695|5536|3760|3718|1540|4345|1846|1801|1762|3064|466|463|424|421|1447|1420|3664|3304|3961|637|2740|3223|2260|1360|1330|5914|523|709|712|682|1174|1075|5062|5155|4144|2365|2338|2176|2650|2638|1150|6307|6235|4366|3838","0.0045","","GO:0097367","0.135261702988538","0"
"5","4","STRING Clusters","","Mixed, incl. FAS1 domain, and CO2 hydration","0.0456","ndhF-III|ndhD-III|ACA98189.1|ndhH","163300","4159|4174|4132|973","0.0031","","CL:1494","0.1341035157335565","0"
"5","4","STRING Clusters","","RNA polymerase","0.0456","rpoA|rpoC2|rpoC1|rpoB","163300","3988|532|535|523","0.0031","","CL:2540","0.1341035157335565","0"
"5","4","STRING Clusters","","Mixed, incl. RF-1 domain, and mRNA processing","0.0456","prfB|thrS|obg|rnc-2","163300","4078|1762|3223|958","0.0031","","CL:2566","0.1341035157335565","0"
"5","4","STRING Clusters","","Mixed, incl. 50S ribosomal protein L30e-like, and Pseudouridine synthase, RluA-like, conserved site","0.0456","ACA98089.1|deaD|ppib|ACB00805.1","163300","5536|1846|2092|2743","0.0031","","CL:2699","0.1341035157335565","0"
"81","15","COMPARTMENTS","","Envelope","0.0464","ACA98039.1|ACA98139.1|ACA98485.1|ACA98709.1|todF|pip|ppib|ACA99173.1|ACA99524.1|ACA99596.1|degQ|ACB00259.1|ACB00586.1|ACB00646.1|ACB00679.1","163300","5275|3889|5476|403|4921|5842|2092|628|3139|1435|1672|3562|5755|5374|4435","0.0055","","GOCC:0031975","0.1333482019445119","0"
"6","4","GO Molecular Function","","DNA-directed 5-3 RNA polymerase activity","0.0473","rpoA|rpoC2|rpoC1|rpoB","163300","3988|532|535|523","0.0049","","GO:0003899","0.13251388592621885","0"
"35","9","GO Molecular Function","","Acyltransferase activity, transferring groups other than amino-acyl groups","0.0473","fabZ|plsX|ACA98749.1|fabF|ACA99172.1|bioF|envM|fabG|fabD","163300","5551|4438|433|4153|634|1072|1534|4057|829","0.0051","","GO:0016747","0.13251388592621885","0"
"28","8","GO Molecular Function","","Active ion transmembrane transporter activity","0.0473","atpA|atpD|ctaCI|ctaDI|ctaEI|ACA99792.1|ACB00092.1|ACB00587.1","163300","463|424|2449|2422|2437|3484|1174|6307","0.0048","","GO:0022853","0.13251388592621885","0"
